work_id,author_id,author_position,institutions,from_openalex
10.1109/tvcg.2012.253,A5075947472,1,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2012.253,A5100653962,2,"[""I4210113369""]",True
10.1109/tvcg.2012.253,A5038775008,3,"[""I4210113369""]",True
10.1109/tvcg.2012.253,A5024059541,4,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2012.253,A5100344403,5,"[""I76130692""]",True
10.1109/tvcg.2012.253,A5091466289,6,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2012.189,A5068805525,1,"[""I60488453""]",True
10.1109/tvcg.2012.189,A5072277937,2,"[""I60488453""]",True
10.1109/tvcg.2012.189,A5058572359,3,"[""I60488453""]",True
10.1109/tvcg.2012.189,A5026497646,4,"[""I111277659""]",True
10.1109/tvcg.2012.189,A5091379507,5,"[""I60488453""]",True
10.1109/vast.2012.6400487,A5012111319,1,[],True
10.1109/tvcg.2012.256,A5065040154,1,"[""I4432739""]",True
10.1109/tvcg.2012.256,A5060325633,2,"[""I4432739""]",True
10.1109/tvcg.2012.256,A5056629578,3,"[""I4432739""]",True
10.1109/tvcg.2012.256,A5000755776,4,"[""I4432739""]",True
10.1109/tvcg.2012.231,A5040558744,1,"[""I66946132""]",True
10.1109/tvcg.2012.231,A5086440196,2,"[""I66946132""]",True
10.1109/tvcg.2012.231,A5085648933,3,"[""I66946132""]",True
10.1109/tvcg.2012.271,A5075052652,1,"[""I4210146357"", ""I40120149"", ""I4210146410""]",True
10.1109/tvcg.2012.271,A5108089001,2,"[""I40120149""]",True
10.1109/tvcg.2012.271,A5008806860,3,"[""I40120149""]",True
10.1109/tvcg.2012.271,A5030187840,4,"[""I40120149""]",True
10.1109/tvcg.2012.271,A5100337178,5,"[""I40120149""]",True
10.1109/vast.2012.6400492,A5059565977,1,"[""I170658231""]",True
10.1109/vast.2012.6400492,A5073935117,2,"[""I100066346""]",True
10.1109/vast.2012.6400492,A5038588052,3,"[""I100066346""]",True
10.1109/vast.2012.6400492,A5073619125,4,"[""I100066346""]",True
10.1109/vast.2012.6400492,A5036545001,5,"[""I170658231""]",True
10.1109/tvcg.2012.272,A5049952020,1,"[""I2801851002""]",True
10.1109/tvcg.2012.272,A5078687182,2,"[""I111979921""]",True
10.1109/tvcg.2012.272,A5056557824,3,"[""I2801851002""]",True
10.1109/tvcg.2012.272,A5018629002,4,[],True
10.1109/tvcg.2012.272,A5058190042,5,"[""I27837315""]",True
10.1109/tvcg.2012.272,A5109811954,6,"[""I2801851002""]",True
10.1109/tvcg.2012.237,A5061682032,1,"[""I4665924""]",True
10.1109/tvcg.2012.237,A5071234214,2,"[""I102134673""]",True
10.1109/tvcg.2012.237,A5021363996,3,"[""I102134673""]",True
10.1109/tvcg.2012.217,A5102013894,1,"[""I169381384""]",True
10.1109/tvcg.2012.217,A5081339413,2,"[""I127558574"", ""I169381384""]",True
10.1109/tvcg.2012.217,A5024860629,3,"[""I102197404"", ""I1326498283""]",True
10.1109/tvcg.2012.217,A5083454802,4,"[""I102197404"", ""I169381384"", ""I4210115485""]",True
10.1109/tvcg.2012.215,A5100654454,1,"[""I219193219""]",True
10.1109/tvcg.2012.215,A5061850907,2,"[""I219193219""]",True
10.1109/tvcg.2012.215,A5080609957,3,"[""I219193219""]",True
10.1109/tvcg.2012.215,A5036915550,4,"[""I219193219""]",True
10.1109/tvcg.2012.215,A5053349373,5,"[""I219193219""]",True
10.1109/tvcg.2012.286,A5002806641,1,"[""I223532165""]",True
10.1109/tvcg.2012.286,A5070956346,2,"[""I223532165""]",True
10.1109/tvcg.2012.286,A5081506338,3,"[""I1282311441"", ""I2803209242""]",True
10.1109/tvcg.2012.286,A5009771339,4,"[""I1282311441"", ""I84218800""]",True
10.1109/tvcg.2012.286,A5007709486,5,"[""I1282311441""]",True
10.1109/tvcg.2012.286,A5045289712,6,"[""I1282311441""]",True
10.1109/tvcg.2012.286,A5056517746,7,"[""I1282311441""]",True
10.1109/tvcg.2012.286,A5019902487,8,"[""I1282311441""]",True
10.1109/tvcg.2012.286,A5009460413,9,"[""I223532165""]",True
10.1109/tvcg.2012.208,A5022287420,1,"[""I83019370""]",True
10.1109/tvcg.2012.208,A5039489539,2,"[""I83019370"", ""I4210099593""]",True
10.1109/tvcg.2012.208,A5051025031,3,"[""I83019370"", ""I4210099593""]",True
10.1109/vast.2012.6400553,A5015182248,1,"[""I31512782""]",True
10.1109/vast.2012.6400553,A5051532808,2,"[""I31512782""]",True
10.1109/vast.2012.6400553,A5057538550,3,[],True
10.1109/vast.2012.6400553,A5022699013,4,[],True
10.1109/vast.2012.6400553,A5077522919,5,"[""I4210101598""]",True
10.1109/tvcg.2012.285,A5073986937,1,"[""I84218800""]",True
10.1109/tvcg.2012.285,A5108525217,2,"[""I2803209242"", ""I84218800""]",True
10.1109/tvcg.2012.285,A5037161857,3,"[""I84218800""]",True
10.1109/tvcg.2012.249,A5023104640,1,"[""I926574661""]",True
10.1109/tvcg.2012.249,A5106979225,2,"[""I2801798921""]",True
10.1109/tvcg.2012.249,A5029336209,3,"[""I926574661""]",True
10.1109/tvcg.2012.245,A5085695563,1,"[""I56590836""]",True
10.1109/tvcg.2012.245,A5006604913,2,"[""I7882870""]",True
10.1109/tvcg.2012.245,A5040517720,3,"[""I56590836""]",True
10.1109/tvcg.2012.245,A5002474982,4,"[""I56590836""]",True
10.1109/tvcg.2012.244,A5032431005,1,"[""I1294297726""]",True
10.1109/tvcg.2012.244,A5001673922,2,"[""I84218800""]",True
10.1109/tvcg.2012.244,A5037161857,3,"[""I4210160527"", ""I84218800""]",True
10.1109/tvcg.2012.244,A5003048902,4,"[""I1294297726""]",True
10.1109/tvcg.2012.194,A5088150992,1,"[""I84218800""]",True
10.1109/tvcg.2012.194,A5037161857,2,"[""I84218800""]",True
10.1109/tvcg.2012.209,A5047677160,1,"[""I223532165""]",True
10.1109/tvcg.2012.209,A5019902487,2,"[""I1282311441""]",True
10.1109/tvcg.2012.209,A5009460413,3,"[""I223532165""]",True
10.1109/vast.2012.6400559,A5010596785,1,"[""I150693791"", ""I859038795""]",True
10.1109/vast.2012.6400559,A5037675411,2,"[""I859038795""]",True
10.1109/tvcg.2012.192,A5070162998,1,"[""I131249849""]",True
10.1109/vast.2012.6400491,A5114250719,1,"[""I219193219""]",True
10.1109/vast.2012.6400491,A5026799813,2,"[""I55732556""]",True
10.1109/vast.2012.6400491,A5034277315,3,"[""I219193219"", ""I28777354""]",True
10.1109/vast.2012.6400491,A5010660324,4,"[""I28777354"", ""I219193219""]",True
10.1109/vast.2012.6400491,A5018584803,5,"[""I219193219""]",True
10.1109/vast.2012.6400491,A5068182445,6,"[""I219193219""]",True
10.1109/tvcg.2012.228,A5074734666,1,"[""I1294671590"", ""I12356871""]",True
10.1109/tvcg.2012.228,A5009460413,2,"[""I142606810"", ""I223532165""]",True
10.1109/tvcg.2012.200,A5050276927,1,"[""I148283060""]",True
10.1109/tvcg.2012.200,A5060468015,2,"[""I148283060""]",True
10.1109/tvcg.2012.200,A5101451813,3,"[""I84218800"", ""I148283060""]",True
10.1109/tvcg.2012.200,A5040077481,4,"[""I10824318"", ""I148283060""]",True
10.1109/tvcg.2012.200,A5038419345,5,"[""I148283060"", ""I95457486""]",True
10.1109/tvcg.2012.200,A5055279742,6,"[""I148283060""]",True
10.1109/tvcg.2012.196,A5073731680,1,"[""I97018004""]",True
10.1109/tvcg.2012.196,A5039378866,2,"[""I97018004""]",True
10.1109/tvcg.2012.196,A5018111215,3,"[""I97018004""]",True
10.1109/tvcg.2012.248,A5003031729,1,"[""I223822909""]",True
10.1109/tvcg.2012.248,A5040363499,2,"[""I223822909""]",True
10.1109/tvcg.2012.248,A5083438172,3,"[""I223822909""]",True
10.1109/tvcg.2012.195,A5084913586,1,"[""I121934306""]",True
10.1109/tvcg.2012.195,A5089451178,2,"[""I121934306""]",True
10.1109/tvcg.2012.193,A5108589516,1,"[""I25974101""]",True
10.1109/tvcg.2012.193,A5049298894,2,"[""I25974101""]",True
10.1109/tvcg.2012.193,A5055531990,3,"[""I22465464""]",True
10.1109/tvcg.2012.193,A5052812610,4,"[""I25974101""]",True
10.1109/tvcg.2012.193,A5014138072,5,"[""I25974101""]",True
10.1109/tvcg.2012.226,A5101526271,1,"[""I185261750""]",True
10.1109/tvcg.2012.226,A5029815396,2,"[""I185261750""]",True
10.1109/tvcg.2012.226,A5042382359,3,"[""I39470171""]",True
10.1109/tvcg.2012.226,A5063443025,4,"[""I185261750""]",True
10.1109/tvcg.2012.191,A5067631224,1,"[""I4210152878""]",True
10.1109/tvcg.2012.191,A5025660411,2,"[""I4210152878""]",True
10.1109/tvcg.2012.191,A5028265195,3,"[""I4210152878""]",True
10.1109/tvcg.2012.191,A5091630951,4,"[""I195893171""]",True
10.1109/tvcg.2012.191,A5065053120,5,"[""I4210152878""]",True
10.1109/tvcg.2012.287,A5074352715,1,"[""I130828816""]",True
10.1109/tvcg.2012.287,A5020952435,2,"[""I130828816""]",True
10.1109/tvcg.2012.287,A5033987709,3,"[""I1282105669""]",True
10.1109/tvcg.2012.287,A5055671238,4,"[""I1282311441""]",True
10.1109/tvcg.2012.287,A5082507303,5,"[""I1289243028""]",True
10.1109/tvcg.2012.287,A5081436027,6,"[""I174183983""]",True
10.1109/tvcg.2012.230,A5082334156,1,"[""I173911158""]",True
10.1109/tvcg.2012.230,A5000228959,2,"[""I173911158""]",True
10.1109/tvcg.2012.230,A5044962213,3,"[""I173911158""]",True
10.1109/tvcg.2012.230,A5060227214,4,"[""I173911158""]",True
10.1109/tvcg.2012.264,A5045256341,1,"[""I219193219""]",True
10.1109/tvcg.2012.264,A5026799813,2,"[""I55732556""]",True
10.1109/tvcg.2012.264,A5010660324,3,"[""I28777354""]",True
10.1109/tvcg.2012.264,A5034277315,4,"[""I219193219""]",True
10.1109/tvcg.2012.264,A5018584803,5,"[""I219193219""]",True
10.1109/tvcg.2012.224,A5088085186,1,"[""I1291425158""]",True
10.1109/tvcg.2012.224,A5082668404,2,"[""I130701444""]",True
10.1109/tvcg.2012.292,A5024349334,1,"[""I195893171""]",True
10.1109/tvcg.2012.292,A5029613832,2,"[""I98358874""]",True
10.1109/tvcg.2012.292,A5032984381,3,"[""I195893171""]",True
10.1109/tvcg.2012.292,A5091630951,4,"[""I195893171""]",True
10.1109/tvcg.2012.273,A5025331216,1,"[""I145847075""]",True
10.1109/tvcg.2012.273,A5056931882,2,"[""I132976966""]",True
10.1109/tvcg.2012.273,A5084024959,3,"[""I132976966""]",True
10.1109/tvcg.2012.236,A5038943746,1,"[""I20231570""]",True
10.1109/tvcg.2012.236,A5080855632,2,"[""I20231570""]",True
10.1109/tvcg.2012.236,A5100708726,3,"[""I1283103587""]",True
10.1109/tvcg.2012.236,A5100763365,4,"[""I20231570""]",True
10.1109/tvcg.2012.232,A5072687280,1,"[""I102134673""]",True
10.1109/tvcg.2012.232,A5041442214,2,"[""I102134673""]",True
10.1109/tvcg.2012.232,A5061059879,3,"[""I102134673""]",True
10.1109/tvcg.2012.232,A5048647256,4,"[""I102134673""]",True
10.1109/tvcg.2012.190,A5028265195,1,"[""I4210152878""]",True
10.1109/tvcg.2012.190,A5052937079,2,"[""I4210151080""]",True
10.1109/tvcg.2012.190,A5069708834,3,"[""I4210152878""]",True
10.1109/tvcg.2012.190,A5065053120,4,"[""I4210152878""]",True
10.1109/tvcg.2012.216,A5100326436,1,"[""I79272384"", ""I126744593""]",True
10.1109/tvcg.2012.216,A5076081056,2,"[""I44854399""]",True
10.1109/tvcg.2012.216,A5017463743,3,"[""I29606459""]",True
10.1109/tvcg.2012.216,A5030179454,4,"[""I175594653""]",True
10.1109/tvcg.2012.274,A5017590724,1,"[""I62916508""]",True
10.1109/tvcg.2012.274,A5109234117,2,"[""I62916508""]",True
10.1109/tvcg.2012.274,A5081572822,3,"[""I62916508""]",True
10.1109/tvcg.2012.274,A5037572274,4,"[""I145311948""]",True
10.1109/tvcg.2012.274,A5019891335,5,"[""I145311948""]",True
10.1109/tvcg.2012.274,A5029621326,6,"[""I62916508""]",True
10.1109/vast.2012.6400489,A5044973138,1,"[""I168635309""]",True
10.1109/vast.2012.6400489,A5077314929,2,"[""I168635309""]",True
10.1109/vast.2012.6400489,A5024259010,3,"[""I90965887""]",True
10.1109/vast.2012.6400489,A5005986566,4,"[""I-1"", ""I17974374""]",True
10.1109/vast.2012.6400489,A5011424640,5,"[""I-1"", ""I17974374""]",True
10.1109/vast.2012.6400489,A5062797157,6,"[""I168635309""]",True
10.1109/tvcg.2012.255,A5037110552,1,"[""I141945490""]",True
10.1109/tvcg.2012.255,A5024274005,2,[],True
10.1109/tvcg.2012.255,A5079916657,3,"[""I141945490""]",True
10.1109/tvcg.2012.255,A5063555642,4,"[""I8204097""]",True
10.1109/tvcg.2012.218,A5109956730,1,"[""I223532165""]",True
10.1109/tvcg.2012.218,A5102774532,2,"[""I46020346"", ""I63966007""]",True
10.1109/tvcg.2012.218,A5083523340,3,"[""I223532165"", ""I46020346""]",True
10.1109/tvcg.2012.218,A5056647443,4,"[""I223532165"", ""I63966007""]",True
10.1109/tvcg.2012.284,A5052673631,1,"[""I100066346""]",True
10.1109/tvcg.2012.284,A5011941798,2,"[""I100066346""]",True
10.1109/tvcg.2012.284,A5038629539,3,"[""I100066346""]",True
10.1109/tvcg.2012.202,A5082209080,1,"[""I95793202""]",True
10.1109/tvcg.2012.202,A5055750487,2,"[""I95793202""]",True
10.1109/tvcg.2012.202,A5108990430,3,"[""I83019370""]",True
10.1109/tvcg.2012.202,A5001362069,4,"[""I4210138551""]",True
10.1109/tvcg.2012.202,A5030293383,5,"[""I4210138551""]",True
10.1109/tvcg.2012.202,A5086223886,6,"[""I83019370""]",True
10.1109/tvcg.2012.202,A5039626800,7,"[""I95793202""]",True
10.1109/tvcg.2012.202,A5034699298,8,"[""I95793202""]",True
10.1109/tvcg.2012.187,A5089950885,1,"[""I2801935854"", ""I4210094059""]",True
10.1109/tvcg.2012.187,A5010597978,2,"[""I4210094059"", ""I2801935854""]",True
10.1109/tvcg.2012.187,A5007670828,3,"[""I4210094059"", ""I2801935854""]",True
10.1109/vast.2012.6400560,A5061966723,1,"[""I859038795""]",True
10.1109/vast.2012.6400560,A5103154375,2,"[""I859038795""]",True
10.1109/vast.2012.6400560,A5026052680,3,"[""I859038795""]",True
10.1109/vast.2012.6400490,A5077148853,1,"[""I39422238""]",True
10.1109/vast.2012.6400490,A5015516607,2,"[""I39422238""]",True
10.1109/vast.2012.6400490,A5032280607,3,"[""I39422238""]",True
10.1109/tvcg.2012.258,A5102234375,1,"[""I859038795""]",True
10.1109/tvcg.2012.258,A5028853183,2,"[""I859038795""]",True
10.1109/tvcg.2012.258,A5054189045,3,"[""I204465549""]",True
10.1109/tvcg.2012.258,A5089500765,4,"[""I859038795""]",True
10.1109/tvcg.2012.258,A5068161656,5,"[""I859038795"", ""I204465549""]",True
10.1109/tvcg.2012.258,A5035052603,6,"[""I859038795""]",True
10.1109/tvcg.2012.254,A5103406484,1,"[""I145847075""]",True
10.1109/tvcg.2012.254,A5005355207,2,"[""I145847075""]",True
10.1109/tvcg.2012.254,A5019622072,3,"[""I145847075""]",True
10.1109/tvcg.2012.254,A5109928029,4,"[""I145847075""]",True
10.1109/tvcg.2012.250,A5061115862,1,"[""I189712700""]",True
10.1109/tvcg.2012.250,A5003377833,2,"[""I189712700""]",True
10.1109/tvcg.2012.207,A5040897069,1,"[""I179225836""]",True
10.1109/tvcg.2012.207,A5041757977,2,"[""I179225836""]",True
10.1109/tvcg.2012.207,A5041029596,3,"[""I179225836""]",True
10.1109/tvcg.2012.227,A5088150992,1,"[""I84218800""]",True
10.1109/tvcg.2012.227,A5037161857,2,"[""I84218800""]",True
10.1109/tvcg.2012.205,A5024222438,1,[],True
10.1109/tvcg.2012.205,A5039539396,2,"[""I1326498283"", ""I169381384""]",True
10.1109/vast.2012.6400556,A5000555892,1,"[""I1343190059""]",True
10.1109/vast.2012.6400556,A5019393500,2,"[""I1343190059""]",True
10.1109/vast.2012.6400556,A5066432601,3,"[""I4210116233""]",True
10.1109/tvcg.2012.288,A5010090402,1,"[""I79272384""]",True
10.1109/tvcg.2012.288,A5009611685,2,"[""I79272384""]",True
10.1109/tvcg.2012.288,A5027045308,3,"[""I79272384""]",True
10.1109/tvcg.2012.222,A5038588052,1,"[""I100066346""]",True
10.1109/tvcg.2012.222,A5058196703,2,"[""I100066346""]",True
10.1109/tvcg.2012.222,A5059565977,3,"[""I170658231""]",True
10.1109/tvcg.2012.222,A5036545001,4,"[""I170658231""]",True
10.1109/tvcg.2012.222,A5073619125,5,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5091360778,1,"[""I78650965""]",True
10.1109/tvcg.2012.282,A5109214905,2,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5104534360,3,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5087317081,4,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5064684360,5,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5109926697,6,"[""I100066346""]",True
10.1109/tvcg.2012.282,A5038629539,7,"[""I100066346""]",True
10.1109/tvcg.2012.203,A5079984513,1,"[""I102134673""]",True
10.1109/tvcg.2012.203,A5069939725,2,"[""I102134673""]",True
10.1109/tvcg.2012.203,A5005222066,3,"[""I102134673""]",True
10.1109/tvcg.2012.203,A5000813954,4,"[""I102134673""]",True
10.1109/tvcg.2012.203,A5075195058,5,"[""I102134673""]",True
10.1109/tvcg.2012.186,A5055587193,1,"[""I76198965""]",True
10.1109/tvcg.2012.186,A5027313464,2,"[""I76198965""]",True
10.1109/tvcg.2012.186,A5002674092,3,"[""I59553526""]",True
10.1109/tvcg.2012.186,A5039316020,4,"[""I59553526""]",True
10.1109/tvcg.2012.186,A5030975812,5,"[""I59553526""]",True
10.1109/vast.2012.6400552,A5017439447,1,"[""I592451""]",True
10.1109/vast.2012.6400552,A5074260102,2,"[""I4210119109"", ""I592451""]",True
10.1109/vast.2012.6400552,A5084471891,3,"[""I8692664""]",True
10.1109/tvcg.2012.261,A5022585634,1,"[""I1343190059""]",True
10.1109/tvcg.2012.261,A5030890781,2,"[""I1343190059""]",True
10.1109/tvcg.2012.261,A5041515579,3,"[""I1343190059""]",True
10.1109/tvcg.2012.261,A5083386256,4,"[""I1343190059""]",True
10.1109/tvcg.2012.261,A5109928029,5,"[""I145847075""]",True
10.1109/tvcg.2012.234,A5109257375,1,"[""I59553526""]",True
10.1109/tvcg.2012.234,A5102535013,2,"[""I59553526""]",True
10.1109/tvcg.2012.234,A5030975812,3,"[""I59553526""]",True
10.1109/tvcg.2012.259,A5019308726,1,"[""I71920554""]",True
10.1109/tvcg.2012.259,A5023685974,2,"[""I1343190059""]",True
10.1109/tvcg.2012.259,A5086722983,3,"[""I1343190059""]",True
10.1109/tvcg.2012.259,A5029818256,4,"[""I1343190059""]",True
10.1109/tvcg.2012.259,A5062867814,5,[],True
10.1109/tvcg.2012.259,A5008754293,6,"[""I71920554""]",True
10.1109/vast.2012.6400484,A5101116565,1,"[""I129902397""]",True
10.1109/vast.2012.6400484,A5035485219,2,"[""I129902397""]",True
10.1109/vast.2012.6400484,A5013989913,3,"[""I129902397""]",True
10.1109/tvcg.2012.281,A5091723096,1,"[""I94509681""]",True
10.1109/tvcg.2012.281,A5051590071,2,"[""I100066346""]",True
10.1109/tvcg.2012.281,A5010779666,3,"[""I94509681""]",True
10.1109/tvcg.2012.281,A5069699303,4,"[""I94509681""]",True
10.1109/tvcg.2012.281,A5054911291,5,"[""I31512782""]",True
10.1109/tvcg.2012.281,A5073619125,6,"[""I100066346""]",True
10.1109/tvcg.2012.281,A5000099153,7,"[""I94509681""]",True
10.1109/tvcg.2012.280,A5065154799,1,"[""I153267046""]",True
10.1109/tvcg.2012.280,A5082808731,2,"[""I153267046""]",True
10.1109/tvcg.2012.280,A5071898071,3,"[""I153267046""]",True
10.1109/tvcg.2012.280,A5090836057,4,"[""I4210135053"", ""I84218800""]",True
10.1109/tvcg.2012.280,A5024811084,5,"[""I4210135053"", ""I84218800""]",True
10.1109/tvcg.2012.280,A5077191719,6,"[""I84218800""]",True
10.1109/tvcg.2012.280,A5108428297,7,"[""I153267046""]",True
10.1109/tvcg.2012.243,A5033107604,1,"[""I35440088""]",True
10.1109/tvcg.2012.243,A5086341216,2,"[""I35440088""]",True
10.1109/tvcg.2012.243,A5091324880,3,[],True
10.1109/tvcg.2012.243,A5030890781,4,"[""I1343190059""]",True
10.1109/tvcg.2012.243,A5018302316,5,"[""I4432739""]",True
10.1109/tvcg.2012.243,A5085517250,6,"[""I35440088""]",True
10.1109/tvcg.2012.243,A5000695313,7,"[""I1343190059""]",True
10.1109/tvcg.2012.243,A5030439152,8,"[""I35440088""]",True
10.1109/tvcg.2012.242,A5100323371,1,"[""I4210119109"", ""I901403493""]",True
10.1109/tvcg.2012.242,A5067753398,2,"[""I4210141176""]",True
10.1109/tvcg.2012.242,A5106710451,3,"[""I61057504""]",True
10.1109/tvcg.2012.242,A5031490906,4,"[""I61057504""]",True
10.1109/tvcg.2012.267,A5101795131,1,"[""I76130692""]",True
10.1109/tvcg.2012.267,A5032760251,2,"[""I76130692""]",True
10.1109/tvcg.2012.267,A5025279788,3,"[""I147554453""]",True
10.1109/tvcg.2012.267,A5115076700,4,"[""I147554453""]",True
10.1109/tvcg.2012.267,A5107856777,5,"[""I147554453""]",True
10.1109/tvcg.2012.267,A5059021869,6,"[""I76130692""]",True
10.1109/tvcg.2012.223,A5039268438,1,"[""I1288214837""]",True
10.1109/tvcg.2012.223,A5059772181,2,"[""I1288214837""]",True
10.1109/tvcg.2012.223,A5112255178,3,"[""I1288214837""]",True
10.1109/tvcg.2012.211,A5111981175,1,"[""I84218800""]",True
10.1109/tvcg.2012.211,A5114031893,2,"[""I84218800""]",True
10.1109/tvcg.2012.188,A5049649342,1,"[""I4432739""]",True
10.1109/tvcg.2012.188,A5065040154,2,"[""I4432739""]",True
10.1109/tvcg.2012.188,A5103498607,3,"[""I4432739""]",True
10.1109/tvcg.2012.188,A5022294742,4,"[""I2800297018"", ""I4432739""]",True
10.1109/vast.2012.6400493,A5076734836,1,"[""I8692664""]",True
10.1109/vast.2012.6400493,A5084471891,2,"[""I8692664""]",True
10.1109/tvcg.2012.214,A5046501868,1,"[""I175594653"", ""I27804330""]",True
10.1109/tvcg.2012.214,A5078255818,2,"[""I27804330"", ""I175594653""]",True
10.1109/tvcg.2012.214,A5050064511,3,"[""I27804330"", ""I175594653""]",True
10.1109/tvcg.2012.214,A5101564894,4,"[""I27804330"", ""I175594653""]",True
10.1109/tvcg.2012.214,A5030179454,5,"[""I27804330"", ""I175594653""]",True
10.1109/tvcg.2012.278,A5111647528,1,"[""I204250578"", ""I148283060""]",True
10.1109/tvcg.2012.278,local:499a820c76c9753e,2,"[""I148283060""]",True
10.1109/tvcg.2012.278,local:f8f7987d5786fa45,3,"[""I148283060""]",True
10.1109/tvcg.2012.278,local:f5e332120c416208,4,"[""I148283060""]",True
10.1109/tvcg.2012.278,local:bcb25861344f3fe9,5,"[""I148283060""]",True
10.1109/tvcg.2012.278,local:eeb4d897c829cfda,6,"[""I148283060""]",True
10.1109/tvcg.2012.278,local:5c31e2648e181f35,7,"[""I1343871089""]",True
10.1109/tvcg.2012.278,local:218441aeca9b7898,8,"[""I1343871089""]",True
10.1109/tvcg.2012.278,local:0f36f08a45dff650,9,"[""I1343871089""]",True
10.1109/tvcg.2012.278,local:ad9559e1f28414f5,10,"[""I2799909505""]",True
10.1109/tvcg.2012.278,local:5821fa66f6822f23,11,"[""I2799909505""]",True
10.1109/tvcg.2012.278,local:7ffb8dc3dbc7ba93,12,"[""I2799909505""]",True
10.1109/tvcg.2012.278,local:fdc4243faaf4fc9f,13,"[""I142606810""]",True
10.1109/tvcg.2012.278,local:283793c23fa64cd8,14,"[""I142606810""]",True
10.1109/vast.2012.6400555,A5069364285,1,"[""I145847075""]",True
10.1109/vast.2012.6400555,A5051043883,2,"[""I138211613"", ""I4210122765""]",True
10.1109/vast.2012.6400555,A5109847267,3,"[""I76134821"", ""I138211613""]",True
10.1109/vast.2012.6400555,A5081205856,4,"[""I4210122765"", ""I145847075""]",True
10.1109/vast.2012.6400555,A5047134476,5,"[""I4210122765"", ""I76134821""]",True
10.1109/vast.2012.6400555,A5063965880,6,"[""I145847075"", ""I138211613""]",True
10.1109/vast.2012.6400555,A5045105070,7,"[""I4210122765"", ""I138211613""]",True
10.1109/vast.2012.6400555,A5103494560,8,"[""I145847075""]",True
10.1109/tvcg.2012.206,A5025397194,1,"[""I102134673""]",True
10.1109/tvcg.2012.206,A5102013833,2,"[""I102134673""]",True
10.1109/tvcg.2012.206,A5090601084,3,"[""I154130895""]",True
10.1109/tvcg.2012.206,A5108818069,4,"[""I154130895""]",True
10.1109/tvcg.2012.206,A5061059879,5,"[""I102134673""]",True
10.1109/tvcg.2012.283,A5101854577,1,"[""I3019415892"", ""I153267046""]",True
10.1109/tvcg.2012.283,A5112241404,2,"[""I84218800""]",True
10.1109/tvcg.2012.283,A5111981175,3,"[""I84218800""]",True
10.1109/tvcg.2012.283,A5061191410,4,"[""I84218800""]",True
10.1109/tvcg.2012.283,A5114031893,5,"[""I84218800""]",True
10.1109/tvcg.2012.283,A5071220385,6,"[""I73114660"", ""I153267046""]",True
10.1109/tvcg.2012.210,A5028111343,1,"[""I59553526""]",True
10.1109/tvcg.2012.210,A5100436103,2,"[""I59553526""]",True
10.1109/tvcg.2012.210,A5039517392,3,"[""I59553526""]",True
10.1109/tvcg.2012.198,A5016294821,1,"[""I926574661""]",True
10.1109/tvcg.2012.198,A5029336209,2,"[""I926574661""]",True
10.1109/tvcg.2012.239,A5013842628,1,"[""I153267046"", ""I2898391981""]",True
10.1109/tvcg.2012.239,A5006194618,2,"[""I84218800""]",True
10.1109/tvcg.2012.239,A5073864158,3,"[""I4210160527""]",True
10.1109/tvcg.2012.239,A5077676989,4,"[""I84218800""]",True
10.1109/tvcg.2012.239,A5108720368,5,"[""I2898391981""]",True
10.1109/tvcg.2012.239,A5077191719,6,"[""I84218800""]",True
10.1109/tvcg.2012.239,A5006361808,7,"[""I2898391981""]",True
10.1109/tvcg.2012.239,A5005530908,8,"[""I153267046""]",True
10.1109/vast.2012.6400558,A5103084682,1,"[""I130769515""]",True
10.1109/vast.2012.6400558,A5080765061,2,"[""I130769515""]",True
10.1109/vast.2012.6400558,A5108228257,3,"[""I27837315""]",True
10.1109/vast.2012.6400558,A5012360690,4,"[""I27837315""]",True
10.1109/tvcg.2012.269,A5078424052,1,"[""I219193219""]",True
10.1109/tvcg.2012.269,A5044031615,2,[],True
10.1109/tvcg.2012.269,A5000413604,3,"[""I219193219""]",True
10.1109/tvcg.2011.185,A5005322254,1,"[""I97018004""]",True
10.1109/tvcg.2011.185,A5091278432,2,"[""I97018004""]",True
10.1109/tvcg.2011.185,A5090570042,3,"[""I97018004""]",True
10.1109/tvcg.2011.255,A5068008545,1,"[""I27837315""]",True
10.1109/tvcg.2011.255,A5079222963,2,"[""I102322142""]",True
10.1109/tvcg.2011.239,A5100653962,1,"[""I200769079"", ""I889458895"", ""I4210113369""]",True
10.1109/tvcg.2011.239,A5038775008,2,"[""I4210113369""]",True
10.1109/tvcg.2011.239,A5065822896,3,"[""I4210113369""]",True
10.1109/tvcg.2011.239,A5075947472,4,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2011.239,A5020880385,5,"[""I4210113369""]",True
10.1109/tvcg.2011.239,A5058252467,6,"[""I4210113369"", ""I76130692""]",True
10.1109/tvcg.2011.239,A5091466289,7,"[""I4210113369""]",True
