institution_id,MacroCategory,n_papers,doi_list
I83019370,Dimensionality Reduction & Multivariate Plots,31,"[""10.1109/infvis.2003.1249030"", ""10.1109/infvis.2004.43"", ""10.1109/infvis.2004.46"", ""10.1109/infvis.2005.1532125"", ""10.1109/tvcg.2006.147"", ""10.1109/tvcg.2006.192"", ""10.1109/tvcg.2007.70550"", ""10.1109/tvcg.2008.180"", ""10.1109/tvcg.2010.153"", ""10.1109/tvcg.2010.180"", ""10.1109/tvcg.2011.181"", ""10.1109/tvcg.2011.202"", ""10.1109/tvcg.2011.215"", ""10.1109/tvcg.2012.202"", ""10.1109/tvcg.2012.208"", ""10.1109/tvcg.2013.228"", ""10.1109/tvcg.2014.2346274"", ""10.1109/tvcg.2014.2346441"", ""10.1109/tvcg.2014.2352952"", ""10.1109/tvcg.2015.2467112"", ""10.1109/tvcg.2015.2468078"", ""10.1109/tvcg.2017.2745278"", ""10.1109/tvcg.2018.2865043"", ""10.1109/tvcg.2020.3028953"", ""10.1109/tvcg.2021.3114773"", ""10.1109/tvcg.2023.3326582"", ""10.1109/tvcg.2024.3456168"", ""10.1109/visual.1998.745323"", ""10.1109/visual.2004.56"", ""10.1109/visual.2005.1532843"", ""10.1109/visual.2005.1532847""]"
I83019370,Flow Fields & CFD Visualization,7,"[""10.1109/infvis.1999.801851"", ""10.1109/infvis.2003.1249004"", ""10.1109/tvcg.2016.2598619"", ""10.1109/tvcg.2019.2934289"", ""10.1109/tvcg.2021.3114835"", ""10.1109/tvcg.2024.3456598"", ""10.1109/visual.2005.1532781""]"
I83019370,Meshes & Volume Rendering,5,"[""10.1109/tvcg.2014.2346437"", ""10.1109/tvcg.2024.3456298"", ""10.1109/visual.2003.1250363"", ""10.1109/visual.2003.1250377"", ""10.1109/visual.2004.32""]"
I83019370,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2020.3030383"", ""10.1109/vast.2011.6102453""]"
I83019370,Time Series & Temporal Patterns,3,"[""10.1109/tvcg.2011.201"", ""10.1109/tvcg.2015.2467872"", ""10.1109/tvcg.2023.3326600""]"
I83019370,Twitter & Social Media,2,"[""10.1109/vast.2009.5333023"", ""10.1109/visual.2001.964495""]"
I83019370,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/infvis.2004.25""]"
I83436808,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2020.3030414"", ""10.1109/tvcg.2024.3456215""]"
I83436808,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2016.2598796""]"
I83816512,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1997.663865"", ""10.1109/visual.1998.745283""]"
I84218800,Dashboards & Infographics,5,"[""10.1109/tvcg.2012.194"", ""10.1109/tvcg.2022.3209473"", ""10.1109/visual.1999.809908"", ""10.1109/visual.2001.964525"", ""10.1109/visual.2003.1250389""]"
I84218800,Diffusion MRI & Tractography,9,"[""10.1109/tvcg.2008.162"", ""10.1109/tvcg.2009.189"", ""10.1109/tvcg.2010.187"", ""10.1109/tvcg.2010.215"", ""10.1109/tvcg.2013.172"", ""10.1109/tvcg.2018.2864841"", ""10.1109/tvcg.2023.3327107"", ""10.1109/visual.2003.1250413"", ""10.1109/visual.2004.64""]"
I84218800,Dimensionality Reduction & Multivariate Plots,46,"[""10.1109/infvis.2003.1249009"", ""10.1109/tvcg.2006.188"", ""10.1109/tvcg.2007.70519"", ""10.1109/tvcg.2007.70543"", ""10.1109/tvcg.2007.70590"", ""10.1109/tvcg.2008.140"", ""10.1109/tvcg.2008.157"", ""10.1109/tvcg.2008.158"", ""10.1109/tvcg.2009.123"", ""10.1109/tvcg.2009.136"", ""10.1109/tvcg.2009.196"", ""10.1109/tvcg.2010.156"", ""10.1109/tvcg.2012.227"", ""10.1109/tvcg.2012.285"", ""10.1109/tvcg.2012.286"", ""10.1109/tvcg.2013.123"", ""10.1109/tvcg.2013.138"", ""10.1109/tvcg.2013.141"", ""10.1109/tvcg.2014.2346456"", ""10.1109/tvcg.2016.2598797"", ""10.1109/tvcg.2017.2743858"", ""10.1109/tvcg.2017.2745139"", ""10.1109/tvcg.2019.2934368"", ""10.1109/tvcg.2019.2934537"", ""10.1109/tvcg.2020.3030385"", ""10.1109/tvcg.2024.3456373"", ""10.1109/tvcg.2024.3456398"", ""10.1109/vast.2009.5332593"", ""10.1109/vast.2009.5332611"", ""10.1109/vast.2014.7042479"", ""10.1109/vast.2017.8585646"", ""10.1109/vast50239.2020.00008"", ""10.1109/vast50239.2020.00010"", ""10.1109/visual.1991.175785"", ""10.1109/visual.1997.663906"", ""10.1109/visual.1998.745315"", ""10.1109/visual.1999.809871"", ""10.1109/visual.2000.885678"", ""10.1109/visual.2000.885717"", ""10.1109/visual.2002.1183772"", ""10.1109/visual.2002.1183791"", ""10.1109/visual.2002.1183810"", ""10.1109/visual.2004.4"", ""10.1109/visual.2004.80"", ""10.1109/visual.2005.1532825"", ""10.1109/visual.2005.1532826""]"
I84218800,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2012.233"", ""10.1109/tvcg.2019.2934785"", ""10.1109/tvcg.2020.3028889""]"
I84218800,Meshes & Volume Rendering,18,"[""10.1109/tvcg.2007.70551"", ""10.1109/tvcg.2007.70579"", ""10.1109/tvcg.2007.70615"", ""10.1109/tvcg.2008.133"", ""10.1109/tvcg.2009.190"", ""10.1109/tvcg.2010.173"", ""10.1109/tvcg.2010.212"", ""10.1109/tvcg.2010.218"", ""10.1109/tvcg.2011.162"", ""10.1109/tvcg.2012.211"", ""10.1109/tvcg.2014.2346423"", ""10.1109/tvcg.2016.2598789"", ""10.1109/tvcg.2018.2865021"", ""10.1109/visual.1999.809863"", ""10.1109/visual.2000.885742"", ""10.1109/visual.2001.964506"", ""10.1109/visual.2004.122"", ""10.1109/visual.2004.5""]"
I84218800,Surgical Planning & Tomography,14,"[""10.1109/tvcg.2007.70516"", ""10.1109/tvcg.2012.212"", ""10.1109/tvcg.2012.244"", ""10.1109/tvcg.2014.2346319"", ""10.1109/tvcg.2016.2598876"", ""10.1109/tvcg.2019.2934396"", ""10.1109/tvcg.2019.2934401"", ""10.1109/tvcg.2020.3030412"", ""10.1109/tvcg.2020.3030453"", ""10.1109/tvcg.2022.3209465"", ""10.1109/tvcg.2022.3209498"", ""10.1109/tvcg.2023.3326578"", ""10.1109/visual.1999.809910"", ""10.1109/visual.2001.964520""]"
I84218800,Time Series & Temporal Patterns,7,"[""10.1109/tvcg.2012.280"", ""10.1109/tvcg.2014.2346594"", ""10.1109/tvcg.2019.2934251"", ""10.1109/tvcg.2019.2934433"", ""10.1109/tvcg.2021.3114807"", ""10.1109/tvcg.2023.3327187"", ""10.1109/vast.2010.5652460""]"
I84218800,Twitter & Social Media,8,"[""10.1109/tvcg.2007.70552"", ""10.1109/tvcg.2007.70603"", ""10.1109/tvcg.2008.110"", ""10.1109/tvcg.2011.254"", ""10.1109/tvcg.2012.200"", ""10.1109/vast.2012.6400494"", ""10.1109/visual.2003.1250365"", ""10.1109/visual.2005.1532839""]"
I84218800,Ultrasound Volume Rendering & Segmentation,2,"[""10.1109/visual.2002.1183816"", ""10.1109/visual.2003.1250415""]"
I84218800,VIS Literature & Bibliometrics,7,"[""10.1109/tvcg.2007.70575"", ""10.1109/tvcg.2012.239"", ""10.1109/tvcg.2012.283"", ""10.1109/visual.1996.568146"", ""10.1109/visual.1996.568147"", ""10.1109/visual.2002.1183805"", ""10.1109/visual.2005.1532795""]"
I84392919,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2021.3114805""]"
I84392919,Time Series & Temporal Patterns,1,"[""10.1109/visual.1990.146389""]"
I84653119,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast50239.2020.00012""]"
I848706,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2020.3030419"", ""10.1109/tvcg.2022.3209450""]"
I848706,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2021.3114765"", ""10.1109/tvcg.2021.3114833""]"
I84884186,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456192""]"
I84884186,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456328""]"
I84884186,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2024.3456311""]"
I85384741,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2015.2467291""]"
I859038795,Dimensionality Reduction & Multivariate Plots,20,"[""10.1109/infvis.2002.1173142"", ""10.1109/infvis.2002.1173158"", ""10.1109/infvis.2003.1249020"", ""10.1109/tvcg.2008.145"", ""10.1109/tvcg.2009.109"", ""10.1109/tvcg.2009.155"", ""10.1109/tvcg.2010.171"", ""10.1109/tvcg.2012.260"", ""10.1109/tvcg.2014.2346744"", ""10.1109/tvcg.2020.3030358"", ""10.1109/tvcg.2022.3209478"", ""10.1109/tvcg.2024.3456143"", ""10.1109/tvcg.2024.3456356"", ""10.1109/vast.2010.5652932"", ""10.1109/vast.2012.6400560"", ""10.1109/vast.2014.7042492"", ""10.1109/vast.2015.7347635"", ""10.1109/vast.2018.8802424"", ""10.1109/visual.1999.809921"", ""10.1109/visual.2005.1532821""]"
I859038795,Flow Fields & CFD Visualization,9,"[""10.1109/infvis.2002.1173146"", ""10.1109/infvis.2005.1532151"", ""10.1109/tvcg.2006.184"", ""10.1109/tvcg.2013.205"", ""10.1109/tvcg.2014.2346665"", ""10.1109/tvcg.2019.2934784"", ""10.1109/tvcg.2023.3326568"", ""10.1109/vast.2012.6400559"", ""10.1109/vast.2015.7347628""]"
I859038795,Meshes & Volume Rendering,7,"[""10.1109/infvis.2004.5"", ""10.1109/scivis.2015.7429485"", ""10.1109/tvcg.2007.70544"", ""10.1109/tvcg.2008.126"", ""10.1109/tvcg.2013.188"", ""10.1109/tvcg.2022.3209353"", ""10.1109/visual.2004.128""]"
I859038795,Time Series & Temporal Patterns,7,"[""10.1109/tvcg.2012.258"", ""10.1109/tvcg.2017.2745258"", ""10.1109/tvcg.2018.2865047"", ""10.1109/tvcg.2020.3028890"", ""10.1109/vast.2009.5333245"", ""10.1109/vast.2011.6102449"", ""10.1109/visual.2002.1183806""]"
I859038795,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1998.745351""]"
I86122600,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2000.885730""]"
I86122600,VIS Literature & Bibliometrics,2,"[""10.1109/visual.1993.398857"", ""10.1109/visual.2004.112""]"
I861853513,Ultrasound Volume Rendering & Segmentation,2,"[""10.1109/tvcg.2006.185"", ""10.1109/tvcg.2018.2865028""]"
I86501945,Meshes & Volume Rendering,1,"[""10.1109/infvis.2002.1173154""]"
I86519309,Diffusion MRI & Tractography,1,"[""10.1109/infvis.2002.1173150""]"
I86519309,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2017.2743978"", ""10.1109/vast.2011.6102462"", ""10.1109/visual.1997.663875"", ""10.1109/visual.1999.809902"", ""10.1109/visual.2000.885724""]"
I86519309,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2018.2865025"", ""10.1109/visual.2004.103""]"
I86519309,Meshes & Volume Rendering,3,"[""10.1109/tvcg.2007.70526"", ""10.1109/tvcg.2008.146"", ""10.1109/visual.2005.1532858""]"
I86519309,Surgical Planning & Tomography,1,"[""10.1109/visual.1990.146377""]"
I86519309,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2024.3456407""]"
I86519309,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2019.2934260""]"
I865915315,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1998.745335""]"
I86755215,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2009.187""]"
I8692664,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2009.129"", ""10.1109/tvcg.2013.220"", ""10.1109/tvcg.2024.3456385"", ""10.1109/vast.2010.5652520"", ""10.1109/vast.2012.6400493"", ""10.1109/vast.2012.6400552"", ""10.1109/vast50239.2020.00012""]"
I8692664,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2024.3456359""]"
I86987016,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2018.2865265""]"
I86987016,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2015.2467292""]"
I86987016,Twitter & Social Media,1,"[""10.1109/tvcg.2022.3209387""]"
I87097829,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1999.809883""]"
I87097829,Flow Fields & CFD Visualization,1,"[""10.1109/visual.2000.885712""]"
I87182695,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2016.2598667"", ""10.1109/tvcg.2019.2934402"", ""10.1109/tvcg.2020.3030366"", ""10.1109/tvcg.2020.3030442"", ""10.1109/tvcg.2021.3114780""]"
I87182695,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2019.2934788""]"
I87216513,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2021.3114790"", ""10.1109/tvcg.2023.3327359"", ""10.1109/tvcg.2024.3456181"", ""10.1109/tvcg.2024.3456348"", ""10.1109/vast.2016.7883511"", ""10.1109/visual.1993.398866""]"
I87216513,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2017.2744683""]"
I87216513,Twitter & Social Media,1,"[""10.1109/tvcg.2019.2934242""]"
I87216513,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2015.2467555""]"
I87303767,Diffusion MRI & Tractography,1,"[""10.1109/visual.2001.964535""]"
I87354575,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2011.205""]"
I87445476,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3030370""]"
I87445476,Flow Fields & CFD Visualization,1,"[""10.1109/vast.2018.8802383""]"
I87445476,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2011.6102458""]"
I880747138,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/vast.2006.261450"", ""10.1109/visual.1994.346300""]"
I880747138,Meshes & Volume Rendering,1,"[""10.1109/visual.2003.1250419""]"
I88101031,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2001.964548""]"
I887064364,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2020.3030408"", ""10.1109/vast.2011.6102451"", ""10.1109/visual.1998.745323""]"
I887064364,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2019.2934289""]"
I887064364,Surgical Planning & Tomography,3,"[""10.1109/tvcg.2020.3030383"", ""10.1109/vast.2010.5652398"", ""10.1109/vast.2014.7042476""]"
I88773910,Flow Fields & CFD Visualization,1,"[""10.1109/infvis.2002.1173163""]"
I887968799,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2008.142"", ""10.1109/tvcg.2016.2598467"", ""10.1109/tvcg.2017.2744138"", ""10.1109/visual.2002.1183771""]"
I887968799,Meshes & Volume Rendering,1,"[""10.1109/visual.2000.885688""]"
I887968799,Surgical Planning & Tomography,1,"[""10.1109/visual.2001.964521""]"
I887968799,Time Series & Temporal Patterns,1,"[""10.1109/vast.2012.6400488""]"
I888729015,Meshes & Volume Rendering,1,"[""10.1109/visual.1991.175772""]"
I889458895,Diffusion MRI & Tractography,5,"[""10.1109/tvcg.2008.132"", ""10.1109/tvcg.2008.159"", ""10.1109/tvcg.2009.112"", ""10.1109/tvcg.2009.172"", ""10.1109/tvcg.2017.2744080""]"
I889458895,Dimensionality Reduction & Multivariate Plots,39,"[""10.1109/tvcg.2007.70523"", ""10.1109/tvcg.2008.135"", ""10.1109/tvcg.2010.154"", ""10.1109/tvcg.2011.239"", ""10.1109/tvcg.2014.2346746"", ""10.1109/tvcg.2014.2346893"", ""10.1109/tvcg.2015.2467194"", ""10.1109/tvcg.2015.2467691"", ""10.1109/tvcg.2015.2468151"", ""10.1109/tvcg.2016.2598432"", ""10.1109/tvcg.2016.2598465"", ""10.1109/tvcg.2016.2598867"", ""10.1109/tvcg.2017.2744159"", ""10.1109/tvcg.2017.2745083"", ""10.1109/tvcg.2017.2745320"", ""10.1109/tvcg.2018.2864814"", ""10.1109/tvcg.2018.2865018"", ""10.1109/tvcg.2019.2934267"", ""10.1109/tvcg.2019.2934275"", ""10.1109/tvcg.2019.2934798"", ""10.1109/tvcg.2020.3030370"", ""10.1109/tvcg.2020.3030469"", ""10.1109/tvcg.2021.3114790"", ""10.1109/tvcg.2021.3114794"", ""10.1109/tvcg.2021.3114863"", ""10.1109/tvcg.2022.3209360"", ""10.1109/tvcg.2022.3209385"", ""10.1109/tvcg.2022.3209408"", ""10.1109/tvcg.2022.3209447"", ""10.1109/tvcg.2022.3209483"", ""10.1109/tvcg.2023.3327153"", ""10.1109/tvcg.2023.3327155"", ""10.1109/tvcg.2023.3327168"", ""10.1109/tvcg.2024.3456159"", ""10.1109/tvcg.2024.3456333"", ""10.1109/tvcg.2024.3456387"", ""10.1109/vast.2011.6102455"", ""10.1109/vast.2017.8585721"", ""10.1109/vast.2018.8802454""]"
I889458895,Flow Fields & CFD Visualization,22,"[""10.1109/tvcg.2012.253"", ""10.1109/tvcg.2015.2467851"", ""10.1109/tvcg.2016.2598444"", ""10.1109/tvcg.2016.2599378"", ""10.1109/tvcg.2019.2934398"", ""10.1109/tvcg.2019.2934660"", ""10.1109/tvcg.2019.2934810"", ""10.1109/tvcg.2020.3030337"", ""10.1109/tvcg.2022.3209386"", ""10.1109/tvcg.2022.3209391"", ""10.1109/tvcg.2022.3209434"", ""10.1109/tvcg.2022.3209440"", ""10.1109/tvcg.2022.3209468"", ""10.1109/tvcg.2022.3209475"", ""10.1109/tvcg.2023.3326522"", ""10.1109/tvcg.2023.3326913"", ""10.1109/tvcg.2023.3327170"", ""10.1109/tvcg.2023.3327389"", ""10.1109/tvcg.2024.3456210"", ""10.1109/tvcg.2024.3456363"", ""10.1109/vast.2014.7042490"", ""10.1109/vast.2016.7883517""]"
I889458895,Meshes & Volume Rendering,8,"[""10.1109/tvcg.2007.70530"", ""10.1109/tvcg.2008.182"", ""10.1109/tvcg.2016.2598415"", ""10.1109/tvcg.2020.3030392"", ""10.1109/tvcg.2021.3114806"", ""10.1109/tvcg.2023.3326586"", ""10.1109/tvcg.2024.3456368"", ""10.1109/vast.2015.7347633""]"
I889458895,Surgical Planning & Tomography,16,"[""10.1109/tvcg.2018.2864475"", ""10.1109/tvcg.2018.2864812"", ""10.1109/tvcg.2018.2865232"", ""10.1109/tvcg.2019.2934332"", ""10.1109/tvcg.2019.2934656"", ""10.1109/tvcg.2020.3030342"", ""10.1109/tvcg.2020.3030396"", ""10.1109/tvcg.2020.3030423"", ""10.1109/tvcg.2020.3030449"", ""10.1109/tvcg.2020.3030471"", ""10.1109/tvcg.2021.3114774"", ""10.1109/tvcg.2021.3114822"", ""10.1109/tvcg.2021.3114826"", ""10.1109/tvcg.2021.3114836"", ""10.1109/tvcg.2023.3327197"", ""10.1109/tvcg.2024.3456330""]"
I889458895,Time Series & Temporal Patterns,6,"[""10.1109/tvcg.2009.156"", ""10.1109/tvcg.2011.188"", ""10.1109/tvcg.2017.2744738"", ""10.1109/tvcg.2018.2864887"", ""10.1109/tvcg.2022.3209463"", ""10.1109/tvcg.2023.3326943""]"
I889458895,Twitter & Social Media,2,"[""10.1109/tvcg.2014.2346912"", ""10.1109/tvcg.2023.3326908""]"
I889458895,Ultrasound Volume Rendering & Segmentation,3,"[""10.1109/tvcg.2018.2864825"", ""10.1109/tvcg.2019.2934613"", ""10.1109/vast.2011.6102458""]"
I889458895,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2018.2864506""]"
I889804353,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209466""]"
I889804353,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2007.70544""]"
I889804353,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2020.3030350"", ""10.1109/tvcg.2021.3114855""]"
I897549280,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598918""]"
I89864525,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2011.226""]"
I89864525,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2010.209""]"
I89864525,VIS Literature & Bibliometrics,1,"[""10.1109/vast.2016.7883520""]"
I899635006,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2007.70540""]"
I901242617,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2014.2346451""]"
I901403493,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2014.2346425""]"
I90183372,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2009.183""]"
I90727586,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2023.3327371""]"
I90727586,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2015.2467691"", ""10.1109/tvcg.2018.2864503"", ""10.1109/tvcg.2020.3030428"", ""10.1109/tvcg.2020.3030440"", ""10.1109/vast50239.2020.00011""]"
I90727586,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2014.2346594"", ""10.1109/tvcg.2017.2744098""]"
I90965887,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2011.176""]"
I90965887,Time Series & Temporal Patterns,1,"[""10.1109/vast.2012.6400489""]"
I91045830,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2007.70559"", ""10.1109/tvcg.2015.2467551"", ""10.1109/visual.1994.346293"", ""10.1109/visual.1998.745303""]"
I91045830,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456363""]"
I91045830,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2006.197"", ""10.1109/tvcg.2008.179""]"
I91045830,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1997.663931""]"
I91136226,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2006.202"", ""10.1109/tvcg.2021.3114868""]"
I91203450,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2015.2467322"", ""10.1109/tvcg.2021.3114874"", ""10.1109/visual.2002.1183787""]"
I91203450,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2019.2934811""]"
I9146737,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2007.70535""]"
I91712215,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2007.70542"", ""10.1109/tvcg.2007.70566""]"
I91712215,Meshes & Volume Rendering,1,"[""10.1109/scivis.2015.7429490""]"
I91807558,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2008.132""]"
I921990950,Meshes & Volume Rendering,1,"[""10.1109/visual.1996.568133""]"
I92446798,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2021.3114783""]"
I92528248,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2021.3114788""]"
I926574661,Dimensionality Reduction & Multivariate Plots,12,"[""10.1109/scivis.2015.7429491"", ""10.1109/tvcg.2006.196"", ""10.1109/tvcg.2008.116"", ""10.1109/tvcg.2009.197"", ""10.1109/tvcg.2010.217"", ""10.1109/tvcg.2012.249"", ""10.1109/tvcg.2018.2864846"", ""10.1109/tvcg.2020.3028955"", ""10.1109/tvcg.2020.3028975"", ""10.1109/tvcg.2020.3030395"", ""10.1109/vast.2017.8585505"", ""10.1109/visual.2005.1532773""]"
I926574661,Meshes & Volume Rendering,11,"[""10.1109/tvcg.2007.70557"", ""10.1109/tvcg.2007.70615"", ""10.1109/tvcg.2008.143"", ""10.1109/tvcg.2010.166"", ""10.1109/tvcg.2011.162"", ""10.1109/tvcg.2012.198"", ""10.1109/tvcg.2019.2934367"", ""10.1109/vast.2009.5333911"", ""10.1109/visual.2004.107"", ""10.1109/visual.2004.113"", ""10.1109/visual.2005.1532848""]"
I93085520,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/infvis.1997.636791"", ""10.1109/visual.1990.146401"", ""10.1109/visual.2000.885704"", ""10.1109/visual.2005.1532786""]"
I93085520,Surgical Planning & Tomography,2,"[""10.1109/infvis.1998.729565"", ""10.1109/visual.1997.663880""]"
I93860229,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456353""]"
I94234084,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456360""]"
I94328231,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2019.2934415""]"
I94509681,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.1995.528683""]"
I94509681,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2012.281""]"
I94509681,Time Series & Temporal Patterns,4,"[""10.1109/tvcg.2011.237"", ""10.1109/vast.2009.5332628"", ""10.1109/vast.2010.5652433"", ""10.1109/vast.2011.6102437""]"
I94624287,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2019.2934289""]"
I94626330,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456199""]"
