institution_a,institution_b,weight
I148283060,I4210151627,1
I4210126023,I4210151627,1
I4210126023,I95457486,1
I4210151627,I95457486,1
I173498003,I194629146,1
I104914703,I4210160189,1
I173498003,I95457486,1
I194629146,I880747138,1
I194629146,I95457486,1
I2801851002,I57206974,1
I136199984,I57206974,1
I124357947,I138801177,1
I136199984,I4210165591,1
I4210153776,I74973139,1
I63966007,I74973139,1
I130238516,I1316535847,1
I130701444,I24603500,1
I201448701,I24603500,1
I20231570,I4210145386,1
I114027177,I141720752,1
I141720752,I69048370,1
I181369854,I4210138551,1
I2948394018,I57206974,1
I125839683,I26120043,1
I102134673,I141945490,1
I102134673,I232906412,1
I141945490,I232906412,1
I141945490,I56590836,1
I232906412,I56590836,1
I1294671590,I71920554,1
I277688954,I71920554,1
I111979921,I4210093996,1
I130701444,I4210093996,1
I2800444561,I4210093996,1
I129774422,I136199984,1
I129774422,I2801851002,1
I129774422,I4210165591,1
I129774422,I57206974,1
I880747138,I95457486,1
I104914703,I4210142254,1
I104914703,I15057530,1
I4210131712,I72816309,1
I1298453700,I95457486,1
I1288330432,I1324682000,1
I1288330432,I219193219,1
I1288330432,I4210091159,1
I1288330432,I4394709130,1
I1288330432,I592451,1
I1324682000,I4210091159,1
I219193219,I4210091159,1
I4210091159,I4394709130,1
I4210091159,I592451,1
I124227911,I189712700,1
I102149020,I18014758,1
I137902535,I18014758,1
I-1,I1290206253,1
I102149020,I59499333,1
I108290504,I122991210,1
I108290504,I4210144576,1
I130769515,I82783531,1
I1288214837,I99041443,1
I189712700,I4210099988,1
I189712700,I4210138551,1
I189712700,I94509681,1
I4210099988,I4210138551,1
I4210099988,I94509681,1
I1341412227,I204250578,1
I1298453700,I148283060,1
I122411786,I95457486,1
I122411786,I148283060,1
I-1,I154338468,1
I1282113950,I219193219,1
I1289490764,I18014758,1
I1289490764,I4210160401,1
I18014758,I4210160401,1
I142606810,I59553526,1
I177909021,I4210131883,1
I102149020,I4210128818,1
I102149020,I66867065,1
I184597095,I4210128818,1
I184597095,I66867065,1
I4210128818,I66867065,1
I100621029,I102149020,1
I122411786,I1298453700,1
I102197404,I130701444,1
I102197404,I66862912,1
I130701444,I1326498283,1
I130701444,I4210144804,1
I130701444,I66862912,1
I1326498283,I66862912,1
I4210144804,I66862912,1
I3019423309,I4923324,1
I31512782,I4923324,1
I35440088,I4210166808,1
I4210166808,I59105498,1
I4210153776,I63966007,1
I-1,I74973139,1
I-1,I63966007,1
I134161618,I31683504,1
I21449261,I4210126360,1
I21449261,I4665924,1
I2800740805,I4210126360,1
I2800740805,I4432739,1
I2800740805,I4665924,1
I4210126360,I4432739,1
I4210126360,I4665924,1
I4432739,I4665924,1
I109935558,I76130692,1
I109935558,I84884186,1
I118019719,I202697423,1
I118019719,I237525767,1
I202697423,I237525767,1
I130238516,I136199984,1
I102134673,I176453806,1
I102134673,I2800638415,1
I102134673,I98677209,1
I176453806,I98677209,1
I2800638415,I98677209,1
I1294671590,I180437899,1
I1326498283,I180437899,1
I180437899,I4210126360,1
I143302722,I173911158,1
I173911158,I223532165,1
I173911158,I52357470,1
I21449261,I2800740805,1
I1326498283,I4665924,1
I1326498283,I4432739,1
I4210126360,I67031392,1
I170897317,I59028336,1
I205237279,I55732556,1
I121934306,I180923762,1
I135310074,I180923762,1
I143288331,I193662353,1
I176453806,I193662353,1
I193662353,I4092182,1
I201448701,I2801157765,1
I201448701,I867387847,1
I2801157765,I867387847,1
I1294671590,I67031392,1
I4210126360,I69356397,1
I1326498283,I2800740805,1
I67031392,I69356397,1
I1290206253,I30809798,1
I172675005,I180726961,1
I130828816,I148283060,1
I20231570,I4210144576,1
I4210164339,I95457486,1
I1294671590,I21449261,1
I1294671590,I2800740805,1
I1294671590,I4432739,1
I1294671590,I4665924,1
I1326498283,I21449261,1
I134161618,I19820366,1
I134161618,I4210108629,1
I-1,I4210153776,1
I19820366,I31683504,1
I25112270,I2801919071,1
I25112270,I93860229,1
I25112270,I95457486,1
I2801919071,I39422238,1
I2801919071,I63966007,1
I2801919071,I93860229,1
I2801919071,I95457486,1
I39422238,I93860229,1
I39422238,I95457486,1
I63966007,I93860229,1
I63966007,I95457486,1
I93860229,I95457486,1
I193775966,I56590836,1
I114027177,I2613432,1
I4210101743,I4210142254,1
I223532165,I8692664,1
I2613432,I8692664,1
I151746483,I4210150121,1
I151746483,I98358874,1
I4210150121,I98358874,1
I200769079,I91045830,1
I889458895,I91045830,1
I4210124949,I57206974,1
I1294671590,I200769079,1
I1294671590,I889458895,1
I161127581,I95457486,1
I161127581,I93860229,1
I161127581,I2801919071,1
I100066346,I17747738,1
I19820366,I4210108629,1
I31683504,I4210108629,1
I204337017,I48566637,1
I24943067,I98677209,1
I1294671590,I3017942884,1
I1294671590,I4389425457,1
I170897317,I4210153043,1
I170897317,I4210126298,1
I169521973,I4210162323,1
I4210156583,I74973139,1
I133738476,I81020160,1
I116953780,I17747738,1
I157725225,I93860229,1
I116953780,I20231570,1
I17747738,I20231570,1
I121883995,I204337017,1
I1343190059,I204337017,1
I145847075,I204337017,1
I4210101743,I4210160189,1
I4210138378,I87216513,1
I81365321,I87216513,1
I157725225,I25112270,1
I157725225,I2801919071,1
I157725225,I63966007,1
I4210156936,I83019370,1
I100532134,I157725225,1
I100532134,I66946132,1
I188538660,I199693650,1
I120250893,I926574661,1
I114017466,I130769515,1
I102502594,I55769427,1
I102502594,I84218800,1
I1282105669,I84218800,1
I55769427,I84218800,1
I142606810,I4394709130,1
I201448701,I4210156221,1
I130701444,I4388482740,1
I139660479,I38877650,1
I139660479,I50760025,1
I139660479,I55538621,1
I38877650,I50760025,1
I38877650,I55538621,1
I4092182,I50760025,1
I4092182,I55538621,1
I50760025,I55538621,1
I50760025,I76130692,1
I55538621,I76130692,1
I1299907687,I4210164937,1
I1299907687,I55732556,1
I1299907687,I99065089,1
I4210164937,I55732556,1
I1334627681,I84218800,1
I151746483,I26274970,1
I195575238,I82495205,1
I135310074,I201448701,1
I87216513,I99065089,1
I79272384,I82495205,1
I145847075,I200769079,1
I145847075,I76130692,1
I145847075,I889458895,1
I135310074,I2801436432,1
I136150977,I4210113369,1
I136150977,I99065089,1
I185261750,I4210085935,1
I-1,I4210088341,1
I4210088341,I57206974,1
I1298353152,I130701444,1
I1298353152,I142606810,1
I79272384,I859038795,1
I4210164937,I87216513,1
I82495205,I859038795,1
I2801240577,I3005327000,1
I102149020,I71966907,1
I1325784139,I19820366,1
I1325784139,I99065089,1
I46247651,I66946132,1
I114017466,I1297991670,1
I114017466,I258800397,1
I1297991670,I20231570,1
I1297991670,I258800397,1
I20231570,I258800397,1
I26274970,I84218800,1
I188538660,I243754102,1
I1343190059,I76130692,1
I188538660,I84653119,1
I129774422,I4210159895,1
I129774422,I4210133271,1
I1324840837,I153267046,1
I129774422,I4210099593,1
I145311948,I32625721,1
I100005738,I4210104735,1
I2540865,I265217849,1
I145311948,I20089843,1
I123387679,I4210119109,1
I-1,I4210090485,1
I1280536761,I4210090485,1
I1174212,I4210087032,1
I184842277,I204465549,1
I2800638129,I2802964274,1
I1325736334,I859038795,1
I201448701,I2250650973,1
I201448701,I4399598381,1
I2250650973,I4399598381,1
I1288214837,I4210138199,1
I1283103587,I4210110987,1
I1283103587,I4210113003,1
I4210114115,I592451,1
I4210110987,I4210113003,1
I4210110987,I4210114115,1
I4210113003,I4210114115,1
I1292875679,I2800497579,1
I2252078561,I76130692,1
I2252078561,I4092182,1
I243754102,I8692664,1
I188538660,I8692664,1
I199693650,I219193219,1
I199693650,I243754102,1
I199693650,I2802236040,1
I199693650,I84653119,1
I199693650,I8692664,1
I219193219,I243754102,1
I219193219,I84653119,1
I219193219,I8692664,1
I243754102,I2802236040,1
I243754102,I84653119,1
I2802236040,I84653119,1
I139660479,I2252078561,1
I2802236040,I8692664,1
I84653119,I8692664,1
I162868743,I183067930,1
I139660479,I145581781,1
I-1,I130769515,1
I-1,I139660479,1
I-1,I2252078561,1
I-1,I4092182,1
I-1,I76130692,1
I130769515,I2252078561,1
I130769515,I4092182,1
I1343190059,I889458895,1
I1343190059,I200769079,1
I157725225,I66946132,1
I3131550300,I4210144576,1
I121934306,I175594653,1
I121934306,I27804330,1
I169086405,I175594653,1
I169086405,I27804330,1
I1326498283,I168719708,1
I1326498283,I174216632,1
I1326498283,I4210113654,1
I168719708,I174216632,1
I168719708,I4210113654,1
I174216632,I4210113654,1
I100296615,I122991210,1
I100296615,I135140700,1
I100296615,I4210144576,1
I122991210,I134560555,1
I122991210,I135140700,1
I122991210,I3131550300,1
I122991210,I4210119061,1
I122991210,I4210152422,1
I122991210,I4210160189,1
I134560555,I135140700,1
I134560555,I4210144576,1
I135140700,I3131550300,1
I135140700,I4210119061,1
I135140700,I4210144576,1
I135140700,I4210152422,1
I121934306,I169086405,1
I102149020,I27804330,1
I102149020,I175594653,1
I1312106833,I86501945,1
I185261750,I4210103279,1
I185261750,I4210156936,1
I1310439424,I4210099672,1
I1330347796,I142606810,1
I138285227,I5023651,1
I189712700,I55732556,1
I4210142372,I6059380,1
I8087733,I926574661,1
I1314135232,I1325736334,1
I1314135232,I52357470,1
I1325736334,I52357470,1
I2801919071,I4210145761,1
I102149020,I169086405,1
I130769515,I155173764,1
I4210133271,I4210159895,1
I4210085935,I4210126794,1
I100066346,I148283060,1
I148283060,I926574661,1
I4210099593,I4210159895,1
I4210103279,I97018004,1
I4210156936,I97018004,1
I184565670,I193531525,1
I184565670,I66946132,1
I193531525,I66946132,1
I135140700,I4210160189,1
I4210119061,I4210144576,1
I162577319,I162868743,1
I4210144576,I4210152422,1
I138211613,I4210122765,1
I1343190059,I4210159895,1
I1343190059,I4210116233,1
I100066346,I219193219,1
I100066346,I28777354,1
I1343190059,I4210133271,1
I130769515,I27837315,1
I150693791,I859038795,1
I1343190059,I4210128666,1
I219193219,I40120149,1
I28777354,I40120149,1
I149910238,I173759888,1
I149910238,I55712492,1
I173759888,I55712492,1
I173759888,I76130692,1
I19894307,I22248866,1
I19894307,I4210100283,1
I19894307,I4210101743,1
I19894307,I4210120727,1
I22248866,I4210100283,1
I22248866,I4210101743,1
I22248866,I4210120727,1
I4210100283,I4210101743,1
I4210100283,I4210120727,1
I4210101743,I4210120727,1
I4210099593,I4210133271,1
I31512782,I4210101598,1
I592451,I8692664,1
I102149020,I161057412,1
I4210144576,I4210160189,1
I107639228,I1341412227,1
I107639228,I200769079,1
I107639228,I4210126794,1
I107639228,I87445476,1
I107639228,I889458895,1
I1341412227,I87445476,1
I4210126794,I87445476,1
I186274478,I219193219,1
I186274478,I2802660506,1
I219193219,I2802660506,1
I102149020,I173498003,1
I4210119109,I8692664,1
I102149020,I179093154,1
I161057412,I173498003,1
I173498003,I179093154,1
I102149020,I1341412227,1
I102149020,I4210085935,1
I-1,I17974374,1
I-1,I90965887,1
I168635309,I17974374,1
I168635309,I90965887,1
I17974374,I90965887,1
I1321826891,I84218800,1
I24943067,I4210144576,1
I148366613,I87354575,1
I180825142,I24943067,1
I117197279,I135598925,1
I185261750,I4210119257,1
I4210109586,I4210114115,1
I4210109586,I4210119257,1
I4210114115,I4210119257,1
I111979921,I121934306,1
I149899117,I4210143490,1
I102197404,I141945490,1
I149899117,I2800289517,1
I202963720,I57201433,1
I12356871,I141945490,1
I66946132,I86755215,1
I1326498283,I141945490,1
I1285739803,I86755215,1
I141945490,I4210166784,1
I1285739803,I66946132,1
I-1,I1294671590,1
I-1,I4210095297,1
I-1,I4210135439,1
I-1,I8204097,1
I4210125647,I66946132,1
I100532134,I4210095297,1
I100532134,I4210135439,1
I100532134,I8204097,1
I1294671590,I4210095297,1
I1294671590,I4210135439,1
I185261750,I4210114115,1
I185261750,I4210109586,1
I170201317,I4210119257,1
I1290206253,I55712492,1
I4210143490,I4210163131,1
I4210142429,I4388891828,1
I4210142429,I76130692,1
I4210142429,I86519309,1
I4388891828,I76130692,1
I76130692,I86519309,1
I2800289517,I4210163131,1
I102149020,I103406327,1
I103406327,I76130692,1
I1290206253,I168719708,1
I1290206253,I172675005,1
I168719708,I4210164937,1
I170201317,I4210114115,1
I168719708,I55712492,1
I172675005,I4210164937,1
I172675005,I55712492,1
I4210164937,I55712492,1
I1290206253,I204983213,1
I149899117,I926574661,1
I204983213,I4210164937,1
I204983213,I99065089,1
I149899117,I4210163131,1
I170201317,I185261750,1
I170201317,I4210109586,1
I1294671590,I8204097,1
I4210095297,I4210135439,1
I4210095297,I8204097,1
I2802742124,I40120149,1
I169381384,I50760025,1
I162714631,I4210138551,1
I162714631,I95793202,1
I137265193,I161548249,1
I1303153112,I1303691731,1
I1303153112,I223822909,1
I1303153112,I85384741,1
I1303691731,I223822909,1
I1303691731,I85384741,1
I223822909,I85384741,1
I4210109712,I86987016,1
I196349391,I4210136471,1
I4210165912,I4210166784,1
I136199984,I40347166,1
I2799803557,I4210136471,1
I136199984,I40120149,1
I4210136471,I9617848,1
I1341412227,I4210167297,1
I1341412227,I91203450,1
I4210167297,I91203450,1
I182083151,I4210123171,1
I182083151,I4210131986,1
I4210123171,I4210131986,1
I1343871089,I153267046,1
I1326498283,I50760025,1
I1326498283,I4210165912,1
I4210135439,I8204097,1
I1343190059,I136199984,1
I100296615,I83019370,1
I119888943,I130238516,1
I119888943,I2800403580,1
I39586589,I98358874,1
I200769079,I4210153212,1
I200769079,I4210159102,1
I204512498,I4210153212,1
I204512498,I4210159102,1
I1343190059,I223532165,1
I4210153212,I4210159102,1
I4210153212,I889458895,1
I40120149,I40347166,1
I102197404,I4210165912,1
I1291425158,I193775966,1
I1291425158,I219193219,1
I141945490,I193775966,1
I2802742124,I40347166,1
I193775966,I219193219,1
I135140700,I149899117,1
I135140700,I4210152351,1
I149899117,I4210152351,1
I180825142,I2801239119,1
I180825142,I56590836,1
I4210116319,I95793202,1
I219193219,I4388891828,1
I219193219,I4210142429,1
I4210163131,I926574661,1
I168635309,I4210114115,1
I2800628709,I5124864,1
I35440088,I4210100468,1
I35440088,I5124864,1
I4210100468,I5124864,1
I1341412227,I57206974,1
I39422238,I97750245,1
I114027177,I130701444,1
I1289243028,I4210156081,1
I130701444,I1341412227,1
I1289243028,I2799567181,1
I1289243028,I219193219,1
I121934306,I142606810,1
I2800628709,I35440088,1
I121934306,I219193219,1
I142606810,I219193219,1
I121883995,I129774422,1
I223532165,I68947357,1
I153267046,I68947357,1
I75059550,I76130692,1
I75059550,I84218800,1
I75059550,I90727586,1
I219193219,I99041443,1
I31746571,I4210121838,1
I84218800,I90727586,1
I2800628709,I4210100468,1
I202697423,I5124864,1
I132118926,I62916508,1
I2800403580,I901242617,1
I39804081,I8078737,1
I4210106889,I4210165912,1
I4210106889,I8078737,1
I4210165912,I8078737,1
I223532165,I4210156081,1
I36258959,I95457486,1
I153267046,I35440088,1
I223532165,I2799567181,1
I35440088,I4387152675,1
I2800403580,I4210125099,1
I2800403580,I51342185,1
I4210125099,I51342185,1
I202697423,I4210100468,1
I4210125099,I901242617,1
I51342185,I901242617,1
I219193219,I4210156081,1
I219193219,I2799567181,1
I1288882113,I202697423,1
I1288882113,I2800628709,1
I1288882113,I35440088,1
I1288882113,I4210100468,1
I1288882113,I5124864,1
I202697423,I2800628709,1
I202697423,I35440088,1
I1326498283,I4210121838,1
I145847075,I62916508,1
I130238516,I76130692,1
I132369690,I20231570,1
I172675005,I2972652528,1
I172675005,I35440088,1
I195893171,I4210150252,1
I145847075,I4210160608,1
I145847075,I4210150252,1
I145847075,I195893171,1
I1343190059,I4210160608,1
I111483173,I132369690,1
I111483173,I162868743,1
I111483173,I4390039265,1
I132369690,I162868743,1
I132369690,I4390039265,1
I203172682,I57206974,1
I1343190059,I4210150252,1
I162868743,I4390039265,1
I20231570,I4390039265,1
I102149020,I130238516,1
I102149020,I4210142429,1
I102149020,I4388891828,1
I1343190059,I195893171,1
I102149020,I86519309,1
I130238516,I219193219,1
I130238516,I4210142429,1
I130238516,I4388891828,1
I4210092460,I57206974,1
I203172682,I4210092460,1
I1326498283,I31746571,1
I2801851002,I4210092929,1
I200769079,I4210134051,1
I20231570,I4210134051,1
I4210134051,I889458895,1
I1290206253,I162714631,1
I1290206253,I4210105678,1
I162714631,I219193219,1
I162714631,I4210105678,1
I219193219,I4210105678,1
I39343248,I4210152878,1
I121883995,I4210092929,1
I1283582996,I4210092929,1
I4092182,I4210092929,1
I1313416372,I57206974,1
I4210092929,I4400600974,1
I205783295,I4210151791,1
I4210151791,I57206974,1
I4210150252,I4210160608,1
I195893171,I4210160608,1
I1289243028,I1313416372,1
I1289243028,I203172682,1
I1289243028,I4210092460,1
I1289243028,I57206974,1
I1313416372,I203172682,1
I1313416372,I4210092460,1
I117197279,I130828816,1
I117197279,I141591182,1
I2799567181,I4210156081,1
I117197279,I199028557,1
I102197404,I4210138551,1
I102197404,I95793202,1
I102197404,I98358874,1
I1326498283,I4210138551,1
I1326498283,I95793202,1
I1326498283,I98358874,1
I889458895,I99041443,1
I27804330,I99041443,1
I27804330,I889458895,1
I1283595831,I83019370,1
I137902535,I170897317,1
I170897317,I2801313472,1
I180825142,I31512782,1
I27804330,I76130692,1
I1286353243,I4210160618,1
I200769079,I99041443,1
I200769079,I4210160618,1
I4210160618,I889458895,1
I36522303,I98358874,1
I200769079,I27804330,1
I200769079,I231293419,1
I175594653,I99041443,1
I231293419,I4210091137,1
I231293419,I889458895,1
I175594653,I889458895,1
I4210116376,I59553526,1
I2801851002,I4210160384,1
I223532165,I4210160384,1
I4210124949,I4210161634,1
I200769079,I201448701,1
I200769079,I3018083178,1
I200769079,I4210124949,1
I200769079,I4210161634,1
I201448701,I3018083178,1
I201448701,I4210124949,1
I201448701,I4210161634,1
I201448701,I889458895,1
I3018083178,I4210124949,1
I3018083178,I4210161634,1
I3018083178,I889458895,1
I4210124949,I889458895,1
I223532165,I2801851002,1
I4210161634,I889458895,1
I102520234,I1329325741,1
I102520234,I83019370,1
I102520234,I98358874,1
I1329325741,I98358874,1
I1343190059,I182712176,1
I110378019,I99041443,1
I136199984,I4210160384,1
I145847075,I223532165,1
I145847075,I2801851002,1
I145847075,I4210160384,1
I102149020,I204553293,1
I149910238,I204553293,1
I175594653,I76130692,1
I121883995,I3019423309,1
I18850439,I887968799,1
I189712700,I4210126360,1
I189712700,I4210161634,1
I137902535,I75027704,1
I4092182,I4210126360,1
I4092182,I4210161634,1
I4092182,I887968799,1
I4210126360,I4210161634,1
I4210126360,I887968799,1
I4210161634,I887968799,1
I1289243028,I137902535,1
I121883995,I4665924,1
I18850439,I4210126360,1
I145847075,I3019423309,1
I3019423309,I4665924,1
I-1,I1286353243,1
I-1,I1326498283,1
I-1,I185261750,1
I-1,I2801317318,1
I-1,I4210103820,1
I-1,I4210141030,1
I134235054,I180825142,1
I134235054,I4432739,1
I1174212,I19820366,1
I18850439,I4210161634,1
I18850439,I4092182,1
I204553293,I76130692,1
I1283280774,I175594653,1
I204512498,I4210113369,1
I204512498,I76130692,1
I1286353243,I4210164937,1
I175594653,I200769079,1
I1283280774,I99041443,1
I1283280774,I889458895,1
I130701444,I4210114115,1
I197347611,I4210114115,1
I1283280774,I76130692,1
I1283280774,I27804330,1
I1283280774,I200769079,1
I1343190059,I4665924,1
I18850439,I189712700,1
I168635309,I859038795,1
I1290206253,I859038795,1
I212119943,I4210163771,1
I102197404,I18850439,1
I102197404,I4092182,1
I4210112067,I4210167297,1
I102197404,I887968799,1
I1326498283,I18850439,1
I1326498283,I4092182,1
I122991210,I136199984,1
I1326498283,I887968799,1
I1341412227,I4210161634,1
I1341412227,I4210124949,1
I1341412227,I3018083178,1
I4210164937,I79272384,1
I1289243028,I79272384,1
I1289243028,I91045830,1
I130701444,I2801613365,1
I130701444,I79272384,1
I130701444,I91045830,1
I2800444561,I2801613365,1
I2800444561,I79272384,1
I2800444561,I91045830,1
I2801613365,I79272384,1
I2801613365,I91045830,1
I79272384,I91045830,1
I4210164937,I91090688,1
I1289243028,I2800444561,1
I79272384,I91090688,1
I79272384,I99065089,1
I91090688,I99065089,1
I141945490,I189712700,1
I141945490,I87216513,1
I189712700,I219193219,1
I189712700,I87216513,1
I219193219,I87216513,1
I3019423309,I4210166048,1
I3019423309,I94509681,1
I4210166048,I94509681,1
I1289243028,I2801613365,1
I1289243028,I130701444,1
I130769515,I162868743,1
I141591182,I199028557,1
I117197279,I203951103,1
I117197279,I74801974,1
I130828816,I135598925,1
I130828816,I141591182,1
I130828816,I199028557,1
I130828816,I203951103,1
I130828816,I74801974,1
I135598925,I141591182,1
I135598925,I199028557,1
I135598925,I203951103,1
I135598925,I74801974,1
I141591182,I203951103,1
I1283280774,I2802742124,1
I141591182,I74801974,1
I199028557,I203951103,1
I199028557,I74801974,1
I136199984,I2802742124,1
I1283280774,I40347166,1
I135140700,I95793202,1
I135140700,I98358874,1
I1283280774,I40120149,1
I111088046,I136199984,1
I111088046,I4210150141,1
I111088046,I71920554,1
I2802423016,I4210146710,1
I1343180700,I4210146710,1
I1341412227,I201448701,1
I168635309,I4210164339,1
I2801862477,I4210103820,1
I2801862477,I4210141030,1
I212119943,I98251732,1
I121934306,I131221577,1
I121934306,I4210118379,1
I131221577,I4210118379,1
I145847075,I195525897,1
I1325886976,I2801851002,1
I1325886976,I4092182,1
I1343190059,I195525897,1
I-1,I4210164339,1
I102197404,I1341412227,1
I4210159558,I4210162195,1
I102197404,I200769079,1
I102197404,I201448701,1
I102197404,I3018083178,1
I102197404,I4210124949,1
I102197404,I889458895,1
I182712176,I4210098606,1
I1326498283,I201448701,1
I1326498283,I3018083178,1
I1326498283,I4210124949,1
I145847075,I4210098606,1
I145847075,I182712176,1
I4432739,I84218800,1
I2801317318,I2801862477,1
I100066346,I4210115791,1
I141945490,I27837315,1
I200769079,I24185976,1
I1343180700,I2802423016,1
I200769079,I90727586,1
I24185976,I39586589,1
I24185976,I889458895,1
I24185976,I90727586,1
I4210131673,I47431100,1
I39586589,I90727586,1
I889458895,I90727586,1
I223532165,I47431100,1
I136199984,I27837315,1
I141945490,I63966007,1
I4210162195,I75027704,1
I27837315,I63966007,1
I223532165,I4210131673,1
I35440088,I4391767926,1
I1286353243,I2801862477,1
I62916508,I95793202,1
I130238516,I4210115791,1
I1326498283,I2801862477,1
I2738703131,I4210101455,1
I177725633,I4210119109,1
I172675005,I177725633,1
I169381384,I4210136697,1
I39804081,I4210106889,1
I223532165,I4210165912,1
I180825142,I20231570,1
I130238516,I157725225,1
I169381384,I180825142,1
I169381384,I4210154378,1
I180825142,I4210115485,1
I180825142,I4210154378,1
I4210115485,I4210154378,1
I130701444,I4210088367,1
I130701444,I4210108719,1
I4210088367,I4210108719,1
I102134673,I22465464,1
I216852786,I4210144804,1
I1294671590,I216852786,1
I4210144576,I4665924,1
I4210119712,I926574661,1
I4665924,I4923324,1
I147554453,I76130692,1
I40120149,I4210146357,1
I40120149,I4210146410,1
I4210146357,I4210146410,1
I4210091327,I926574661,1
I111979921,I2801851002,1
I27837315,I2801851002,1
I132976966,I145847075,1
I145311948,I62916508,1
I100066346,I4210144576,1
I100066346,I4923324,1
I1326498283,I4210154378,1
I102197404,I4210154378,1
I1282311441,I926574661,1
I15196421,I4210118689,1
I142606810,I223532165,1
I131249849,I223532165,1
I2803209242,I95457486,1
I1283103587,I20231570,1
I102134673,I4665924,1
I153267046,I2898391981,1
I153267046,I4210160527,1
I2898391981,I4210160527,1
I2898391981,I84218800,1
I2614128279,I4210118689,1
I136199984,I48566637,1
I48566637,I71920554,1
I204465549,I859038795,1
I4210119109,I4210141176,1
I4210119109,I61057504,1
I4210119109,I901403493,1
I4210141176,I61057504,1
I15196421,I2614128279,1
I61057504,I901403493,1
I35440088,I4432739,1
I1294297726,I4210160527,1
I161548249,I39586589,1
I56590836,I7882870,1
I2801798921,I926574661,1
I4210091327,I4210119712,1
I1343871089,I148283060,1
I1343871089,I204250578,1
I1290206253,I136199984,1
I1282311441,I174183983,1
I1289243028,I130828816,1
I1289243028,I174183983,1
I130828816,I174183983,1
I116953780,I1290206253,1
I116953780,I12912129,1
I116953780,I136199984,1
I3018771216,I8204097,1
I112260969,I29607241,1
I104914703,I9736820,1
I1290206253,I12912129,1
I104914703,I29607241,1
I1282311441,I1289243028,1
I104914703,I112260969,1
I40120149,I4210163870,1
I137902535,I4210163870,1
I12912129,I200769079,1
I12912129,I4210113369,1
I12912129,I889458895,1
I136199984,I200769079,1
I136199984,I4210113369,1
I136199984,I889458895,1
I195893171,I98358874,1
I1290206253,I27837315,1
I1282311441,I130828816,1
I1282105669,I174183983,1
I1343871089,I2799909505,1
I154130895,I99043593,1
I142606810,I148283060,1
I142606810,I204250578,1
I142606810,I2799909505,1
I148283060,I204250578,1
I148283060,I2799909505,1
I204250578,I2799909505,1
I130769515,I135310074,1
I130769515,I154130895,1
I130769515,I99043593,1
I135310074,I154130895,1
I135310074,I99043593,1
I153267046,I4210135053,1
I1282105669,I1289243028,1
I4210135053,I84218800,1
I100066346,I31512782,1
I100066346,I94509681,1
I31512782,I94509681,1
I100066346,I78650965,1
I153267046,I73114660,1
I3019415892,I73114660,1
I73114660,I84218800,1
I1282311441,I2803209242,1
I223532165,I2803209242,1
I177909021,I223532165,1
I1294671590,I142606810,1
I223532165,I39586589,1
I12356871,I142606810,1
I1282311441,I1297288678,1
I17974374,I3131550300,1
I17974374,I4210092357,1
I17974374,I4210119061,1
I17974374,I4210152422,1
I17974374,I4210160189,1
I3131550300,I4210092357,1
I4210092357,I4210119061,1
I4210092357,I4210152422,1
I4210092357,I4210160189,1
I1282311441,I31746571,1
I1282311441,I192454743,1
I18014758,I195893171,1
I169381384,I17974374,1
I18014758,I4210159854,1
I195893171,I4210159854,1
I1290206253,I201448701,1
I1290206253,I4210099137,1
I202697423,I64152125,1
I168635309,I201448701,1
I185261750,I74753095,1
I1326498283,I74753095,1
I4210154694,I4210155236,1
I201448701,I4210099137,1
I201448701,I4210153468,1
I169381384,I4210092357,1
I134560555,I4210092357,1
I4210099137,I4210153468,1
I183935753,I200166805,1
I180437899,I193619901,1
I180437899,I4210137873,1
I193619901,I4210137873,1
I31746571,I4210104735,1
I17974374,I80850581,1
I181391015,I80850581,1
I4092182,I4665924,1
I202697423,I204250578,1
I202697423,I2800759272,1
I204250578,I2800759272,1
I145847075,I200166805,1
I183935753,I4210122849,1
I134560555,I17974374,1
I223532165,I31746571,1
I192454743,I31746571,1
I59553526,I83740829,1
I192454743,I223532165,1
I1297288678,I4210104735,1
I1297288678,I31746571,1
I1297288678,I223532165,1
I1297288678,I192454743,1
I1282311441,I4210104735,1
I100296615,I17974374,1
I100296615,I4210092357,1
I4210144062,I4210155236,1
I4210099137,I4210164937,1
I1327163397,I185443292,1
I223532165,I63966007,1
I175594653,I79272384,1
I29606459,I44854399,1
I29606459,I79272384,1
I44854399,I79272384,1
I102197404,I127558574,1
I1283280774,I4210154694,1
I1283280774,I4210144062,1
I127558574,I1326498283,1
I127558574,I169381384,1
I127558574,I4210115485,1
I1290206253,I154570441,1
I4210144576,I83019370,1
I175594653,I29606459,1
I134446601,I97018004,1
I223532165,I97018004,1
I169381384,I204730241,1
I204730241,I4210115485,1
I129604602,I145847075,1
I129604602,I99464096,1
I145847075,I99464096,1
I205783295,I90965887,1
I1341412227,I66946132,1
I4210114115,I66946132,1
I251424209,I4432739,1
I175594653,I44854399,1
I126744593,I44854399,1
I4210153468,I4210164937,1
I10824318,I84218800,1
I107606265,I130828816,1
I102322142,I27837315,1
I2801935854,I4210094059,1
I111277659,I60488453,1
I4210151080,I4210152878,1
I195893171,I4210152878,1
I22465464,I25974101,1
I39586589,I4576418,1
I40120149,I4576418,1
I1326498283,I20581793,1
I10824318,I148283060,1
I10824318,I95457486,1
I126744593,I29606459,1
I4210144062,I4210154694,1
I136199984,I4210155236,1
