author_id,openalex_author_id_url,display_name,orcid,source
A5004054174,https://openalex.org/A5004054174,Ian Crandell,https://orcid.org/0000-0001-9749-5297,openalex
A5071180150,https://openalex.org/A5071180150,Isaac Dykeman,,openalex
A5072665632,https://openalex.org/A5072665632,Terece L. Turton,https://orcid.org/0000-0003-4345-7783,openalex
A5077663928,https://openalex.org/A5077663928,Colin Ware,https://orcid.org/0000-0002-4616-5017,openalex
A5008795543,https://openalex.org/A5008795543,Ji Wu Lan,https://orcid.org/0000-0002-8658-8620,openalex
A5109262430,https://openalex.org/A5109262430,Chenyang Ji,https://orcid.org/0009-0002-8059-7179,openalex
A5033987709,https://openalex.org/A5033987709,Aaron Knoll,,openalex
A5042815041,https://openalex.org/A5042815041,Jeff Yarch,https://orcid.org/0000-0001-6594-1360,openalex
A5031117535,https://openalex.org/A5031117535,Yarden Livnat,https://orcid.org/0000-0001-8949-3988,openalex
A5006186940,https://openalex.org/A5006186940,Xiao Jian Nan,,openalex
A5070375205,https://openalex.org/A5070375205,Junlin Liu,https://orcid.org/0000-0002-4981-1010,openalex
A5018582673,https://openalex.org/A5018582673,Xiting Wang,https://orcid.org/0000-0002-1846-1118,openalex
A5078452051,https://openalex.org/A5078452051,Georg Fuchs,https://orcid.org/0000-0002-7019-7027,openalex
A5015516607,https://openalex.org/A5015516607,Leland Wilkinson,,openalex
A5102985946,https://openalex.org/A5102985946,Yuki M. Asano,https://orcid.org/0000-0002-8533-4020,openalex
A5100730147,https://openalex.org/A5100730147,Seungyeon Kim,https://orcid.org/0000-0001-6708-5684,openalex
A5010474784,https://openalex.org/A5010474784,Jurim Lee,,openalex
A5013797659,https://openalex.org/A5013797659,Bram C.m. Cappers,https://orcid.org/0009-0003-4568-5568,openalex
A5088765893,https://openalex.org/A5088765893,Angela Mayhua Quispe,https://orcid.org/0000-0003-2095-7670,openalex
A5004787389,https://openalex.org/A5004787389,André Calero Valdez,https://orcid.org/0000-0002-6214-1461,openalex
A5065952170,https://openalex.org/A5065952170,Martina Ziefle,https://orcid.org/0000-0002-6105-4729,openalex
A5086054864,https://openalex.org/A5086054864,Ravish Chawla,,openalex
A5005262925,https://openalex.org/A5005262925,Bharath Kalidindi,,openalex
A5049577340,https://openalex.org/A5049577340,Eli T. Brown,https://orcid.org/0009-0005-2894-2432,openalex
A5000588866,https://openalex.org/A5000588866,Fenjin Ye,https://orcid.org/0000-0002-1478-1544,openalex
A5101942464,https://openalex.org/A5101942464,Yusi Wang,https://orcid.org/0009-0004-4593-0321,openalex
A5113676982,https://openalex.org/A5113676982,Weifeng Chen,https://orcid.org/0000-0001-6767-3099,openalex
A5023925931,https://openalex.org/A5023925931,Anthony K. H. Tung,https://orcid.org/0000-0002-5125-855X,openalex
A5038395206,https://openalex.org/A5038395206,Josua Krause,,openalex
A5028090225,https://openalex.org/A5028090225,Jordan Swartz,https://orcid.org/0000-0001-6482-9545,openalex
A5087660055,https://openalex.org/A5087660055,Yindalon Aphinyanaphongs,https://orcid.org/0000-0001-8605-5392,openalex
A5062185996,https://openalex.org/A5062185996,Isaac Cho,https://orcid.org/0000-0003-1582-8428,openalex
A5079742046,https://openalex.org/A5079742046,Sashank Santhanam,,openalex
A5083688498,https://openalex.org/A5083688498,Samira Shaikh,https://orcid.org/0000-0002-2488-9436,openalex
A5110327007,https://openalex.org/A5110327007,Heidi Lam,,openalex
A5035443322,https://openalex.org/A5035443322,Michael Glueck,https://orcid.org/0000-0001-7969-5025,openalex
A5023270158,https://openalex.org/A5023270158,Azam Khan,https://orcid.org/0000-0002-1816-5714,openalex
A5009010496,https://openalex.org/A5009010496,Paulo Ivson,https://orcid.org/0000-0002-0725-7824,openalex
A5011884271,https://openalex.org/A5011884271,Daniel Luiz De Mattos Nascimento,https://orcid.org/0000-0002-4977-8652,openalex
A5023182432,https://openalex.org/A5023182432,Waldemar Celes,https://orcid.org/0000-0001-7873-3528,openalex
A5027812149,https://openalex.org/A5027812149,Simone Diniz Junqueira Barbosa,https://orcid.org/0000-0002-0044-503X,openalex
A5003031729,https://openalex.org/A5003031729,Bastian Rieck,https://orcid.org/0000-0003-4335-0302,openalex
A5044587957,https://openalex.org/A5044587957,Ulderico Fugacci,https://orcid.org/0000-0003-3062-997X,openalex
A5025332800,https://openalex.org/A5025332800,Corrado Calì,https://orcid.org/0000-0003-4856-0835,openalex
A5037451153,https://openalex.org/A5037451153,Pierre J. Magistretti,https://orcid.org/0000-0002-6678-320X,openalex
A5100462292,https://openalex.org/A5100462292,Zhiyuan Wang,https://orcid.org/0000-0002-5990-9193,openalex
A5101495888,https://openalex.org/A5101495888,Andrew T. Wilson,https://orcid.org/0000-0001-9380-0557,openalex
A5009912040,https://openalex.org/A5009912040,Lifeng Zhu,https://orcid.org/0000-0002-9999-4513,openalex
A5004480742,https://openalex.org/A5004480742,Thomas Mühlbacher,,openalex
A5085289050,https://openalex.org/A5085289050,Lorenz Linhardt,https://orcid.org/0000-0002-5533-5524,openalex
A5050779255,https://openalex.org/A5050779255,Bianca Tost,,openalex
A5057004360,https://openalex.org/A5057004360,Marlene Baumgart,,openalex
A5021356363,https://openalex.org/A5021356363,Robert Pienta,,openalex
A5023825669,https://openalex.org/A5023825669,Acar Tamersoy,,openalex
A5052168623,https://openalex.org/A5052168623,Kevin Roundy,https://orcid.org/0000-0002-8285-1647,openalex
A5075543149,https://openalex.org/A5075543149,Chris Gates,,openalex
A5027462416,https://openalex.org/A5027462416,Shamkant B. Navathe,https://orcid.org/0000-0002-6666-0031,openalex
A5020680196,https://openalex.org/A5020680196,Roger A. Leite,https://orcid.org/0000-0001-5296-3288,openalex
A5012636375,https://openalex.org/A5012636375,Simone Kriglstein,https://orcid.org/0000-0001-7817-5589,openalex
A5025331216,https://openalex.org/A5025331216,Margit Pohl,https://orcid.org/0000-0001-7880-8702,openalex
A5002280174,https://openalex.org/A5002280174,Erich Gstrein,,openalex
A5037990016,https://openalex.org/A5037990016,Johannes Kuntner,,openalex
A5100681338,https://openalex.org/A5100681338,Wenlong Chen,https://orcid.org/0000-0001-7993-6386,openalex
A5038011119,https://openalex.org/A5038011119,Tianyi Lao,,openalex
A5100400903,https://openalex.org/A5100400903,Yuan Chen,https://orcid.org/0000-0002-3945-2034,openalex
A5012758909,https://openalex.org/A5012758909,Hyejin Im,https://orcid.org/0000-0002-1437-915X,openalex
A5071733793,https://openalex.org/A5071733793,Sasha Schriber,,openalex
A5040038608,https://openalex.org/A5040038608,Samana Shrestha,,openalex
A5054248452,https://openalex.org/A5054248452,Paolo Federico,https://orcid.org/0000-0002-1830-0330,openalex
A5000928551,https://openalex.org/A5000928551,Markus Wagner,https://orcid.org/0000-0002-6619-6494,openalex
A5027673731,https://openalex.org/A5027673731,Alexander Rind,https://orcid.org/0000-0001-8788-4600,openalex
A5004002416,https://openalex.org/A5004002416,Albert Amor Amorós,,openalex
A5012387700,https://openalex.org/A5012387700,Jun Wang,https://orcid.org/0000-0002-7334-0490,openalex
A5076852435,https://openalex.org/A5076852435,Katharina Reinecke,https://orcid.org/0000-0001-7897-9325,openalex
A5012847693,https://openalex.org/A5012847693,Adam P. Summers,https://orcid.org/0000-0003-1930-9748,openalex
A5053109913,https://openalex.org/A5053109913,Kevin Verbeek,https://orcid.org/0000-0003-3052-4844,openalex
A5076870800,https://openalex.org/A5076870800,Karl Bladin,https://orcid.org/0000-0001-7789-0142,openalex
A5090479069,https://openalex.org/A5090479069,Erik Broberg,,openalex
A5087545747,https://openalex.org/A5087545747,Patric Ljung,https://orcid.org/0000-0002-9288-5322,openalex
A5018103324,https://openalex.org/A5018103324,Philipp Koytek,,openalex
A5056684559,https://openalex.org/A5056684559,Elisabeth André,https://orcid.org/0000-0002-2367-162X,openalex
A5067050903,https://openalex.org/A5067050903,Lijing Lin,,openalex
A5021746233,https://openalex.org/A5021746233,Yen Ting Kuan,,openalex
A5072951828,https://openalex.org/A5072951828,Yu Shuen Wang,https://orcid.org/0000-0003-2550-2990,openalex
A5068843624,https://openalex.org/A5068843624,Jung‐hong Chuang,https://orcid.org/0000-0002-9038-6124,openalex
A5015384117,https://openalex.org/A5015384117,Tiffany Wun,,openalex
A5022944235,https://openalex.org/A5022944235,Richard Pusch,,openalex
A5078815230,https://openalex.org/A5078815230,Christina Niederer,,openalex
A5084376052,https://openalex.org/A5084376052,Reem Hourieh,,openalex
A5024303436,https://openalex.org/A5024303436,Florian Grassinger,https://orcid.org/0000-0003-4409-788X,openalex
A5100422952,https://openalex.org/A5100422952,Jiang Zhang,https://orcid.org/0000-0002-6720-2796,openalex
A5101724996,https://openalex.org/A5101724996,Fan Hong,https://orcid.org/0000-0001-9698-2886,openalex
A5000623954,https://openalex.org/A5000623954,Mahdi Pakdaman Naeini,https://orcid.org/0000-0001-7683-9310,openalex
A5038771285,https://openalex.org/A5038771285,Finale Doshi‐velez,https://orcid.org/0000-0003-2886-3898,openalex
A5054068625,https://openalex.org/A5054068625,José Matute,https://orcid.org/0000-0002-0124-300X,openalex
A5087250175,https://openalex.org/A5087250175,James R. Jackson,https://orcid.org/0000-0001-8630-8898,openalex
A5060051494,https://openalex.org/A5060051494,Christopher J. Headleand,https://orcid.org/0000-0002-4974-9536,openalex
A5041927293,https://openalex.org/A5041927293,Kristine Lee,https://orcid.org/0009-0008-5216-3617,openalex
A5100358696,https://openalex.org/A5100358696,Xing Li,https://orcid.org/0000-0003-2193-0437,openalex
A5007929097,https://openalex.org/A5007929097,Pierre Boutillier,https://orcid.org/0000-0001-5370-1597,openalex
A5077182970,https://openalex.org/A5077182970,Jean Krivine,https://orcid.org/0000-0001-7261-7462,openalex
A5067812040,https://openalex.org/A5067812040,Walter Fontana,https://orcid.org/0000-0003-4062-9957,openalex
A5074536820,https://openalex.org/A5074536820,Elisa De Llano,https://orcid.org/0000-0002-5489-4068,openalex
A5087063362,https://openalex.org/A5087063362,Johannes Sorger,https://orcid.org/0000-0002-5212-8941,openalex
A5018942744,https://openalex.org/A5018942744,Yasaman Ahmadi,https://orcid.org/0000-0003-4563-830X,openalex
A5057782648,https://openalex.org/A5057782648,Tadija Kekić,https://orcid.org/0000-0002-9340-7402,openalex
A5058188259,https://openalex.org/A5058188259,Ivan Barišić,https://orcid.org/0000-0002-1301-6197,openalex
A5101526271,https://openalex.org/A5101526271,Jian Zhao,,openalex
A5103331862,https://openalex.org/A5103331862,Patrick Chiu,,openalex
A5014254930,https://openalex.org/A5014254930,Vincent Van Unen,https://orcid.org/0000-0001-9339-8430,openalex
A5064835819,https://openalex.org/A5064835819,Frits Koning,https://orcid.org/0000-0002-4007-5715,openalex
A5068502851,https://openalex.org/A5068502851,Jeremy Millar,https://orcid.org/0000-0001-8202-8602,openalex
A5001287137,https://openalex.org/A5001287137,Annette Haworth,https://orcid.org/0000-0003-1382-7747,openalex
A5100699674,https://openalex.org/A5100699674,Hyunwoo Park,https://orcid.org/0000-0001-9818-217X,openalex
A5051743997,https://openalex.org/A5051743997,Daniel Toloudis,https://orcid.org/0000-0003-2620-1233,openalex
A5046803850,https://openalex.org/A5046803850,Blair Lyons,https://orcid.org/0000-0002-6038-6035,openalex
A5057285516,https://openalex.org/A5057285516,Jens G. Magnus,,openalex
A5111759189,https://openalex.org/A5111759189,Stéphane Puechmorel,,openalex
A5075657569,https://openalex.org/A5075657569,Florence Nicol,https://orcid.org/0000-0002-2746-3828,openalex
A5005993906,https://openalex.org/A5005993906,David Joseph Wrisley,https://orcid.org/0000-0002-0355-1487,openalex
A5102996367,https://openalex.org/A5102996367,Svitlana Volkova,https://orcid.org/0000-0002-6131-3073,openalex
A5110208682,https://openalex.org/A5110208682,William Ribarsky,,openalex
A5082548228,https://openalex.org/A5082548228,Preeti Malakar,https://orcid.org/0000-0002-7038-8712,openalex
A5075500139,https://openalex.org/A5075500139,Venkatram Vishwanath,https://orcid.org/0000-0001-7248-6116,openalex
A5000624130,https://openalex.org/A5000624130,Hao Dong,https://orcid.org/0000-0003-2261-9122,openalex
A5055052124,https://openalex.org/A5055052124,Tran Minh Quan,https://orcid.org/0000-0001-7374-9168,openalex
A5110234511,https://openalex.org/A5110234511,Haejin Jeong,,openalex
A5027513612,https://openalex.org/A5027513612,‪julia Docampo Sánchez‬,https://orcid.org/0000-0002-4944-2067,openalex
A5088340901,https://openalex.org/A5088340901,Jennifer K. Ryan,,openalex
A5056647443,https://openalex.org/A5056647443,Robert Haimes,,openalex
A5074871409,https://openalex.org/A5074871409,Michael Hund,,openalex
A5004784304,https://openalex.org/A5004784304,David Burlinson,,openalex
A5057119434,https://openalex.org/A5057119434,Kalpathi Subramanian,https://orcid.org/0000-0002-7316-2735,openalex
A5061039154,https://openalex.org/A5061039154,Paula Goolkasian,https://orcid.org/0000-0002-0463-6992,openalex
A5049109394,https://openalex.org/A5049109394,Benjamin P. Bowen,https://orcid.org/0000-0003-1368-3958,openalex
A5035437939,https://openalex.org/A5035437939,Dustin Arendt,https://orcid.org/0000-0003-2466-199X,openalex
A5058228910,https://openalex.org/A5058228910,Meg Pirrung,,openalex
A5028265195,https://openalex.org/A5028265195,Andrea Unger,,openalex
A5017126919,https://openalex.org/A5017126919,Nadine Dräger,https://orcid.org/0000-0002-9541-1245,openalex
A5067631224,https://openalex.org/A5067631224,Mike Sips,https://orcid.org/0000-0003-3941-7092,openalex
A5036872754,https://openalex.org/A5036872754,Jeremy Boy,https://orcid.org/0000-0003-3957-7598,openalex
A5003908445,https://openalex.org/A5003908445,Haeyong Chung,https://orcid.org/0000-0001-5168-1190,openalex
A5052626296,https://openalex.org/A5052626296,Sai Prashanth Dasari,,openalex
A5041832797,https://openalex.org/A5041832797,Santhosh Nandhakumar,https://orcid.org/0000-0002-7674-6138,openalex
A5010596785,https://openalex.org/A5010596785,Christopher Andrews,https://orcid.org/0000-0002-4823-3167,openalex
A5018084938,https://openalex.org/A5018084938,Darren Edge,,openalex
A5056572216,https://openalex.org/A5056572216,Jonathan Larson,https://orcid.org/0000-0002-8865-9306,openalex
A5067262667,https://openalex.org/A5067262667,Christopher White,,openalex
A5045020503,https://openalex.org/A5045020503,Julian Kreiser,https://orcid.org/0000-0003-2743-8291,openalex
A5051168420,https://openalex.org/A5051168420,Alexander Hann,https://orcid.org/0000-0001-8035-3559,openalex
A5080002287,https://openalex.org/A5080002287,Eugen Zizer,https://orcid.org/0000-0001-8808-6010,openalex
A5038798411,https://openalex.org/A5038798411,Sanaz Golbabaei,,openalex
A5042543694,https://openalex.org/A5042543694,Patrick Wickenhäuser,,openalex
A5047726449,https://openalex.org/A5047726449,Nan Chen Chen,https://orcid.org/0000-0003-3300-4799,openalex
A5041405652,https://openalex.org/A5041405652,Been Kim,https://orcid.org/0000-0001-9938-2915,openalex
A5028230846,https://openalex.org/A5028230846,Chongxuan Li,,openalex
A5031951061,https://openalex.org/A5031951061,Paulo Rauber,,openalex
A5053780707,https://openalex.org/A5053780707,Samuel G. Fadel,https://orcid.org/0000-0002-4459-4336,openalex
A5015267493,https://openalex.org/A5015267493,Alexandre X. Falcão,https://orcid.org/0000-0002-2914-5380,openalex
A5025616122,https://openalex.org/A5025616122,Thorsten May,https://orcid.org/0000-0001-8027-2687,openalex
A5088255721,https://openalex.org/A5088255721,Hans‐jörg Schulz,https://orcid.org/0000-0001-9974-535X,openalex
A5034040010,https://openalex.org/A5034040010,Leishi Zhang,https://orcid.org/0000-0002-3158-2328,openalex
A5007892780,https://openalex.org/A5007892780,John A. Lee,https://orcid.org/0000-0001-5218-759X,openalex
A5033953993,https://openalex.org/A5033953993,Stephen C. North,https://orcid.org/0000-0002-1087-1577,openalex
A5109036417,https://openalex.org/A5109036417,Yuhong Li,https://orcid.org/0000-0002-3769-6772,openalex
A5057541630,https://openalex.org/A5057541630,Saleema Amershi,https://orcid.org/0000-0002-3294-7288,openalex
A5072651383,https://openalex.org/A5072651383,Jina Suh,https://orcid.org/0000-0002-7646-5563,openalex
A5103246485,https://openalex.org/A5103246485,J. D. Williams,https://orcid.org/0000-0003-2460-9673,openalex
A5029924721,https://openalex.org/A5029924721,Bireswar Laha,,openalex
A5109335900,https://openalex.org/A5109335900,GP Johnson,,openalex
A5013218669,https://openalex.org/A5013218669,Jefferson Amstutz,https://orcid.org/0000-0001-6002-3739,openalex
A5082749324,https://openalex.org/A5082749324,Carson Brownlee,,openalex
A5026703356,https://openalex.org/A5026703356,Jim Jeffers,,openalex
A5028583853,https://openalex.org/A5028583853,Johannes Günther,https://orcid.org/0000-0001-8130-5022,openalex
A5030485512,https://openalex.org/A5030485512,Paul Navrátil,https://orcid.org/0000-0002-1294-8080,openalex
A5100674437,https://openalex.org/A5100674437,Sukwon Lee,https://orcid.org/0000-0001-6194-2470,openalex
A5100654454,https://openalex.org/A5100654454,Sung Hee Kim,https://orcid.org/0000-0002-9716-8349,openalex
A5030179454,https://openalex.org/A5030179454,David H. Laidlaw,https://orcid.org/0000-0002-3411-7376,openalex
A5070476541,https://openalex.org/A5070476541,Eston Schweickart,https://orcid.org/0000-0001-6697-9870,openalex
A5083949511,https://openalex.org/A5083949511,Mira Dontcheva,https://orcid.org/0009-0006-5394-2706,openalex
A5018565806,https://openalex.org/A5018565806,Wilmot Li,,openalex
A5022440000,https://openalex.org/A5022440000,Jovan Popović,https://orcid.org/0000-0003-0479-2538,openalex
A5061444760,https://openalex.org/A5061444760,Fereshteh Amini,https://orcid.org/0000-0002-8754-7484,openalex
A5013065278,https://openalex.org/A5013065278,Andrés Monroy‐hernández,https://orcid.org/0000-0003-4889-9484,openalex
A5078907679,https://openalex.org/A5078907679,Pourang Irani,https://orcid.org/0000-0002-7716-9280,openalex
A5109851187,https://openalex.org/A5109851187,Matthew D. Hoffman,,openalex
A5017833996,https://openalex.org/A5017833996,Seth G. Walker,https://orcid.org/0000-0003-3215-7670,openalex
A5083645031,https://openalex.org/A5083645031,Alan M. Wilson,https://orcid.org/0000-0001-9914-3455,openalex
A5005067182,https://openalex.org/A5005067182,Shamal Al Dohuki,https://orcid.org/0000-0003-1054-3538,openalex
A5101971518,https://openalex.org/A5101971518,Yingyu Wu,https://orcid.org/0000-0002-3723-3145,openalex
A5091423720,https://openalex.org/A5091423720,Farah Kamw,https://orcid.org/0000-0003-1889-9790,openalex
A5029516239,https://openalex.org/A5029516239,Xin Li,https://orcid.org/0000-0001-6334-0369,openalex
A5088393129,https://openalex.org/A5088393129,Xinyue Ye,https://orcid.org/0000-0001-8838-9476,openalex
A5062325991,https://openalex.org/A5062325991,Chao Ma,https://orcid.org/0000-0002-2016-8084,openalex
A5100455919,https://openalex.org/A5100455919,Fei Wang,https://orcid.org/0000-0003-0776-660X,openalex
A5101481095,https://openalex.org/A5101481095,Kai Zhao,https://orcid.org/0000-0003-1040-0211,openalex
A5039841997,https://openalex.org/A5039841997,Bruno Gonçalves,https://orcid.org/0000-0001-5644-3749,openalex
A5075020027,https://openalex.org/A5075020027,Luc Wilson,,openalex
A5059515531,https://openalex.org/A5059515531,Mondrian Hsieh,,openalex
A5100340833,https://openalex.org/A5100340833,Xiaotong Liu,https://orcid.org/0000-0002-3495-4254,openalex
A5078138445,https://openalex.org/A5078138445,Guang Lin,https://orcid.org/0000-0002-0976-1987,openalex
A5008408374,https://openalex.org/A5008408374,Stephan Pajer,,openalex
A5052824737,https://openalex.org/A5052824737,Florian Spechtenhauser,,openalex
A5110584068,https://openalex.org/A5110584068,Torsten Müller,,openalex
A5013101044,https://openalex.org/A5013101044,Florian Ferstl,,openalex
A5035024174,https://openalex.org/A5035024174,Mathias Kanzler,https://orcid.org/0000-0001-8949-1384,openalex
A5113579052,https://openalex.org/A5113579052,Kwan Liu Ma,,openalex
A5064384210,https://openalex.org/A5064384210,Cícero A. L. Pahins,https://orcid.org/0000-0002-5503-8722,openalex
A5083441023,https://openalex.org/A5083441023,Sean A. Stephens,,openalex
A5029235009,https://openalex.org/A5029235009,João L. D. Comba,https://orcid.org/0000-0003-2921-2130,openalex
A5029628813,https://openalex.org/A5029628813,Erdem Kaya,https://orcid.org/0000-0002-2748-8531,openalex
A5043347770,https://openalex.org/A5043347770,Selim Balcısoy,https://orcid.org/0000-0002-6495-7341,openalex
A5003981917,https://openalex.org/A5003981917,Gary K.l. Tam,https://orcid.org/0000-0001-7387-5180,openalex
A5042940478,https://openalex.org/A5042940478,Vivek Kothari,,openalex
A5017415898,https://openalex.org/A5017415898,Marcel Hlawatsch,https://orcid.org/0000-0003-2839-7030,openalex
A5048586204,https://openalex.org/A5048586204,Christof Seeger,https://orcid.org/0000-0002-0600-485X,openalex
A5023931434,https://openalex.org/A5023931434,Katherine Mcdonough,https://orcid.org/0000-0001-7506-1025,openalex
A5074353293,https://openalex.org/A5074353293,Lee M. Seversky,,openalex
A5100416234,https://openalex.org/A5100416234,Minjeong Kim,https://orcid.org/0009-0004-7712-1684,openalex
A5032506972,https://openalex.org/A5032506972,Kyeongpil Kang,,openalex
A5079267936,https://openalex.org/A5079267936,Clemens Arbesser,,openalex
A5110270006,https://openalex.org/A5110270006,Neil Spring,,openalex
A5052623072,https://openalex.org/A5052623072,Ben Shneiderman,https://orcid.org/0000-0002-8298-1097,openalex
A5085936546,https://openalex.org/A5085936546,Anzu Hakone,,openalex
A5069201086,https://openalex.org/A5069201086,Nathan D. Winters,https://orcid.org/0000-0002-4374-3096,openalex
A5037803556,https://openalex.org/A5037803556,Caitlin Gutheil,,openalex
A5066036637,https://openalex.org/A5066036637,Paul K. J. Han,https://orcid.org/0000-0003-0165-1940,openalex
A5110245181,https://openalex.org/A5110245181,Faisal Taher,,openalex
A5001050773,https://openalex.org/A5001050773,Jonathan Woodruff,https://orcid.org/0000-0003-3971-2681,openalex
A5032110952,https://openalex.org/A5032110952,John G. Hardy,https://orcid.org/0000-0003-0655-2167,openalex
A5033721445,https://openalex.org/A5033721445,Jason Alexander,https://orcid.org/0000-0001-6093-6116,openalex
A5072067957,https://openalex.org/A5072067957,Paul Issartel,,openalex
A5109248181,https://openalex.org/A5109248181,Mehdi Ammi,,openalex
A5101892069,https://openalex.org/A5101892069,Chunming Chen,https://orcid.org/0000-0002-9173-5488,openalex
A5091757106,https://openalex.org/A5091757106,Gregory Heinlein,,openalex
A5058194080,https://openalex.org/A5058194080,Mengdie Hu,,openalex
A5051520705,https://openalex.org/A5051520705,Krist Wongsuphasawat,,openalex
A5033425538,https://openalex.org/A5033425538,Mingqian Zhao,,openalex
A5080393799,https://openalex.org/A5080393799,Sébastien Boyer,https://orcid.org/0000-0002-2946-586X,openalex
A5058099040,https://openalex.org/A5058099040,Joon‐yong Lee,https://orcid.org/0000-0002-5864-8518,openalex
A5104331804,https://openalex.org/A5104331804,Ryan Wilson,,openalex
A5022894359,https://openalex.org/A5022894359,Robert A. Lafrance,,openalex
A5108524080,https://openalex.org/A5108524080,Nick Cramer,,openalex
A5112855730,https://openalex.org/A5112855730,Kristin Cook,,openalex
A5040201243,https://openalex.org/A5040201243,Samuel Payne,https://orcid.org/0000-0002-8351-1994,openalex
A5061115862,https://openalex.org/A5061115862,Arlind Nocaj,,openalex
A5113783034,https://openalex.org/A5113783034,Jochen Goertler,,openalex
A5089220047,https://openalex.org/A5089220047,Roger Beecham,https://orcid.org/0000-0001-8563-7251,openalex
A5071681891,https://openalex.org/A5071681891,Aidan Slingsby,https://orcid.org/0000-0003-3941-553X,openalex
A5017435387,https://openalex.org/A5017435387,Z. Wang,https://orcid.org/0000-0002-1720-964X,openalex
A5055844239,https://openalex.org/A5055844239,Youhao Wei,,openalex
A5063369767,https://openalex.org/A5063369767,Aarthy Sankari Bhaskar,,openalex
A5042204958,https://openalex.org/A5042204958,Peng Xu,https://orcid.org/0000-0003-3136-9188,openalex
A5102024007,https://openalex.org/A5102024007,Zhipeng Wang,https://orcid.org/0009-0007-4260-7109,openalex
A5080203120,https://openalex.org/A5080203120,Zhenhuang Wang,,openalex
A5061336187,https://openalex.org/A5061336187,WU Ya,https://orcid.org/0000-0003-1686-9715,openalex
A5100340834,https://openalex.org/A5100340834,Xiaotong Liu,https://orcid.org/0000-0002-3618-0168,openalex
A5065313897,https://openalex.org/A5065313897,Simon Breslav,,openalex
A5003025808,https://openalex.org/A5003025808,Xinsong Yang,https://orcid.org/0009-0007-2297-4307,openalex
A5100658547,https://openalex.org/A5100658547,Lei Shi,https://orcid.org/0009-0000-6050-0144,openalex
A5069073490,https://openalex.org/A5069073490,Madelaine Daianu,,openalex
A5112066295,https://openalex.org/A5112066295,Qingsong Liu,https://orcid.org/0000-0002-7829-2547,openalex
A5100606557,https://openalex.org/A5100606557,Paul M. Thompson,https://orcid.org/0000-0002-4720-8867,openalex
A5047314988,https://openalex.org/A5047314988,Simon Walton,https://orcid.org/0000-0002-3118-4434,openalex
A5015620637,https://openalex.org/A5015620637,E. Delahaye,,openalex
A5001490209,https://openalex.org/A5001490209,J. E. Harris,,openalex
A5069603364,https://openalex.org/A5069603364,Dmitry A. Storchak,https://orcid.org/0000-0002-1481-801X,openalex
A5076979824,https://openalex.org/A5076979824,Filip Dabek,,openalex
A5101046136,https://openalex.org/A5101046136,Jesus J. Caban,,openalex
A5066904286,https://openalex.org/A5066904286,Cheng Deng,https://orcid.org/0000-0002-5296-8879,openalex
A5018287424,https://openalex.org/A5018287424,Samuel Voß,https://orcid.org/0000-0002-9757-7564,openalex
A5030293383,https://openalex.org/A5030293383,Oliver Beuing,https://orcid.org/0000-0001-8033-063X,openalex
A5112771943,https://openalex.org/A5112771943,Markus John,,openalex
A5100415663,https://openalex.org/A5100415663,Qi Han,https://orcid.org/0000-0001-9712-8884,openalex
A5060699796,https://openalex.org/A5060699796,Michael Delz,,openalex
A5078104762,https://openalex.org/A5078104762,Laura Von Rüden,,openalex
A5103260186,https://openalex.org/A5103260186,Haiyan Yang,https://orcid.org/0000-0003-0725-0822,openalex
A5068805525,https://openalex.org/A5068805525,Kai Xu,https://orcid.org/0000-0003-2242-5440,openalex
A5108515757,https://openalex.org/A5108515757,Andy Bardill,,openalex
A5032157145,https://openalex.org/A5032157145,Betul Salman,,openalex
A5064682013,https://openalex.org/A5064682013,Kate Herd,,openalex
A5066087105,https://openalex.org/A5066087105,B. L. William Wong,https://orcid.org/0000-0002-3363-0741,openalex
A5101524540,https://openalex.org/A5101524540,Xiting Wang,https://orcid.org/0000-0001-5768-1095,openalex
A5059565490,https://openalex.org/A5059565490,Jing Su,https://orcid.org/0000-0002-5363-0677,openalex
A5101666011,https://openalex.org/A5101666011,Baining Guo,https://orcid.org/0000-0001-8349-8868,openalex
A5063095344,https://openalex.org/A5063095344,Anshul Vikram Pandey,,openalex
A5059742070,https://openalex.org/A5059742070,Enrico Bertini,https://orcid.org/0000-0001-9276-4590,openalex
A5059011560,https://openalex.org/A5059011560,Noeska Smit,https://orcid.org/0000-0002-3719-4625,openalex
A5112206507,https://openalex.org/A5112206507,Annelot Kraima,,openalex
A5072311778,https://openalex.org/A5072311778,Marco C. Deruiter,https://orcid.org/0000-0002-0528-7464,openalex
A5065796620,https://openalex.org/A5065796620,Hessam Sokooti,https://orcid.org/0000-0002-6282-7973,openalex
A5101824064,https://openalex.org/A5101824064,Jeongjin Lee,https://orcid.org/0000-0001-9676-271X,openalex
A5101716397,https://openalex.org/A5101716397,Tae Jung Kim,https://orcid.org/0000-0003-2429-3533,openalex
A5100763487,https://openalex.org/A5100763487,Kyoung Ho Lee,https://orcid.org/0000-0001-6045-765X,openalex
A5039512936,https://openalex.org/A5039512936,Christopher Mears,,openalex
A5083095334,https://openalex.org/A5083095334,María García De La Banda,https://orcid.org/0000-0002-6666-514X,openalex
A5013174025,https://openalex.org/A5013174025,Mark Wallace,https://orcid.org/0000-0001-7326-8110,openalex
A5075572197,https://openalex.org/A5075572197,Colin Fredericks,https://orcid.org/0000-0001-5670-0004,openalex
