institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I4210158283,Institute of Geography of the Slovak Academy of Sciences,https://ror.org/04wzc7f86,facility,SK,Slovakia,Europe,Bratislava,,48.14815902709961,17.106740951538086,https://geography.sav.sk,5595,137415,1,1,Europe
I4210158342,Intel (United Kingdom),https://ror.org/058cxws58,company,GB,United Kingdom,Europe,Swindon,,51.543094635009766,-1.77155601978302,https://www.intel.co.uk/,4705,260833,4,8,Europe
I4210158876,Marinus Pharmaceuticals (United States),https://ror.org/058sw7g55,company,US,United States,Americas,Radnor,,40.04621887207031,-75.35990905761719,http://www.marinuspharma.com/,71,2573,1,1,North America
I4210158984,National Supercomputing Center in Wuxi,https://ror.org/04ypjrs34,other,CN,China,Asia,Wuxi,,31.54596710205078,120.25511932373048,http://www.nsccwx.cn/wxcyw/,878,25198,2,2,Asia
I4210159102,Huawei Technologies (Sweden),https://ror.org/0500fyd17,company,SE,Sweden,Europe,Stockholm,,59.40597152709961,17.9461612701416,https://www.huawei.com/en/,1668,144537,1,3,Europe
I4210159266,Mitsubishi Electric (United States),https://ror.org/053jnhe44,company,US,United States,Americas,Cypress,California,33.817291259765625,-118.03824615478516,http://us.mitsubishielectric.com/en/index.page,5559,293932,4,5,North America
I4210159476,Science and Technology Corporation (United States),https://ror.org/05pw5zy84,company,US,United States,Americas,Hampton,Virginia,37.01726150512695,-76.32218933105469,http://stcnet.com/,1902,185721,1,1,North America
I4210159731,Laboratoire de Recherche en Informatique de Paris 6,https://ror.org/05krcen59,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.lip6.fr,4064,100309,3,5,Europe
I4210159854,Max Planck Institute of Molecular Cell Biology and Genetics,https://ror.org/05b8d3w18,facility,DE,Germany,Europe,Dresden,,51.05861282348633,13.784722328186035,http://www.mpi-cbg.de/,6069,1679569,1,1,Europe
I4210159895,Imagination Computer Services (Austria),https://ror.org/05hkpph68,company,AT,Austria,Europe,Vienna,,48.23260116577149,16.38511085510254,http://www.imagination.at/,12,843,1,1,Europe
I4210160189,Institut Polytechnique de Bordeaux,https://ror.org/054qv7y42,education,FR,France,Europe,Bordeaux,,44.84043884277344,-0.5805000066757202,https://www.bordeaux-inp.fr/en,29423,1012894,6,6,Europe
I4210160384,Institute of Biomedical Science,https://ror.org/05t77d857,other,GB,United Kingdom,Europe,London,,51.523826599121094,-0.1103150025010109,https://www.ibms.org/,4017,269726,1,2,Europe
I4210160447,Universidad de Londres,https://ror.org/054v4yq51,education,MX,Mexico,Americas,Mexico City,,19.41733741760254,-99.15972137451172,https://udlondres.com/,30940,723992,3,6,North America
I4210160527,University of California Davis Medical Center,https://ror.org/05t6gpm70,healthcare,US,United States,Americas,Sacramento,California,38.5550537109375,-121.45623016357422,http://www.ucdmc.ucdavis.edu/medicalcenter/,12794,1009275,1,1,North America
I4210160608,Asklepios,https://ror.org/055tk9p53,healthcare,DE,Germany,Europe,Hamburg,,53.558502197265625,10.01869010925293,https://www.asklepios.com/proresearch/,1569,64384,1,1,Europe
I4210160618,Huawei Technologies (United Kingdom),https://ror.org/056gzgs71,company,GB,United Kingdom,Europe,Basingstoke,,51.24959182739258,-1.0910240411758425,http://www.huawei.com/uk/,1574,54833,1,2,Europe
I4210160939,Oculus Innovative Sciences (United States),https://ror.org/04r8f0505,company,US,United States,Americas,Petaluma,California,38.2678337097168,-122.65870666503906,http://oculusis.com/,52,2602,3,8,North America
I4210161630,Wavefront Research (United States),https://ror.org/05ax5pz51,company,US,United States,Americas,Bethlehem,Pennsylvania,40.62281036376953,-75.39122772216797,http://www.wavefrontresearch.com/,128,3285,1,4,North America
I4210161634,Microsoft (France),https://ror.org/0521n7n83,company,FR,France,Europe,Issy-les-Moulineaux,,48.83394241333008,2.2656428813934326,https://www.microsoft.com/fr-fr,185,14708,2,1,Europe
I4210161785,First Technical University,https://ror.org/05tb13r23,education,NG,Nigeria,Africa,Ibadan,,7.377560138702393,3.905910015106201,https://www.tech-u.edu.ng,2870,38816,2,2,Africa
I4210161853,Budapest Institute,https://ror.org/050hvq478,facility,HU,Hungary,Europe,Budapest,,47.50014114379883,19.07272720336914,http://www.budapestinstitute.eu/index.php/en,6661,234180,2,3,Europe
I4210162195,Rhythm (United states),https://ror.org/05gh45115,company,US,United States,Americas,Boston,Massachusetts,42.34876251220703,-71.0831069946289,http://www.rhythmtx.com/,377,22848,1,1,North America
I4210162323,TKL Research,https://ror.org/059gb3r46,facility,US,United States,Americas,Rochelle Park,New Jersey,40.91762924194336,-74.08580780029297,http://www.tklresearch.com/,120,6567,1,1,North America
I4210162505,Philips (Germany),https://ror.org/05san5604,company,DE,Germany,Europe,Hamburg,,53.55253219604492,9.968988418579102,http://www.philips.de/,5517,384878,1,3,Europe
I4210163178,Alfred Health,https://ror.org/04scfb908,healthcare,AU,Australia,Oceania,Melbourne,Victoria,-37.84554290771485,144.98162841796875,http://www.alfred.org.au/,9525,396772,1,1,Oceania
I4210163460,Midwest Orthopaedic Research Foundation,https://ror.org/05fep6742,nonprofit,US,United States,Americas,Minneapolis,Minnesota,44.97100830078125,-93.25911712646484,http://www.morfn.org/,486,26170,1,1,North America
I4210163586,Musée de l'Homme,https://ror.org/05jbyqz27,archive,FR,France,Europe,Paris,,48.86140441894531,2.288114070892334,http://www.museedelhomme.fr/,3114,65788,1,1,Europe
I4210163771,Tableau Software (United States),https://ror.org/053v5e348,company,US,United States,Americas,Seattle,Washington,47.64975357055664,-122.34842681884766,https://www.tableau.com/,270,14924,24,18,North America
I4210163870,United States Army Research Office,https://ror.org/05epdh915,government,US,United States,Americas,Durham,,35.9940299987793,-78.89862060546875,http://www.aro.army.mil/,1493,42901,1,1,North America
I4210164234,Microcom (United States),https://ror.org/05npcf755,company,US,United States,Americas,Lewis Center,Ohio,40.167293548583984,-83.01123809814453,http://www.microcomcorp.com/,114,6551,1,3,North America
I4210164339,Oldham Council,https://ror.org/05cxzzq07,government,GB,United Kingdom,Europe,Oldham,,53.54231643676758,-2.117724895477295,https://www.oldham.gov.uk/,12220,60492,1,1,Europe
I4210164736,Cajal Neuroscience (United States),https://ror.org/05pdc0q70,company,US,United States,Americas,Seattle,Washington,47.63436126708984,-122.3267593383789,https://cajalneuro.com/,64,1754,1,2,North America
I4210164937,Microsoft Research (United Kingdom),https://ror.org/05k87vq12,company,GB,United Kingdom,Europe,Cambridge,,52.19491958618164,0.134904995560646,http://research.microsoft.com/en-us/labs/cambridge/default.aspx,17339,2414786,26,40,Europe
I4210164942,Allen Institute for Cell Science,https://ror.org/05kg6bp11,facility,US,United States,Americas,Seattle,Washington,47.62515640258789,-122.33956146240234,https://alleninstitute.org/what-we-do/cell-science/,236,36786,2,3,North America
I4210165024,Institute of Infection and Immunity,https://ror.org/05wdecy17,facility,CA,Canada,Americas,Québec,Quebec,46.769474029541016,-71.28279876708984,http://www.cihr-irsc.gc.ca/e/13533.html,3915,319427,1,1,North America
I4210165038,University of Chinese Academy of Sciences,https://ror.org/05qbk4x57,education,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://www.ucas.ac.cn/,321366,23588733,3,12,Asia
I4210165734,National Supercomputing Center of Tianjin,https://ror.org/05tngxm14,facility,CN,China,Asia,Tianjin,,39.14221954345703,117.17666625976562,http://www.nscc-tj.gov.cn/en/index.asp,339,8573,1,1,Asia
I4210165912,Laboratoire Traitement et Communication de l’Information,https://ror.org/057er4c39,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.telecom-paris.fr/fr/recherche/laboratoires/laboratoire-traitement-et-communication-de-linformation-ltci,8854,260243,6,10,Europe
I4210166048,Gesellschaft Fur Mathematik Und Datenverarbeitung,https://ror.org/02g6d4t03,facility,DE,Germany,Europe,Sankt Augustin,,50.787567138671875,7.180500030517578,,2357,45355,1,1,Europe
I4210166784,École Nationale Supérieure des Arts Décoratifs,https://ror.org/05xsxn838,education,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://www.ensad.fr,282,856,2,2,Europe
I4210167018,Interaction Design (United Kingdom),https://ror.org/03qfyes53,company,GB,United Kingdom,Europe,London,,51.527366638183594,-0.1042670011520385,,907,14511,1,1,Europe
I4210167249,Network Technologies (United States),https://ror.org/05xnsth60,company,US,United States,Americas,Aurora,Ohio,41.28133010864258,-81.32920837402344,https://www.networktechinc.com/,871,22854,1,1,North America
I4210167297,IBM Research - Haifa,https://ror.org/05rw9t746,facility,IL,Israel,Asia,Haifa,,32.10221481323242,34.85060501098633,http://research.ibm.com/labs/haifa/index.shtml,2622,144473,4,3,Asia
I4210167330,Biographics (United States),https://ror.org/01jtkws96,company,US,United States,Americas,Winston-Salem,North Carolina,36.10005187988281,-80.25582885742188,,243,11522,1,2,North America
I42894916,Data61,https://ror.org/03q397159,other,AU,Australia,Oceania,Sydney,,-33.86785125732422,151.2073211669922,https://www.data61.csiro.au/,14046,704482,3,5,Oceania
I43439940,University of Southampton,https://ror.org/01ryk1543,education,GB,United Kingdom,Europe,Southampton,,50.90394973754883,-1.4042799472808838,http://www.southampton.ac.uk/,171660,12317418,1,1,Europe
I43522216,"California State University, Sacramento",https://ror.org/03e26wv14,education,US,United States,Americas,Sacramento,,38.58156967163086,-121.49440002441406,https://www.csus.edu,10526,251100,1,1,North America
I43579087,University of Wisconsin–Milwaukee,https://ror.org/031q21x57,education,US,United States,Americas,Milwaukee,,43.03889846801758,-87.9064712524414,https://uwm.edu,45877,4593030,1,1,North America
I4387152369,"Laboratoire en Innovation, Technologies, Economie et Management",https://ror.org/04d5x5x34,facility,,,Europe,Évry-Courcouronnes,,48.633888244628906,2.4441699981689453,https://www.litem.univ-evry.fr,1387,11953,1,1,Europe
I4387152675,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,https://ror.org/01qrts582,education,,,Europe,Landau,,49.19844055175781,8.116920471191406,https://rptu.de,3070,25088,4,9,Europe
I4387153087,Mathématiques et Informatique Appliquées,https://ror.org/00780az30,facility,,,Europe,Palaiseau,,48.71828079223633,2.249799966812134,https://mia-ps.inrae.fr,2243,64630,1,1,Europe
I4387153702,Interdisciplinarité dans les Etudes Anglophones,https://ror.org/052k52s41,facility,,,Europe,Nancy,,48.68439102172851,6.184959888458252,https://idea.univ-lorraine.fr,1401,817,1,4,Europe
I4387153937,Universität Koblenz,https://ror.org/0433e6t24,education,,,Europe,Koblenz,,50.35356903076172,7.578829765319824,https://www.uni-koblenz.de,5422,274898,5,4,Europe
I4387154582,Centre Émile Durkheim,https://ror.org/01k7w0p97,facility,,,Europe,Pessac,,44.80564880371094,-0.6323999762535095,https://www.centreemiledurkheim.fr,10071,89825,1,1,Europe
I4388446366,Indiana University Indianapolis,https://ror.org/03eftgw80,education,,,Americas,Indianapolis,,39.76837921142578,-86.15804290771484,https://indianapolis.iu.edu,3244,142737,1,2,North America
I4388482740,Georgia Tech Research Institute,https://ror.org/04qfrh333,facility,,,Americas,Atlanta,,33.749000549316406,-84.38797760009766,https://www.gtri.gatech.edu,2520,69254,1,1,North America
I4388482754,Naval Research Laboratory Laboratories for Computational Physics & Fluid Dynamics,https://ror.org/02t78x693,facility,,,Americas,Washington,,38.895111083984375,-77.03636932373047,https://www.nrl.navy.mil/Our-Work/Areas-of-Research/Computational-Physics-Fluid-Dynamics/,367,37156,1,1,North America
I4388891828,Texas Advanced Computing Center,https://ror.org/00xg4bh43,facility,,,Americas,Austin,,30.26715087890625,-97.74305725097656,https://www.tacc.utexas.edu,582,19968,4,7,North America
I4389425429,U.S. Army Corp of Engineers Waterways Experiment Station,https://ror.org/00wsjvg44,facility,,,Americas,Vicksburg,,32.3526496887207,-90.87787628173828,,1659,69937,1,2,North America
I4389425457,Institut des Sciences du Calcul et des Données,https://ror.org/00y16rm59,facility,,,Europe,Paris,,48.85340881347656,2.34879994392395,https://iscd.sorbonne-universite.fr,142,3104,2,1,Europe
I4390039265,PRG S&Tech (South Korea),https://ror.org/02sr2ee22,company,,,Asia,Busan,,35.101680755615234,129.03004455566406,http://prgst.com,2741,47274,1,2,Asia
I4390039371,Solutions Inc. (Japan),https://ror.org/018nc6029,company,,,Asia,Tokyo,,35.68949890136719,139.69171142578125,https://www.solutions-inc.jp,832,17462,1,1,Asia
I4391767840,Texas A&M Engineering Experiment Station,https://ror.org/03p8qrw52,government,,,Americas,Bryan,,30.674360275268555,-96.36995697021484,https://tees.tamu.edu,325,11232,1,1,North America
I4391767926,CSCS - Swiss National Supercomputing Centre,https://ror.org/04rzmms09,facility,,,Europe,Lugano,,46.01007843017578,8.960040092468262,https://www.cscs.ch,310,38113,3,2,Europe
I4394709130,Indiana University School of Medicine,https://ror.org/02ets8c94,education,,,Americas,Indianapolis,,39.76837921142578,-86.15804290771484,https://medicine.iu.edu,83027,7511575,2,3,North America
I4399598377,Institute of Science and Technology,https://ror.org/02wxm3f24,education,,,Asia,Kathmandu,,27.701690673828125,85.32060241699219,https://iost.tu.edu.np,11830,364344,1,4,Asia
I4399598381,Samsung Advanced Institute of Technology (South Korea),https://ror.org/04axnyp10,company,,,Asia,Suwon-si,,37.285858154296875,127.00993347167967,https://www.sait.samsung.co.kr,310,12111,1,2,Asia
I4400600974,Novartis Institutes for BioMedical Research,https://ror.org/053gv2m95,other,,,Europe,Basel,,47.55773162841797,7.593609809875488,https://www.novartis.com,4841,1214346,2,1,Europe
I4401726748,V.F. Corporation (United States),https://ror.org/02zvqmp51,company,,,Americas,Denver,,39.73915100097656,-104.98470306396484,https://www.vfc.com,347,19380,1,1,North America
I4401726859,Kuaishou (China),https://ror.org/0258as409,company,,,Asia,Beijing,,39.907501220703125,116.39723205566406,,633,35448,1,1,Asia
I44202434,Fundação Getulio Vargas,https://ror.org/01evzkn27,education,BR,Brazil,Americas,Rio de Janeiro,,-22.90641975402832,-43.18223190307617,http://portal.fgv.br/en,15489,215335,1,2,South America
I4432739,University of Bergen,https://ror.org/03zga2b32,education,NO,Norway,Europe,Bergen,,60.39299011230469,5.324150085449219,http://www.uib.no/,202662,8633560,42,27,Europe
I44461941,University of Houston,https://ror.org/048sx0r50,education,US,United States,Americas,Houston,,29.763280868530273,-95.36327362060548,https://uh.edu,96480,6012098,5,8,North America
I44504214,Czech Technical University in Prague,https://ror.org/03kqpb082,education,CZ,Czechia,Europe,Prague,,50.08803939819336,14.42076015472412,https://www.cvut.cz,45359,3426516,4,5,Europe
I44854399,University of Southern Mississippi,https://ror.org/0270vfa57,education,US,United States,Americas,Hattiesburg,,31.327119827270508,-89.29033660888672,https://www.usm.edu,20145,893356,1,1,North America
I44896327,Mitre (United States),https://ror.org/03ks2a131,company,US,United States,Americas,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,https://www.mitre.org/,9278,287908,9,17,North America
I45129253,University College London,https://ror.org/02jx3x895,education,GB,United Kingdom,Europe,London,,51.50852966308594,-0.1257400065660476,http://www.ucl.ac.uk/,524069,57977809,4,8,Europe
I45438204,The University of Texas at San Antonio,https://ror.org/01kd65564,education,US,United States,Americas,San Antonio,,29.42411994934082,-98.4936294555664,http://www.utsa.edu/,39656,2000890,3,4,North America
I4576418,University of Technology Malaysia,https://ror.org/026w31v75,education,MY,Malaysia,Asia,Johor Bahru,,1.465499997138977,103.75779724121094,https://www.utm.my,72351,3225429,1,1,Asia
I4577782,Technische Universität Berlin,https://ror.org/03v4gjf40,education,DE,Germany,Europe,Berlin,,52.52436828613281,13.410530090332031,https://www.tu.berlin,102106,5109839,1,3,Europe
I45928872,Alibaba Group (China),https://ror.org/00k642b80,company,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,http://alibabagroup.com/en/global/home,5883,384504,9,8,Asia
I46020346,American Institute of Aeronautics and Astronautics,https://ror.org/00a1rzv11,other,US,United States,Americas,Reston,Virginia,38.9440803527832,-77.32130432128906,https://www.aiaa.org/#&panel1-1,6014,324389,3,3,North America
I46247651,University of Manitoba,https://ror.org/02gfys938,education,CA,Canada,Americas,Winnipeg,,49.8843994140625,-97.14704132080078,https://umanitoba.ca,110140,7398575,5,8,North America
I4665924,University of Rostock,https://ror.org/03zdwsf69,education,DE,Germany,Europe,Rostock,,54.08869934082031,12.14048957824707,http://www.uni-rostock.de/en/,54137,3067505,15,17,Europe
I47301684,Illinois State University,https://ror.org/050kcr883,education,US,United States,Americas,Normal,,40.514198303222656,-88.99063110351562,http://illinoisstate.edu/,21702,740688,1,2,North America
I47431100,Dassault Systèmes (France),https://ror.org/038sc5x72,company,FR,France,Europe,Vélizy-Villacoublay,,48.781978607177734,2.1939499378204346,https://www.3ds.com/,833,10942,2,2,Europe
I47508984,Imperial College London,https://ror.org/041kmwe10,education,GB,United Kingdom,Europe,London,,51.50852966308594,-0.1257400065660476,https://www.imperial.ac.uk,349534,39218842,5,10,Europe
I47720641,Huazhong University of Science and Technology,https://ror.org/00p991c53,education,CN,China,Asia,Wuhan,,30.583330154418945,114.26667022705078,http://english.hust.edu.cn/,241934,21496291,1,3,Asia
I48071105,Anstalt für Verbrennungskraftmaschinen List,https://ror.org/01bydex26,company,AT,Austria,Europe,Graz,,47.06666946411133,15.449999809265137,https://www.avl.com/,2695,52051,1,1,Europe
I48566637,Ulsan National Institute of Science and Technology,https://ror.org/017cjz748,education,KR,"Korea, Republic of",Asia,Ulsan,,35.5372200012207,129.31666564941406,https://www.unist.ac.kr,20738,2454106,7,13,Asia
I4923324,Fraunhofer Society,https://ror.org/05hkkdn48,other,DE,Germany,Europe,Munich,,48.137428283691406,11.57548999786377,https://www.fraunhofer.de,9790,571679,4,3,Europe
I49324905,Equinor (Norway),https://ror.org/017mte255,company,NO,Norway,Europe,Stavanger,,58.97005081176758,5.733320236206055,https://www.equinor.com,7554,295252,1,2,Europe
I5023651,McGill University,https://ror.org/01pxwe438,education,CA,Canada,Americas,Montreal,,45.50883865356445,-73.58780670166016,https://www.mcgill.ca,280854,26485393,1,1,North America
I50760025,Hangzhou Dianzi University,https://ror.org/0576gt767,education,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,https://www.hdu.edu.cn,31939,1059990,2,2,Asia
I5124864,École Polytechnique Fédérale de Lausanne,https://ror.org/02s376052,education,CH,Switzerland,Europe,Lausanne,,46.51599884033203,6.632820129394531,http://www.epfl.ch,153707,18633140,6,11,Europe
I51342185,Minneapolis College of Art and Design,https://ror.org/05mra7z37,education,US,United States,Americas,Minneapolis,,44.9799690246582,-93.26383972167967,http://mcad.edu/,135,1590,1,1,North America
I51441396,Bauhaus-Universität Weimar,https://ror.org/033bb5z47,education,DE,Germany,Europe,Weimar,,50.98030090332031,11.32903003692627,https://www.uni-weimar.de,6663,293079,5,9,Europe
I51532219,University of Lincoln,https://ror.org/03yeq9x20,education,GB,United Kingdom,Europe,Lincoln,,53.226829528808594,-0.5379199981689453,https://www.lincoln.ac.uk,15638,490337,1,1,Europe
I51556381,University of Virginia,https://ror.org/0153tk833,education,US,United States,Americas,Charlottesville,,38.0293083190918,-78.47667694091797,https://virginia.edu,190863,17073452,2,3,North America
I51783024,Brandenburg University of Technology Cottbus-Senftenberg,https://ror.org/02wxx3e24,education,DE,Germany,Europe,Senftenberg,,51.525169372558594,14.00164031982422,https://www.b-tu.de,12927,358061,2,1,Europe
I52099693,University of York,https://ror.org/04m01e293,education,GB,United Kingdom,Europe,York,,53.9576301574707,-1.082710027694702,https://www.york.ac.uk,93703,7068715,1,2,Europe
I52357470,The Ohio State University,https://ror.org/00rs6vg23,education,US,United States,Americas,Columbus,,39.961181640625,-82.99878692626953,http://www.osu.edu/,353992,27991391,75,98,North America
I52669646,Western Washington University,https://ror.org/05wn7r715,education,US,United States,Americas,Bellingham,,48.75954818725586,-122.48822021484376,https://www.wwu.edu,11998,466468,1,4,North America
I5343935,Guilin University of Electronic Technology,https://ror.org/05arjae42,education,CN,China,Asia,Guilin,,25.281644821166992,110.3372802734375,http://www.gliet.edu.cn/,23370,686528,1,1,Asia
I53964585,Weizmann Institute of Science,https://ror.org/0316ej306,education,IL,Israel,Asia,Rehovot,,31.894210815429688,34.811988830566406,http://www.weizmann.ac.il/pages/,75917,12900633,5,7,Asia
I55538621,China Jiliang University,https://ror.org/05v1y0t93,education,CN,China,Asia,Hangzhou,,30.319089889526367,120.36405181884766,http://english.cjlu.edu.cn/,19107,766462,1,1,Asia
I5561750,University of Bari Aldo Moro,https://ror.org/027ynra39,education,IT,Italy,Europe,Bari,,41.12065887451172,16.86981964111328,https://www.uniba.it,74883,6170564,1,1,Europe
I55712492,Zhejiang University of Technology,https://ror.org/02djqfd08,education,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,https://www.zjut.edu.cn,57288,3329757,4,4,Asia
I55732556,Arizona State University,https://ror.org/03efmqc40,education,US,United States,Americas,Tempe,,33.41476821899414,-111.90930938720705,https://www.asu.edu,181018,13195737,46,54,North America
I55769427,Indiana University – Purdue University Indianapolis,https://ror.org/05gxnyn08,education,US,United States,Americas,Indianapolis,,39.76837921142578,-86.15804290771484,http://www.iupui.edu,133169,12424685,5,6,North America
I5593406,Universitat Ramon Llull,https://ror.org/04p9k2z50,education,ES,Spain,Europe,Barcelona,,41.388790130615234,2.158989906311035,https://www.url.edu,11254,446250,1,1,Europe
I56590836,Monash University,https://ror.org/02bfwt286,education,AU,Australia,Oceania,Melbourne,,-37.81399917602539,144.96331787109375,https://www.monash.edu,253991,19655064,31,46,Oceania
I56858762,Universidad Nacional del Sur,https://ror.org/028crwz56,education,AR,Argentina,Americas,Bahía Blanca,,-38.71760177612305,-62.26544952392578,https://www.uns.edu.ar,16164,456834,4,11,South America
I57201433,Università della Svizzera italiana,https://ror.org/03c4atk17,education,CH,Switzerland,Europe,Lugano,,46.01007843017578,8.960040092468262,https://www.usi.ch,14536,723549,1,1,Europe
I57206974,New York University,https://ror.org/0190ak572,education,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,https://www.nyu.edu,268093,26579068,42,71,North America
I57664883,Ajou University,https://ror.org/03tzb2h73,education,KR,"Korea, Republic of",Asia,Suwon,,37.29111099243164,127.0088882446289,https://www.ajou.ac.kr,39245,1949817,1,4,Asia
I58610484,Seattle University,https://ror.org/02jqc0m91,education,US,United States,Americas,Seattle,,47.60620880126953,-122.33206939697266,https://www.seattleu.edu/,46804,7394269,1,3,North America
I59105498,Swisscom (Switzerland),https://ror.org/04t1f4f50,company,CH,Switzerland,Europe,Bern,,46.977535247802734,7.465098857879639,https://www.swisscom.ch/en,1003,23248,4,3,Europe
I592451,Indiana University,https://ror.org/01kg8sb98,education,US,United States,Americas,Bloomington,,39.16532897949219,-86.5263900756836,http://www.iu.edu/,71306,2825702,12,14,North America
I59270414,Indian Institute of Science Bangalore,https://ror.org/04dese585,education,IN,India,Asia,Bengaluru,,13.02127456665039,77.56576538085938,http://www.iisc.ernet.in/,82937,4105162,6,3,Asia
I59433898,Brunel University of London,https://ror.org/00dn4t376,education,GB,United Kingdom,Europe,London,,51.50852966308594,-0.1257400065660476,https://www.brunel.ac.uk,48651,3102278,1,1,Europe
I59553526,Stony Brook University,https://ror.org/05qghxh33,education,US,United States,Americas,Stony Brook,,40.92565155029297,-73.14093780517578,https://www.stonybrook.edu,120393,12602337,92,150,North America
I59857034,John Cabot University,https://ror.org/01fjdq469,education,IT,Italy,Europe,Rome,,41.89382553100586,12.467310905456545,https://www.johncabot.edu/,676,11033,1,1,Europe
I60200437,Potsdam Institute for Climate Impact Research,https://ror.org/03e8s1d88,facility,DE,Germany,Europe,Potsdam,,52.38128280639648,13.064151763916016,https://www.pik-potsdam.de/,12893,1656863,1,2,Europe
I60488453,Middlesex University,https://ror.org/01rv4p989,education,GB,United Kingdom,Europe,London,,51.50852966308594,-0.1257400065660476,https://www.mdx.ac.uk,15940,759427,5,14,Europe
I6059380,University of Baltimore,https://ror.org/024gw2733,education,US,United States,Americas,Baltimore,,39.29037857055664,-76.61219024658203,http://www.ubalt.edu,20475,1388338,1,2,North America
I60922564,Naver (South Korea),https://ror.org/04nzrnx83,company,KR,"Korea, Republic of",Asia,Seongnam-si,,37.36019515991211,127.10731506347656,https://www.navercorp.com,1635,105587,2,4,Asia
I61057504,Fujian Agriculture and Forestry University,https://ror.org/04kx2sy84,education,CN,China,Asia,Fuzhou,,26.061389923095703,119.3061065673828,http://english.fafu.edu.cn/,32406,2061823,1,2,Asia
I61937129,Jackson State University,https://ror.org/01ecnnp60,education,US,United States,Americas,Jackson,Mississippi,32.295982360839844,-90.20465850830078,http://www.jsums.edu/,7344,528288,1,2,North America
I62318514,University of Duisburg-Essen,https://ror.org/04mz5ra38,education,DE,Germany,Europe,Essen,,51.45656967163086,7.012279987335205,https://www.uni-due.de,77676,4770990,8,8,Europe
I62916508,Technical University of Munich,https://ror.org/02kkvpp62,education,DE,Germany,Europe,Munich,,48.137428283691406,11.57548999786377,https://www.tum.de,203602,17151502,16,27,Europe
I63533367,General Atomics (United States),https://ror.org/03ngjpk76,company,US,United States,Americas,San Diego,,32.7157096862793,-117.16471862792967,http://www.ga.com/,9432,1253463,1,2,North America
I63966007,Massachusetts Institute of Technology,https://ror.org/042nb2s44,education,US,United States,Americas,Cambridge,,42.375099182128906,-71.1056137084961,https://web.mit.edu,330654,61993701,24,32,North America
I65837984,Kobe University,https://ror.org/03tgsfw79,education,JP,Japan,Asia,Kobe,,34.69129943847656,135.18299865722656,http://www.kobe-u.ac.jp/en/alumni/index.html,87843,6573146,1,1,Asia
I66862912,Chalmers University of Technology,https://ror.org/040wg7k59,education,SE,Sweden,Europe,Gothenburg,,57.70716094970703,11.966790199279783,https://www.chalmers.se,83713,5253333,3,4,Europe
I66867065,East China Normal University,https://ror.org/02n96ep67,education,CN,China,Asia,Shanghai,,31.22221946716309,121.45806121826172,https://www.ecnu.edu.cn,76457,4648285,8,12,Asia
I66906201,University of Yamanashi,https://ror.org/059x21724,education,JP,Japan,Asia,Kofu,,35.6783332824707,138.57305908203125,http://www.yamanashi.ac.jp/,22918,1218104,1,4,Asia
I66943878,De Montfort University,https://ror.org/0312pnr83,education,GB,United Kingdom,Europe,Leicester,,52.63859939575195,-1.1316900253295898,https://www.dmu.ac.uk,21531,676035,1,3,Europe
I66946132,"University of Maryland, College Park",https://ror.org/047s2c258,education,US,United States,Americas,College Park,,38.98067092895508,-76.93692016601562,https://umd.edu,226707,22371338,67,83,North America
I67031392,Carleton University,https://ror.org/02qtvee93,education,CA,Canada,Americas,Ottawa,,45.411170959472656,-75.6981201171875,https://carleton.ca,72240,4243287,3,2,North America
I67311998,European Organization for Nuclear Research,https://ror.org/01ggx4157,facility,CH,Switzerland,Europe,Geneva,,46.20222091674805,6.145689964294434,https://home.web.cern.ch,72682,48531225,2,2,Europe
I67415387,Lancaster University,https://ror.org/04f2nsd36,education,GB,United Kingdom,Europe,Lancaster,,54.04648971557617,-2.799880027770996,https://www.lancaster.ac.uk,75994,6014080,4,9,Europe
I67900169,Chung-Ang University,https://ror.org/01r024a98,education,KR,"Korea, Republic of",Asia,Seoul,,37.504150390625,126.95693969726562,http://neweng.cau.ac.kr/,43418,1894942,1,1,Asia
I68891433,Indian Institute of Technology Delhi,https://ror.org/049tgcd06,education,IN,India,Asia,New Delhi,,28.62137031555176,77.21479797363281,https://home.iitd.ac.in,62130,2681771,2,2,Asia
I68947357,Université de Strasbourg,https://ror.org/00pg6eq24,education,FR,France,Europe,Strasbourg,,48.58391952514648,7.745530128479004,https://www.unistra.fr,73563,6246619,2,4,Europe
I68956291,Martin Luther University Halle-Wittenberg,https://ror.org/05gqaka33,education,DE,Germany,Europe,Halle,,51.4815788269043,11.979470252990724,http://www.uni-halle.de/?lang=en,75500,3336295,2,2,Europe
