author_id,n_papers,total_citations,n_awards,display_name,doi_list
A5101569034,1,202.0,0,Daniel M. Gruen,"[""10.1109/tvcg.2010.129""]"
A5101579765,1,10.0,0,Tianxiang Chen,"[""10.1109/vast50239.2020.00015""]"
A5101586565,1,10.0,0,Jing Deng,"[""10.1109/tvcg.2023.3326943""]"
A5101588019,1,39.0,0,Jinyan Chen,"[""10.1109/tvcg.2014.2346898""]"
A5101598415,1,90.0,0,Xosé Manuel Dasilva,"[""10.1109/visual.2001.964545""]"
A5101602915,1,17.0,0,Ji Ma,"[""10.1109/tvcg.2022.3209352""]"
A5101603009,1,47.0,0,Mengyu Zhou,"[""10.1109/tvcg.2021.3114826""]"
A5101613966,1,1.0,0,Christian Wolf,"[""10.1109/tvcg.2021.3114683""]"
A5101619976,1,11.0,0,Mingxu Zhou,"[""10.1109/tvcg.2023.3326524""]"
A5101621126,2,127.0,0,Yang Jing,"[""10.1109/tvcg.2014.2346445"", ""10.1109/vast.2006.261433""]"
A5101626365,2,15.0,1,Jiashu Chen,"[""10.1109/tvcg.2023.3326934"", ""10.1109/tvcg.2024.3456386""]"
A5101634159,1,5.0,1,Meng Chieh Lee,"[""10.1109/tvcg.2022.3209403""]"
A5101635167,1,19.0,0,Ye Yuan,"[""10.1109/tvcg.2013.219""]"
A5101637594,1,5.0,0,Guizhen Wang,"[""10.1109/vast50239.2020.00012""]"
A5101637750,1,10.0,0,Jiang Wu,"[""10.1109/visual.1993.398855""]"
A5101640687,1,8.0,0,David Groß,"[""10.1109/tvcg.2020.3028954""]"
A5101645589,1,32.0,0,Qi Liao,"[""10.1109/vast.2011.6102458""]"
A5101646087,1,16.0,1,Yuge Zhang,"[""10.1109/tvcg.2024.3456320""]"
A5101648116,1,0.0,0,R. Franco,"[""10.1109/visual.1996.568132""]"
A5101657309,2,34.0,0,Xinyi Huang,"[""10.1109/tvcg.2020.3030384"", ""10.1109/tvcg.2021.3114853""]"
A5101658503,1,9.0,0,Stefan Günther,"[""10.1109/tvcg.2015.2467291""]"
A5101659527,2,24.0,0,Adam Huang,"[""10.1109/visual.2002.1183808"", ""10.1109/visual.2005.1532806""]"
A5101659707,2,87.0,0,Feng Luo,"[""10.1109/tvcg.2018.2865020"", ""10.1109/vast50239.2020.00014""]"
A5101663815,1,78.0,0,Sohaib Ghani,"[""10.1109/tvcg.2013.223""]"
A5101666011,3,111.0,0,Baining Guo,"[""10.1109/vast.2014.7042494"", ""10.1109/vast.2016.7883511"", ""10.1109/visual.1995.480789""]"
A5101678991,1,17.0,0,Yukai Guo,"[""10.1109/tvcg.2023.3326588""]"
A5101683904,3,116.0,0,Shuai Chen,"[""10.1109/tvcg.2019.2934263"", ""10.1109/vast.2016.7883510"", ""10.1109/vast.2017.8585638""]"
A5101687497,1,59.0,0,A. Ravishankar Rao,"[""10.1109/visual.1993.398872""]"
A5101693655,1,5.0,0,Yiyao Wang,"[""10.1109/tvcg.2023.3327371""]"
A5101695356,2,40.0,0,Christoph M. Hoffmann,"[""10.1109/tvcg.2010.127"", ""10.1109/visual.2003.1250422""]"
A5101697214,1,37.0,1,Huan Song,"[""10.1109/tvcg.2022.3209465""]"
A5101700128,1,14.0,0,Mingdong Zhang,"[""10.1109/tvcg.2020.3030377""]"
A5101701031,1,103.0,0,Ye Yu,"[""10.1109/tvcg.2017.2744159""]"
A5101701414,1,4.0,0,Yuxiao Li,"[""10.1109/tvcg.2024.3456337""]"
A5101702273,1,5.0,0,Liying Sun,"[""10.1109/visual.2004.106""]"
A5101702914,1,172.0,0,Xiaoke Huang,"[""10.1109/tvcg.2015.2467771""]"
A5101703488,1,5.0,0,Yifan Wu,"[""10.1109/tvcg.2023.3326513""]"
A5101708967,1,7.0,0,Shuai Wei,"[""10.1109/tvcg.2023.3326925""]"
A5101716397,1,24.0,0,Tae Jung Kim,"[""10.1109/tvcg.2016.2598796""]"
A5101716674,1,47.0,0,Mi Chen,"[""10.1109/tvcg.2007.70565""]"
A5101722804,1,78.0,0,Francisco Javier Rodríguez Díaz,"[""10.1109/tvcg.2015.2467324""]"
A5101723114,1,7.0,0,Chen Yu,"[""10.1109/vast.2008.4677369""]"
A5101724128,1,30.0,0,Kenji Shimada,"[""10.1109/tvcg.2006.167""]"
A5101724217,1,7.0,0,Thomas G. Smith,"[""10.1109/vast.2008.4677369""]"
A5101724996,2,66.0,0,Fan Hong,"[""10.1109/tvcg.2014.2346416"", ""10.1109/tvcg.2017.2744059""]"
A5101728710,6,628.0,1,Haesun Park,"[""10.1109/tvcg.2013.212"", ""10.1109/tvcg.2015.2467615"", ""10.1109/tvcg.2016.2598446"", ""10.1109/vast.2009.5332629"", ""10.1109/vast.2010.5652443"", ""10.1109/vast47406.2019.8986922""]"
A5101731167,1,23.0,0,Huaqiang Zhang,"[""10.1109/tvcg.2021.3114878""]"
A5101731429,1,38.0,0,Jingtao Zhou,"[""10.1109/tvcg.2020.3030433""]"
A5101738811,2,88.0,0,Zhenyu Cheryl Qian,"[""10.1109/tvcg.2019.2934603"", ""10.1109/vast.2009.5333020""]"
A5101751664,1,17.0,1,Tian Gao,"[""10.1109/tvcg.2022.3209409""]"
A5101752888,1,29.0,0,Changhong Zhang,"[""10.1109/tvcg.2019.2934667""]"
A5101757192,1,45.0,0,Kaixin Chen,"[""10.1109/tvcg.2020.3030461""]"
A5101764191,1,64.0,1,Michael Hofmann,"[""10.1109/tvcg.2020.3030350""]"
A5101768831,1,32.0,0,Rui Li,"[""10.1109/vast.2011.6102458""]"
A5101769619,8,387.0,2,Dongyu Liu,"[""10.1109/tvcg.2016.2598432"", ""10.1109/tvcg.2018.2865018"", ""10.1109/tvcg.2021.3114832"", ""10.1109/tvcg.2021.3114836"", ""10.1109/tvcg.2021.3114864"", ""10.1109/tvcg.2022.3209452"", ""10.1109/tvcg.2024.3456373"", ""10.1109/tvcg.2024.3456398""]"
A5101776978,2,31.0,0,Chenyang Zhang,"[""10.1109/tvcg.2022.3209440"", ""10.1109/tvcg.2023.3326929""]"
A5101789267,1,6.0,0,Tianqi Song,"[""10.1109/tvcg.2023.3327376""]"
A5101789836,10,560.0,0,Haidong Zhang,"[""10.1109/tvcg.2019.2934398"", ""10.1109/tvcg.2019.2934613"", ""10.1109/tvcg.2019.2934785"", ""10.1109/tvcg.2020.3030351"", ""10.1109/tvcg.2020.3030448"", ""10.1109/tvcg.2021.3114826"", ""10.1109/tvcg.2022.3209357"", ""10.1109/tvcg.2023.3326522"", ""10.1109/tvcg.2023.3327197"", ""10.1109/tvcg.2023.3327376""]"
A5101793577,1,58.0,1,Yuri Ivanov,"[""10.1109/tvcg.2007.70621""]"
A5101795131,1,13.0,0,Yubo Tao,"[""10.1109/tvcg.2012.267""]"
A5101797040,1,111.0,0,Chengliang Chai,"[""10.1109/tvcg.2021.3114848""]"
A5101808237,1,1.0,0,Jinta Zheng,"[""10.1109/tvcg.2023.3326927""]"
A5101809615,2,7.0,0,Daniel Braun,"[""10.1109/tvcg.2023.3326576"", ""10.1109/tvcg.2024.3456305""]"
A5101815630,3,67.0,0,Shahid Latif,"[""10.1109/tvcg.2018.2865022"", ""10.1109/tvcg.2019.2934669"", ""10.1109/tvcg.2021.3114802""]"
A5101819708,2,35.0,0,Sihang Li,"[""10.1109/tvcg.2019.2934263"", ""10.1109/tvcg.2022.3209482""]"
A5101824064,1,24.0,0,Jeongjin Lee,"[""10.1109/tvcg.2016.2598796""]"
A5101824160,1,111.0,0,Nan Tang,"[""10.1109/tvcg.2021.3114848""]"
A5101829011,2,29.0,0,Jun Tao,"[""10.1109/tvcg.2018.2864808"", ""10.1109/tvcg.2022.3209453""]"
A5101829426,1,19.0,0,Chang Jiang,"[""10.1109/tvcg.2023.3326929""]"
A5101839682,1,9.0,0,Steffen Lemke,"[""10.1109/tvcg.2015.2467291""]"
A5101839749,1,21.0,0,Yongxian Zhang,"[""10.1109/tvcg.2010.192""]"
A5101842842,1,50.0,1,Jan Friedrich,"[""10.1109/tvcg.2010.166""]"
A5101848597,1,13.0,0,Yan Lyu,"[""10.1109/tvcg.2019.2934657""]"
A5101854577,1,4.0,0,Simon Schröder,"[""10.1109/tvcg.2012.283""]"
A5101855382,1,12.0,0,Yuanyuan Chen,"[""10.1109/vast50239.2020.00011""]"
A5101862600,1,66.0,0,Ran Tao,"[""10.1109/tvcg.2007.70571""]"
A5101866229,1,122.0,0,Zhuofeng Wu,"[""10.1109/tvcg.2014.2346433""]"
A5101866911,1,18.0,0,Jian Chen,"[""10.1109/vast.2015.7347628""]"
A5101867156,1,69.0,0,Yingchao Wang,"[""10.1109/tvcg.2018.2865020""]"
A5101880832,3,133.0,0,Bao Chen,"[""10.1109/tvcg.2017.2745859"", ""10.1109/tvcg.2018.2864912"", ""10.1109/tvcg.2019.2934783""]"
A5101881825,1,24.0,1,Jie Xu,"[""10.1109/tvcg.2022.3209373""]"
A5101883722,1,12.0,0,Weijia Xu,"[""10.1109/vast.2011.6102462""]"
A5101886244,1,43.0,0,Hong Han,"[""10.1109/vast.2014.7042486""]"
A5101892069,1,50.0,1,Chunming Chen,"[""10.1109/tvcg.2016.2598604""]"
A5101893193,1,43.0,0,Fangzhou Guo,"[""10.1109/tvcg.2018.2865139""]"
A5101894423,1,69.0,0,Lin Shao,"[""10.1109/vast.2014.7042480""]"
A5101896195,1,98.0,0,Guowei Huang,"[""10.1109/tvcg.2015.2468151""]"
A5101897241,1,78.0,0,Ming Dong,"[""10.1109/tvcg.2009.140""]"
A5101898507,2,113.0,0,I. Demir,"[""10.1109/tvcg.2014.2346448"", ""10.1109/vast.2015.7347634""]"
A5101907560,3,34.0,1,Hyunwook Lee,"[""10.1109/tvcg.2022.3209462"", ""10.1109/tvcg.2023.3327201"", ""10.1109/tvcg.2024.3456340""]"
A5101908670,8,378.0,2,Yang Shi,"[""10.1109/tvcg.2020.3030403"", ""10.1109/tvcg.2021.3114774"", ""10.1109/tvcg.2021.3114775"", ""10.1109/tvcg.2022.3209409"", ""10.1109/tvcg.2022.3209428"", ""10.1109/tvcg.2022.3209461"", ""10.1109/tvcg.2022.3209486"", ""10.1109/tvcg.2023.3327200""]"
A5101912154,1,28.0,0,Lu Chen,"[""10.1109/tvcg.2021.3114765""]"
A5101913449,9,462.0,0,Chaoli Wang,"[""10.1109/tvcg.2006.159"", ""10.1109/tvcg.2008.140"", ""10.1109/tvcg.2011.246"", ""10.1109/tvcg.2015.2468031"", ""10.1109/tvcg.2018.2864808"", ""10.1109/tvcg.2019.2934255"", ""10.1109/tvcg.2020.3030346"", ""10.1109/tvcg.2024.3456342"", ""10.1109/visual.2003.1250402""]"
A5101919507,1,12.0,0,Zhendong Yang,"[""10.1109/vast50239.2020.00011""]"
A5101921643,1,7.0,0,Ziqi Ye,"[""10.1109/tvcg.2022.3209481""]"
A5101922351,1,11.0,0,Ameya Patil,"[""10.1109/tvcg.2022.3209426""]"
A5101928782,1,55.0,0,James S. Walker,"[""10.1109/tvcg.2015.2467751""]"
A5101933711,1,81.0,0,Ashish Kapoor,"[""10.1109/vast.2015.7347637""]"
A5101934910,1,12.0,0,Binjie Chen,"[""10.1109/vast50239.2020.00011""]"
A5101940061,3,434.0,1,G. Robertson,"[""10.1109/infvis.1999.801869"", ""10.1109/tvcg.2008.125"", ""10.1109/vast.2008.4677364""]"
A5101940168,1,22.0,0,Thomas Ernst,"[""10.1109/visual.2004.70""]"
A5101942464,1,73.0,0,Yusi Wang,"[""10.1109/tvcg.2017.2744098""]"
A5101947686,1,19.0,0,Kaiyi Zhang,"[""10.1109/tvcg.2019.2934783""]"
A5101949918,1,22.0,1,Shaoyu Chen,"[""10.1109/tvcg.2023.3327396""]"
A5101952408,1,6.0,1,Tao Ju,"[""10.1109/tvcg.2014.2346412""]"
A5101954311,1,4.0,0,Yongfeng Qiu,"[""10.1109/tvcg.2024.3456337""]"
A5101958227,1,31.0,0,Bin Zhu,"[""10.1109/tvcg.2020.3030351""]"
A5101961269,1,4.0,0,Duc Minh Nguyen,"[""10.1109/tvcg.2024.3456340""]"
A5101963152,1,5.0,0,Ayush Kumar,"[""10.1109/visual.2003.1250405""]"
A5101967249,1,45.0,0,Zhonghua Lu,"[""10.1109/tvcg.2020.3030461""]"
A5101970468,1,7.0,0,Wei Xu,"[""10.1109/tvcg.2010.211""]"
A5101970777,1,5.0,0,Bo Pan,"[""10.1109/tvcg.2023.3327371""]"
A5101971518,1,94.0,0,Yingyu Wu,"[""10.1109/tvcg.2016.2598416""]"
A5101971581,1,19.0,0,Haibin Liu,"[""10.1109/vast.2016.7883513""]"
A5101976576,1,34.0,0,Han Hu,"[""10.1109/visual.2000.885692""]"
A5101982517,1,6.0,1,Chuhan Zhang,"[""10.1109/tvcg.2024.3456150""]"
A5101984980,1,19.0,0,Cong Wu,"[""10.1109/tvcg.2019.2934434""]"
A5101985412,1,270.0,0,Chandan K. Reddy,"[""10.1109/tvcg.2013.212""]"
A5101994805,3,394.0,0,David Levin,"[""10.1109/visual.1996.567812"", ""10.1109/visual.1999.10189410"", ""10.1109/visual.2001.964489""]"
A5101997668,4,203.0,0,Ming Hao,"[""10.1109/infvis.1999.801867"", ""10.1109/infvis.2005.1532148"", ""10.1109/vast.2007.4389001"", ""10.1109/vast.2009.5333919""]"
A5101998785,1,39.0,0,Liting Sun,"[""10.1109/tvcg.2014.2346898""]"
A5102002124,2,134.0,0,Jonathan Cohen,"[""10.1109/tvcg.2007.70595"", ""10.1109/visual.1997.663908""]"
A5102006509,1,31.0,0,Mingjie Tang,"[""10.1109/tvcg.2019.2934671""]"
A5102007073,1,19.0,0,Yuanwu Cao,"[""10.1109/tvcg.2023.3326929""]"
A5102008970,1,49.0,0,Tao Li,"[""10.1109/tvcg.2018.2865230""]"
A5102013272,3,44.0,0,Guozheng Li,"[""10.1109/tvcg.2019.2934535"", ""10.1109/tvcg.2022.3209354"", ""10.1109/tvcg.2024.3456389""]"
A5102013833,2,38.0,0,Erik Sundén,"[""10.1109/tvcg.2011.211"", ""10.1109/tvcg.2012.206""]"
A5102013894,5,206.0,1,Lingyun Yu,"[""10.1109/tvcg.2012.217"", ""10.1109/tvcg.2015.2467202"", ""10.1109/tvcg.2019.2934332"", ""10.1109/tvcg.2023.3326517"", ""10.1109/tvcg.2024.3456368""]"
A5102015112,2,223.0,0,Cong Guo,"[""10.1109/tvcg.2013.150"", ""10.1109/tvcg.2015.2467619""]"
A5102018107,1,49.0,0,Zhimin Li,"[""10.1109/tvcg.2018.2865230""]"
A5102022483,7,245.0,0,Jing Hua,"[""10.1109/tvcg.2008.134"", ""10.1109/tvcg.2009.159"", ""10.1109/tvcg.2014.2346457"", ""10.1109/tvcg.2016.2598790"", ""10.1109/tvcg.2019.2934369"", ""10.1109/tvcg.2020.3030374"", ""10.1109/visual.2003.1250359""]"
A5102023823,4,190.0,0,Matthew Cooper,"[""10.1109/infvis.2005.1532138"", ""10.1109/tvcg.2009.117"", ""10.1109/tvcg.2018.2865042"", ""10.1109/vast.2016.7883518""]"
A5102024007,1,53.0,0,Zhipeng Wang,"[""10.1109/tvcg.2016.2598415""]"
A5102025383,1,29.0,0,Yuchen Yang,"[""10.1109/tvcg.2022.3209447""]"
A5102026182,2,45.0,0,Bo Ma,"[""10.1109/tvcg.2018.2864815"", ""10.1109/tvcg.2020.3030394""]"
A5102027050,2,75.0,0,John C. Anderson,"[""10.1109/tvcg.2007.70519"", ""10.1109/tvcg.2008.157""]"
A5102077545,1,46.0,0,Katherine J. Weaver,"[""10.1109/tvcg.2010.202""]"
A5102082175,1,48.0,0,Charl Botha,"[""10.1109/tvcg.2006.158""]"
A5102086582,2,106.0,0,José Manuel Cordero García,"[""10.1109/tvcg.2017.2744322"", ""10.1109/tvcg.2018.2864811""]"
A5102099828,1,3.0,0,Wenli Cai,"[""10.1109/visual.1997.663859""]"
A5102131000,2,176.0,0,Hongye Liang,"[""10.1109/tvcg.2018.2865041"", ""10.1109/tvcg.2020.3030359""]"
A5102139772,1,105.0,0,Cheng Tang,"[""10.1109/tvcg.2018.2864503""]"
A5102139936,1,88.0,0,Zhengyu Su,"[""10.1109/tvcg.2013.135""]"
A5102145315,1,69.0,0,Qinying Liao,"[""10.1109/tvcg.2015.2467554""]"
A5102148168,1,70.0,0,Yuli Gao,"[""10.1109/vast.2006.261425""]"
A5102150262,1,62.0,0,Wing Yan So,"[""10.1109/tvcg.2007.70596""]"
A5102152465,1,22.0,0,Hyunmo Kang,"[""10.1109/vast.2006.261426""]"
A5102185920,1,60.0,0,Diane Tang,"[""10.1109/vast.2007.4389008""]"
A5102234375,1,23.0,0,M. Shahriar Hossain,"[""10.1109/tvcg.2012.258""]"
A5102237129,1,12.0,0,Jianbo Peng,"[""10.1109/visual.2001.964500""]"
A5102266919,1,13.0,0,Min Shih,"[""10.1109/tvcg.2018.2864841""]"
A5102306926,4,82.0,0,Jinzhu Gao,"[""10.1109/tvcg.2006.175"", ""10.1109/visual.2003.1250391"", ""10.1109/visual.2004.110"", ""10.1109/visual.2005.1532794""]"
A5102325661,1,20.0,0,Hua‐lin Zhou,"[""10.1109/visual.2002.1183790""]"
A5102392400,1,50.0,0,Mike Roberts,"[""10.1109/tvcg.2014.2346371""]"
A5102490631,1,40.0,0,Xinran Hu,"[""10.1109/tvcg.2013.188""]"
A5102503989,1,2.0,0,Xu Liwen,"[""10.1109/tvcg.2024.3456392""]"
A5102535013,3,45.0,0,Ziyi Zheng,"[""10.1109/tvcg.2010.211"", ""10.1109/tvcg.2011.218"", ""10.1109/tvcg.2012.234""]"
A5102570823,1,14.0,0,Yun Hsin Kuo,"[""10.1109/tvcg.2023.3326578""]"
A5102571256,1,4.0,0,Keer Lu,"[""10.1109/tvcg.2023.3326944""]"
A5102706250,1,37.0,0,Haoxuan Wang,"[""10.1109/tvcg.2020.3030440""]"
A5102720655,1,11.0,0,Robert C. Cooper,"[""10.1109/tvcg.2009.203""]"
A5102725723,1,29.0,0,Yanyan Wang,"[""10.1109/tvcg.2018.2864911""]"
A5102737743,2,89.0,0,Mario Hlawitschka,"[""10.1109/tvcg.2008.143"", ""10.1109/visual.2005.1532773""]"
A5102742264,1,57.0,0,Zhang Song,"[""10.1109/tvcg.2009.112""]"
A5102743927,2,56.0,0,Shin’ichi Satoh,"[""10.1109/vast.2006.261433"", ""10.1109/vast.2007.4389003""]"
A5102751625,1,16.0,0,Sanghyun Hong,"[""10.1109/tvcg.2022.3209472""]"
A5102754191,2,28.0,0,He Wang,"[""10.1109/tvcg.2023.3326929"", ""10.1109/tvcg.2023.3327077""]"
A5102759669,9,511.0,0,Ye Zhao,"[""10.1109/tvcg.2014.2346445"", ""10.1109/tvcg.2015.2467771"", ""10.1109/tvcg.2016.2598416"", ""10.1109/tvcg.2019.2934671"", ""10.1109/tvcg.2020.3030384"", ""10.1109/tvcg.2021.3114853"", ""10.1109/vast.2011.6102447"", ""10.1109/vast.2014.7042486"", ""10.1109/visual.2004.24""]"
A5102762247,1,37.0,0,Wei Chen,"[""10.1109/visual.2004.38""]"
A5102771812,1,22.0,0,Wu Junqi,"[""10.1109/vast50239.2020.00013""]"
A5102773082,12,1074.0,2,Matthew O. Ward,"[""10.1109/infvis.1999.801858"", ""10.1109/infvis.2002.1173151"", ""10.1109/infvis.2003.1249015"", ""10.1109/infvis.2003.1249016"", ""10.1109/infvis.2004.15"", ""10.1109/infvis.2004.71"", ""10.1109/vast.2007.4389000"", ""10.1109/vast.2009.5333431"", ""10.1109/vast.2011.6102450"", ""10.1109/visual.1990.146386"", ""10.1109/visual.1994.346302"", ""10.1109/visual.1999.809866""]"
A5102773192,1,53.0,0,Cynthia Chen,"[""10.1109/tvcg.2023.3327163""]"
A5102773366,1,11.0,0,Junnan Hu,"[""10.1109/tvcg.2022.3209453""]"
A5102774532,1,29.0,0,Eric Liu,"[""10.1109/tvcg.2012.218""]"
A5102774906,1,26.0,0,Martin Eisemann,"[""10.1109/tvcg.2015.2467872""]"
A5102776250,2,24.0,0,Christopher R. Johnson,"[""10.1109/visual.1992.235178"", ""10.1109/visual.2005.1532794""]"
A5102787759,1,15.0,0,Qiang Guan,"[""10.1109/tvcg.2022.3209455""]"
A5102789360,4,92.0,0,Tobias Preußer,"[""10.1109/visual.1999.809904"", ""10.1109/visual.2000.885715"", ""10.1109/visual.2001.964494"", ""10.1109/visual.2004.32""]"
A5102792847,1,4.0,0,Jana Wilms,"[""10.1109/tvcg.2023.3326523""]"
A5102798174,1,6.0,0,Johanna Hartmann,"[""10.1109/tvcg.2023.3327185""]"
A5102801523,1,6.0,0,Michael J. Douma,"[""10.1109/tvcg.2009.183""]"
A5102817883,1,28.0,0,Yu Dong,"[""10.1109/tvcg.2019.2934535""]"
A5102818872,1,5.0,0,Konstantin Dmitriev,"[""10.1109/tvcg.2016.2598463""]"
A5102819951,2,50.0,0,Jonathas Costa,"[""10.1109/tvcg.2019.2934259"", ""10.1109/tvcg.2020.3030333""]"
A5102823484,1,1.0,0,Scott Campbell,"[""10.1109/vast.2006.261437""]"
A5102823810,1,61.0,0,Jonghun Park,"[""10.1109/tvcg.2014.2346454""]"
A5102831353,1,12.0,0,Suyog Dutt Jain,"[""10.1109/vast.2011.6102462""]"
A5102833835,2,32.0,0,Kenneth Moreland,"[""10.1109/tvcg.2007.70600"", ""10.1109/tvcg.2024.3456393""]"
A5102835648,1,18.0,0,Sarang Joshi,"[""10.1109/vast.2015.7347628""]"
A5102836607,1,31.0,0,Jiayun Fu,"[""10.1109/tvcg.2020.3030351""]"
A5102848944,1,59.0,0,Takafumi Saito,"[""10.1109/infvis.2005.1532144""]"
A5102858982,1,55.0,1,Chi Lun Lin,"[""10.1109/tvcg.2013.147""]"
A5102859075,1,0.0,0,Brian Hayden,"[""10.1109/visual.1994.346296""]"
A5102862658,2,21.0,0,Xiaoming Wei,"[""10.1109/visual.2001.964552"", ""10.1109/visual.2002.1183779""]"
A5102864747,1,29.0,0,Tingting Liu,"[""10.1109/tvcg.2019.2934796""]"
A5102867647,1,5.0,0,Xiuwen Liu,"[""10.1109/visual.1997.663925""]"
A5102869650,1,32.0,0,Cheng Zheng,"[""10.1109/vast.2007.4388993""]"
A5102870124,1,13.0,0,Carlos E. Ruiz,"[""10.1109/tvcg.2014.2346459""]"
A5102872139,1,22.0,0,Julian Heinrich,"[""10.1109/vast.2009.5333911""]"
A5102875460,1,19.0,0,Yuyan Song,"[""10.1109/tvcg.2006.117""]"
A5102878981,2,45.0,0,Ming C. Lin,"[""10.1109/visual.2001.964526"", ""10.1109/visual.2004.37""]"
A5102879101,1,3.0,0,Attila Szabo,"[""10.1109/tvcg.2024.3456315""]"
A5102880817,1,19.0,0,Kai Kang,"[""10.1109/tvcg.2013.219""]"
A5102881467,1,4.0,0,Qiang He,"[""10.1109/tvcg.2023.3326932""]"
A5102883524,1,141.0,0,Marco Hutter,"[""10.1109/tvcg.2017.2744818""]"
A5102901072,2,51.0,1,Graham T. Johnson,"[""10.1109/tvcg.2017.2744518"", ""10.1109/tvcg.2018.2864491""]"
A5102902131,11,718.0,3,Steffen Koch,"[""10.1109/tvcg.2012.277"", ""10.1109/tvcg.2013.186"", ""10.1109/tvcg.2014.2346677"", ""10.1109/tvcg.2015.2467621"", ""10.1109/tvcg.2015.2467871"", ""10.1109/tvcg.2020.3030420"", ""10.1109/tvcg.2020.3030467"", ""10.1109/tvcg.2021.3114800"", ""10.1109/vast.2009.5333564"", ""10.1109/vast.2014.7042495"", ""10.1109/vast.2016.7883507""]"
A5102908621,1,83.0,0,P.k. Dubey,"[""10.1109/tvcg.2009.164""]"
A5102912445,1,6.0,0,Hui Ma,"[""10.1109/visual.1995.480804""]"
A5102913756,1,4.0,1,Francis Nguyen,"[""10.1109/tvcg.2023.3326589""]"
A5102922863,1,30.0,0,Ngan Nguyen,"[""10.1109/tvcg.2020.3030415""]"
A5102923184,2,16.0,0,Chi Harold Liu,"[""10.1109/tvcg.2022.3209354"", ""10.1109/tvcg.2024.3456389""]"
A5102923390,11,923.0,1,Enrico Bertini,"[""10.1109/tvcg.2014.2346482"", ""10.1109/tvcg.2014.2346755"", ""10.1109/tvcg.2014.2346984"", ""10.1109/tvcg.2017.2746018"", ""10.1109/tvcg.2018.2864812"", ""10.1109/tvcg.2018.2865023"", ""10.1109/tvcg.2020.3030361"", ""10.1109/tvcg.2022.3209457"", ""10.1109/tvcg.2023.3326590"", ""10.1109/vast.2007.4389007"", ""10.1109/vast.2017.8585720""]"
A5102943951,1,12.0,0,Wen Jin,"[""10.1109/vast50239.2020.00011""]"
A5102949974,2,36.0,0,Xinwei Shi,"[""10.1109/visual.2004.36"", ""10.1109/visual.2005.1532822""]"
A5102956206,1,17.0,0,Yunzhe Wang,"[""10.1109/tvcg.2021.3114762""]"
A5102958138,1,5.0,0,Kaiyuan Tang,"[""10.1109/tvcg.2024.3456342""]"
A5102959274,6,195.0,0,Jaemin Jo,"[""10.1109/tvcg.2014.2346454"", ""10.1109/tvcg.2018.2865141"", ""10.1109/tvcg.2020.3030419"", ""10.1109/tvcg.2021.3114765"", ""10.1109/tvcg.2021.3114833"", ""10.1109/tvcg.2022.3209450""]"
A5102981760,2,114.0,0,Subhajit Das,"[""10.1109/tvcg.2017.2745078"", ""10.1109/tvcg.2020.3030443""]"
A5102981924,1,7.0,0,Ziheng Guo,"[""10.1109/tvcg.2022.3209459""]"
A5102985946,1,78.0,0,Yuki M. Asano,"[""10.1109/tvcg.2017.2744805""]"
A5102988664,3,102.0,0,Xiaoqiang Zheng,"[""10.1109/visual.2002.1183798"", ""10.1109/visual.2004.105"", ""10.1109/visual.2005.1532841""]"
A5102990231,1,3.0,0,Gustavo Moreira,"[""10.1109/tvcg.2024.3456353""]"
A5102993647,1,7.0,0,Federico Iuricich,"[""10.1109/tvcg.2023.3327182""]"
A5102996367,1,15.0,0,Svitlana Volkova,"[""10.1109/vast.2017.8585658""]"
A5103024385,1,20.0,0,Raquel Fernández,"[""10.1109/tvcg.2010.222""]"
A5103024860,1,111.0,0,Subodh Kumar,"[""10.1109/visual.1997.663904""]"
A5103027685,1,16.0,0,Robert Jacob,"[""10.1109/tvcg.2015.2468031""]"
A5103027961,1,15.0,0,Fábio Felix Dias,"[""10.1109/tvcg.2016.2599018""]"
A5103029140,1,0.0,0,Dilpreet Singh,"[""10.1109/tvcg.2020.3030456""]"
A5103032812,1,10.0,1,Soumyadeep Basu,"[""10.1109/tvcg.2023.3326582""]"
A5103036411,1,36.0,0,Seon Joo Kim,"[""10.1109/tvcg.2010.172""]"
A5103036749,1,0.0,0,Julián Méndez,"[""10.1109/tvcg.2021.3114866""]"
A5103039195,1,11.0,0,Richard Niemeier,"[""10.1109/visual.2001.964513""]"
A5103045373,1,23.0,0,Tim Gerrits,"[""10.1109/tvcg.2016.2598998""]"
A5103054696,1,43.0,0,Devin Singh,"[""10.1109/tvcg.2018.2864905""]"
A5103060523,1,88.0,0,S. S. Choi,"[""10.1109/tvcg.2007.70590""]"
A5103064768,1,11.0,0,Xin Liang,"[""10.1109/tvcg.2023.3326920""]"
A5103082414,1,22.0,0,Paul Craig,"[""10.1109/infvis.2003.1249023""]"
A5103082632,1,0.0,0,Christopher Hahn,"[""10.1109/tvcg.2021.3114866""]"
A5103083233,1,322.0,1,Dilip Krishnan,"[""10.1109/tvcg.2017.2744878""]"
A5103084682,10,450.0,3,Liang Gou,"[""10.1109/tvcg.2011.247"", ""10.1109/tvcg.2018.2864504"", ""10.1109/tvcg.2020.3030350"", ""10.1109/tvcg.2021.3114855"", ""10.1109/tvcg.2022.3209465"", ""10.1109/tvcg.2022.3209466"", ""10.1109/tvcg.2023.3326577"", ""10.1109/vast.2012.6400558"", ""10.1109/vast.2014.7042496"", ""10.1109/vast.2016.7883513""]"
