author_id,openalex_author_id_url,display_name,orcid,name_variants,source
A5005322254,https://openalex.org/A5005322254,M. G. Bostock,https://orcid.org/0000-0003-1172-7240,"[""M. G. Bostock""]",openalex
A5091278432,https://openalex.org/A5091278432,V. Ogievetsky,,"[""V. Ogievetsky""]",openalex
A5090570042,https://openalex.org/A5090570042,Jeffrey Heer,https://orcid.org/0000-0002-6175-1655,"[""Jeffrey Heer""]",openalex
A5031057530,https://openalex.org/A5031057530,Alexander Lex,https://orcid.org/0000-0001-6930-5468,"[""Alexander Lex""]",openalex
A5066335313,https://openalex.org/A5066335313,Nils Gehlenborg,https://orcid.org/0000-0003-0327-8297,"[""Nils Gehlenborg""]",openalex
A5084459196,https://openalex.org/A5084459196,Hendrik Strobelt,https://orcid.org/0000-0002-8995-1683,"[""Hendrik Strobelt""]",openalex
A5005306821,https://openalex.org/A5005306821,Romain Vuillemot,https://orcid.org/0000-0003-1447-6926,"[""Romain Vuillemot""]",openalex
A5043151044,https://openalex.org/A5043151044,Hanspeter Pfister,https://orcid.org/0000-0002-3620-2582,"[""Hanspeter Pfister""]",openalex
A5037053327,https://openalex.org/A5037053327,Edward Segel,,"[""Edward Segel""]",openalex
A5043973007,https://openalex.org/A5043973007,Danny Holten,,"[""Danny Holten""]",openalex
A5053349373,https://openalex.org/A5053349373,Ji Soo Yi,https://orcid.org/0000-0002-7545-3878,"[""Ji Soo Yi""]",openalex
A5088085186,https://openalex.org/A5088085186,Younah Kang,https://orcid.org/0000-0003-4981-6329,"[""Younah Kang""]",openalex
A5082668404,https://openalex.org/A5082668404,John Stasko,https://orcid.org/0000-0003-4129-7659,"[""John Stasko""]",openalex
A5114256927,https://openalex.org/A5114256927,Julie A. Jacko,,"[""Julie A. Jacko""]",openalex
A5079916657,https://openalex.org/A5079916657,Tamara Munzner,https://orcid.org/0000-0002-3294-3869,"[""Tamara Munzner""]",openalex
A5077783676,https://openalex.org/A5077783676,Arvind Satyanarayan,https://orcid.org/0000-0001-5564-635X,"[""Arvind Satyanarayan""]",openalex
A5006087928,https://openalex.org/A5006087928,Dominik Moritz,https://orcid.org/0000-0002-3110-1053,"[""Dominik Moritz""]",openalex
A5070061774,https://openalex.org/A5070061774,Kanit Wongsuphasawat,https://orcid.org/0000-0001-7231-279X,"[""Kanit Wongsuphasawat""]",openalex
A5037110552,https://openalex.org/A5037110552,Michael Sedlmair,https://orcid.org/0000-0001-7048-9292,"[""Michael Sedlmair""]",openalex
A5008627422,https://openalex.org/A5008627422,Miriah Meyer,https://orcid.org/0000-0002-8971-6245,"[""Miriah Meyer""]",openalex
A5104038125,https://openalex.org/A5104038125,Matthew Brehmer,https://orcid.org/0000-0001-5524-2291,"[""Matthew Brehmer""]",openalex
A5059594867,https://openalex.org/A5059594867,Fernanda Viégas,https://orcid.org/0000-0002-4951-4008,"[""Fernanda Viégas""]",openalex
A5039276358,https://openalex.org/A5039276358,Martin Wattenberg,https://orcid.org/0000-0003-0904-4862,"[""Martin Wattenberg""]",openalex
A5076532363,https://openalex.org/A5076532363,Frank van Ham,,"[""Frank van Ham""]",openalex
A5076584054,https://openalex.org/A5076584054,Jesse Kriss,,"[""Jesse Kriss""]",openalex
A5103711055,https://openalex.org/A5103711055,Matt McKeon,,"[""Matt McKeon""]",openalex
A5085342992,https://openalex.org/A5085342992,Peter Lindström,https://orcid.org/0000-0003-3817-4199,"[""Peter Lindström""]",openalex
A5109559450,https://openalex.org/A5109559450,B. Johnson,,"[""B. Johnson""]",openalex
A5052623072,https://openalex.org/A5052623072,Ben Shneiderman,https://orcid.org/0000-0002-8298-1097,"[""Ben Shneiderman""]",openalex
A5079183364,https://openalex.org/A5079183364,Alfred Inselberg,,"[""Alfred Inselberg""]",openalex
A5083885019,https://openalex.org/A5083885019,Bernard Dimsdale,,"[""Bernard Dimsdale""]",openalex
A5065943691,https://openalex.org/A5065943691,Michelle A. Borkin,https://orcid.org/0000-0002-8016-355X,"[""Michelle A. Borkin""]",openalex
A5088763686,https://openalex.org/A5088763686,Azalea A. Vo,,"[""Azalea A. Vo""]",openalex
A5011292436,https://openalex.org/A5011292436,Zoya Bylinskii,https://orcid.org/0000-0002-9746-9109,"[""Zoya Bylinskii""]",openalex
A5017456911,https://openalex.org/A5017456911,Phillip Isola,,"[""Phillip Isola""]",openalex
A5056953351,https://openalex.org/A5056953351,Shashank Sunkavalli,,"[""Shashank Sunkavalli""]",openalex
A5021257546,https://openalex.org/A5021257546,Aude Oliva,,"[""Aude Oliva""]",openalex
A5110827633,https://openalex.org/A5110827633,Nathalie Henry,,"[""Nathalie Henry""]",openalex
A5060725233,https://openalex.org/A5060725233,Jean‐Daniel Fekete,https://orcid.org/0000-0003-3770-8726,"[""Jean‐Daniel Fekete""]",openalex
A5056211536,https://openalex.org/A5056211536,Michael J. McGuffin,https://orcid.org/0000-0001-7782-5754,"[""Michael J. McGuffin""]",openalex
A5065868869,https://openalex.org/A5065868869,Nivan Ferreira,https://orcid.org/0000-0001-6631-4609,"[""Nivan Ferreira""]",openalex
A5029317616,https://openalex.org/A5029317616,Jorge Poco,https://orcid.org/0000-0001-9096-6287,"[""Jorge Poco""]",openalex
A5064720873,https://openalex.org/A5064720873,Huy T. Vo,https://orcid.org/0000-0002-5963-6615,"[""Huy T. Vo""]",openalex
A5006773757,https://openalex.org/A5006773757,Juliana Freire,https://orcid.org/0000-0003-3915-7075,"[""Juliana Freire""]",openalex
A5003584200,https://openalex.org/A5003584200,Claudio Silva,https://orcid.org/0000-0003-2452-2295,"[""Claudio Silva""]",openalex
A5107904995,https://openalex.org/A5107904995,Mengchen Liu,,"[""Mengchen Liu""]",openalex
A5011813023,https://openalex.org/A5011813023,Jiaxin Shi,https://orcid.org/0009-0006-9644-5072,"[""Jiaxin Shi""]",openalex
A5100332661,https://openalex.org/A5100332661,Zhen Li,https://orcid.org/0000-0003-1491-5714,"[""Zhen Li""]",openalex
A5028230846,https://openalex.org/A5028230846,Chongxuan Li,,"[""Chongxuan Li""]",openalex
A5100606995,https://openalex.org/A5100606995,Jun Zhu,https://orcid.org/0000-0002-6254-2388,"[""Jun Zhu""]",openalex
A5038775008,https://openalex.org/A5038775008,Shi‐Xia Liu,https://orcid.org/0000-0001-6104-4320,"[""Shi‐Xia Liu""]",openalex
A5072048687,https://openalex.org/A5072048687,Mark V. Pauly,https://orcid.org/0000-0003-4957-4825,"[""Mark V. Pauly""]",openalex
A5033076979,https://openalex.org/A5033076979,Markus Groß,https://orcid.org/0009-0003-9324-779X,"[""Markus Groß""]",openalex
A5036300670,https://openalex.org/A5036300670,Leif Kobbelt,https://orcid.org/0000-0002-7880-9470,"[""Leif Kobbelt""]",openalex
A5043312264,https://openalex.org/A5043312264,Martin Isenburg,,"[""Martin Isenburg""]",openalex
A5009369598,https://openalex.org/A5009369598,Jock D. Mackinlay,,"[""Jock D. Mackinlay""]",openalex
A5018111215,https://openalex.org/A5018111215,Pat Hanrahan,https://orcid.org/0000-0002-3474-9752,"[""Pat Hanrahan""]",openalex
A5103333640,https://openalex.org/A5103333640,Chris Stolte,,"[""Chris Stolte""]",openalex
A5088977284,https://openalex.org/A5088977284,Marco Tarini,https://orcid.org/0000-0003-2301-3173,"[""Marco Tarini""]",openalex
A5049441601,https://openalex.org/A5049441601,Paolo Cignoni,https://orcid.org/0000-0002-2686-8567,"[""Paolo Cignoni""]",openalex
A5031490866,https://openalex.org/A5031490866,C. Montani,,"[""C. Montani""]",openalex
A5110121255,https://openalex.org/A5110121255,George Robertson,,"[""George Robertson""]",openalex
A5106236427,https://openalex.org/A5106236427,G. Ellis,,"[""G. Ellis""]",openalex
A5026971062,https://openalex.org/A5026971062,Alan Dix,https://orcid.org/0000-0002-5242-7693,"[""Alan Dix""]",openalex
A5068008545,https://openalex.org/A5068008545,Jessica Hullman,https://orcid.org/0000-0001-6826-3550,"[""Jessica Hullman""]",openalex
A5079222963,https://openalex.org/A5079222963,Nicholas Diakopoulos,https://orcid.org/0000-0001-5005-6123,"[""Nicholas Diakopoulos""]",openalex
A5077148853,https://openalex.org/A5077148853,Anushka Anand,,"[""Anushka Anand""]",openalex
A5007124763,https://openalex.org/A5007124763,Bill Howe,https://orcid.org/0000-0001-8588-8472,"[""Bill Howe""]",openalex
A5043332743,https://openalex.org/A5043332743,Zachary Pousman,,"[""Zachary Pousman""]",openalex
A5040631193,https://openalex.org/A5040631193,Michael Mateas,https://orcid.org/0000-0002-1897-6293,"[""Michael Mateas""]",openalex
A5065341054,https://openalex.org/A5065341054,Sean Kandel,https://orcid.org/0000-0003-1377-6513,"[""Sean Kandel""]",openalex
A5071755113,https://openalex.org/A5071755113,Andreas Paepcke,,"[""Andreas Paepcke""]",openalex
A5043626252,https://openalex.org/A5043626252,Joseph M. Hellerstein,https://orcid.org/0000-0002-7712-4306,"[""Joseph M. Hellerstein""]",openalex
A5034277315,https://openalex.org/A5034277315,Niklas Elmqvist,https://orcid.org/0000-0001-5805-5301,"[""Niklas Elmqvist""]",openalex
A5032305401,https://openalex.org/A5032305401,Pierre Dragicevic,https://orcid.org/0000-0002-1854-5899,"[""Pierre Dragicevic""]",openalex
A5100653962,https://openalex.org/A5100653962,Weiwei Cui,https://orcid.org/0000-0003-0870-7628,"[""Weiwei Cui""]",openalex
A5065822896,https://openalex.org/A5065822896,Li Tan,https://orcid.org/0000-0002-2786-5958,"[""Li Tan""]",openalex
A5075947472,https://openalex.org/A5075947472,Conglei Shi,https://orcid.org/0000-0002-7067-8517,"[""Conglei Shi""]",openalex
A5020880385,https://openalex.org/A5020880385,Yangqiu Song,https://orcid.org/0000-0002-7818-6090,"[""Yangqiu Song""]",openalex
A5058252467,https://openalex.org/A5058252467,Zekai J. Gao,https://orcid.org/0000-0002-1886-1912,"[""Zekai J. Gao""]",openalex
A5091466289,https://openalex.org/A5091466289,Huamin Qu,https://orcid.org/0000-0002-3344-9694,"[""Huamin Qu""]",openalex
A5100784734,https://openalex.org/A5100784734,Xin Tong,https://orcid.org/0000-0001-8788-2453,"[""Xin Tong""]",openalex
A5010061027,https://openalex.org/A5010061027,Zuchao Wang,,"[""Zuchao Wang""]",openalex
A5010444353,https://openalex.org/A5010444353,Min Lü,,"[""Min Lü""]",openalex
A5038943746,https://openalex.org/A5038943746,Xiaoru Yuan,https://orcid.org/0000-0002-7233-980X,"[""Xiaoru Yuan""]",openalex
A5100696429,https://openalex.org/A5100696429,Junping Zhang,https://orcid.org/0000-0002-5924-3360,"[""Junping Zhang""]",openalex
A5025297422,https://openalex.org/A5025297422,Huub van de Wetering,https://orcid.org/0000-0002-0517-1322,"[""Huub van de Wetering""]",openalex
A5054633336,https://openalex.org/A5054633336,J. FEINBERG,,"[""J. FEINBERG""]",openalex
A5072827199,https://openalex.org/A5072827199,Marc Alexa,https://orcid.org/0000-0002-9854-8466,"[""Marc Alexa""]",openalex
A5014770241,https://openalex.org/A5014770241,Johannes Behr,https://orcid.org/0000-0002-1569-7870,"[""Johannes Behr""]",openalex
A5036688260,https://openalex.org/A5036688260,Daniel Cohen‐Or,https://orcid.org/0000-0001-6777-7445,"[""Daniel Cohen‐Or""]",openalex
A5041744005,https://openalex.org/A5041744005,Shachar Fleishman,,"[""Shachar Fleishman""]",openalex
A5101994805,https://openalex.org/A5101994805,David Levin,https://orcid.org/0000-0002-4145-8240,"[""David Levin""]",openalex
A5064075576,https://openalex.org/A5064075576,C.T. Silva,,"[""C.T. Silva""]",openalex
A5101940061,https://openalex.org/A5101940061,G. Robertson,https://orcid.org/0000-0002-7026-1383,"[""G. Robertson""]",openalex
A5036987560,https://openalex.org/A5036987560,Roland Fernandez,https://orcid.org/0000-0001-5038-9761,"[""Roland Fernandez""]",openalex
A5010157704,https://openalex.org/A5010157704,Danyel Fisher,https://orcid.org/0000-0002-9019-5889,"[""Danyel Fisher""]",openalex
A5100763132,https://openalex.org/A5100763132,Benjamin Lee,https://orcid.org/0000-0002-1171-4741,"[""Benjamin Lee""]",openalex
A5106653022,https://openalex.org/A5106653022,L. Byron,,"[""L. Byron""]",openalex
A5087449583,https://openalex.org/A5087449583,Jens Krüger,https://orcid.org/0000-0002-9197-0613,"[""Jens Krüger""]",openalex
A5029621326,https://openalex.org/A5029621326,Rüdiger Westermann,https://orcid.org/0000-0002-3394-0731,"[""Rüdiger Westermann""]",openalex
A5038705854,https://openalex.org/A5038705854,Dominik Sacha,,"[""Dominik Sacha""]",openalex
A5028513822,https://openalex.org/A5028513822,Andreas Stoffel,,"[""Andreas Stoffel""]",openalex
A5062766883,https://openalex.org/A5062766883,Florian Stoffel,,"[""Florian Stoffel""]",openalex
A5064480048,https://openalex.org/A5064480048,Bum Chul Kwon,https://orcid.org/0000-0002-9391-6274,"[""Bum Chul Kwon""]",openalex
A5011528639,https://openalex.org/A5011528639,Geoffrey Ellis,,"[""Geoffrey Ellis""]",openalex
A5073919282,https://openalex.org/A5073919282,Daniel A. Keim,https://orcid.org/0000-0001-7966-9740,"[""Daniel A. Keim""]",openalex
A5050965018,https://openalex.org/A5050965018,Daniel Smilkov,,"[""Daniel Smilkov""]",openalex
A5081809692,https://openalex.org/A5081809692,James Wexler,https://orcid.org/0009-0006-8105-6998,"[""James Wexler""]",openalex
A5085572000,https://openalex.org/A5085572000,Jimbo Wilson,,"[""Jimbo Wilson""]",openalex
A5104088352,https://openalex.org/A5104088352,Dandelion Mané,,"[""Dandelion Mané""]",openalex
A5037704134,https://openalex.org/A5037704134,Doug Fritz,,"[""Doug Fritz""]",openalex
A5103083233,https://openalex.org/A5103083233,Dilip Krishnan,https://orcid.org/0000-0002-9183-2886,"[""Dilip Krishnan""]",openalex
A5083454802,https://openalex.org/A5083454802,Tobias Isenberg,https://orcid.org/0000-0001-7953-8644,"[""Tobias Isenberg""]",openalex
A5024860629,https://openalex.org/A5024860629,Petra Isenberg,https://orcid.org/0000-0002-2948-6417,"[""Petra Isenberg""]",openalex
A5114860010,https://openalex.org/A5114860010,Chen Jian,https://orcid.org/0000-0002-1805-5275,"[""Chen Jian""]",openalex
A5060664606,https://openalex.org/A5060664606,Torsten Möller,https://orcid.org/0000-0003-1192-0710,"[""Torsten Möller""]",openalex
A5042382359,https://openalex.org/A5042382359,Christopher Collins,https://orcid.org/0000-0002-4520-7000,"[""Christopher Collins""]",openalex
A5052428595,https://openalex.org/A5052428595,Gerald Penn,https://orcid.org/0000-0003-3553-8305,"[""Gerald Penn""]",openalex
A5012561411,https://openalex.org/A5012561411,Sheelagh Carpendale,https://orcid.org/0000-0002-5127-9780,"[""Sheelagh Carpendale""]",openalex
A5019756314,https://openalex.org/A5019756314,Alan M. MacEachren,https://orcid.org/0000-0002-0356-7323,"[""Alan M. MacEachren""]",openalex
A5027014298,https://openalex.org/A5027014298,Anuj Jaiswal,,"[""Anuj Jaiswal""]",openalex
A5052151056,https://openalex.org/A5052151056,Anthony C. Robinson,https://orcid.org/0000-0002-5249-8010,"[""Anthony C. Robinson""]",openalex
A5061103977,https://openalex.org/A5061103977,Scott Pezanowski,https://orcid.org/0000-0001-5470-4925,"[""Scott Pezanowski""]",openalex
A5067447713,https://openalex.org/A5067447713,Alexander Savelyev,https://orcid.org/0000-0001-7849-7035,"[""Alexander Savelyev""]",openalex
A5009542542,https://openalex.org/A5009542542,Prasenjit Mitra,https://orcid.org/0000-0002-7530-9497,"[""Prasenjit Mitra""]",openalex
A5100320944,https://openalex.org/A5100320944,Xiao Zhang,https://orcid.org/0000-0003-3802-8300,"[""Xiao Zhang""]",openalex
A5026659841,https://openalex.org/A5026659841,Justine I. Blanford,https://orcid.org/0000-0003-0844-9390,"[""Justine I. Blanford""]",openalex
A5042350842,https://openalex.org/A5042350842,Minsuk Kahng,https://orcid.org/0000-0002-0291-6026,"[""Minsuk Kahng""]",openalex
A5091619219,https://openalex.org/A5091619219,Pierre Andrews,https://orcid.org/0000-0001-6780-7798,"[""Pierre Andrews""]",openalex
A5025259879,https://openalex.org/A5025259879,Aditya Kalro,,"[""Aditya Kalro""]",openalex
A5020153026,https://openalex.org/A5020153026,Duen Horng Chau,https://orcid.org/0000-0001-9824-3323,"[""Duen Horng Chau""]",openalex
A5061682032,https://openalex.org/A5061682032,Christian Tominski,https://orcid.org/0000-0001-7704-355X,"[""Christian Tominski""]",openalex
A5039180428,https://openalex.org/A5039180428,Heidrun Schumann,,"[""Heidrun Schumann""]",openalex
A5022699013,https://openalex.org/A5022699013,Gennady Andrienko,https://orcid.org/0000-0002-8574-6295,"[""Gennady Andrienko""]",openalex
A5057538550,https://openalex.org/A5057538550,Natalia Andrienko,https://orcid.org/0000-0003-3313-1560,"[""Natalia Andrienko""]",openalex
A5026789962,https://openalex.org/A5026789962,Sebastian Gehrmann,https://orcid.org/0000-0002-8257-9516,"[""Sebastian Gehrmann""]",openalex
A5062546146,https://openalex.org/A5062546146,Alexander M. Rush,https://orcid.org/0000-0002-9900-1606,"[""Alexander M. Rush""]",openalex
A5078536303,https://openalex.org/A5078536303,Samuel Gratzl,https://orcid.org/0000-0002-3712-8660,"[""Samuel Gratzl""]",openalex
A5042080340,https://openalex.org/A5042080340,Marc Streit,https://orcid.org/0000-0001-9186-2092,"[""Marc Streit""]",openalex
A5004813317,https://openalex.org/A5004813317,Nam Wook Kim,https://orcid.org/0000-0003-4899-6671,"[""Nam Wook Kim""]",openalex
A5004661296,https://openalex.org/A5004661296,Constance M. Bainbridge,https://orcid.org/0000-0003-3960-2845,"[""Constance M. Bainbridge""]",openalex
A5050670374,https://openalex.org/A5050670374,Chelsea Yeh,https://orcid.org/0000-0002-0502-8235,"[""Chelsea Yeh""]",openalex
A5002142835,https://openalex.org/A5002142835,Daniel Borkin,,"[""Daniel Borkin""]",openalex
A5103889000,https://openalex.org/A5103889000,James A. Wise,,"[""James A. Wise""]",openalex
A5085748011,https://openalex.org/A5085748011,J. Joshua Thomas,https://orcid.org/0000-0002-9992-6094,"[""J. Joshua Thomas""]",openalex
A5083194565,https://openalex.org/A5083194565,K.A. Pennock,,"[""K.A. Pennock""]",openalex
A5020379846,https://openalex.org/A5020379846,David B. Lantrip,,"[""David B. Lantrip""]",openalex
A5016462932,https://openalex.org/A5016462932,M. Pottier,,"[""M. Pottier""]",openalex
A5053144226,https://openalex.org/A5053144226,Anne Schur,,"[""Anne Schur""]",openalex
A5069793576,https://openalex.org/A5069793576,V.L. Crow,,"[""V.L. Crow""]",openalex
A5035982870,https://openalex.org/A5035982870,Alper Sarıkaya,https://orcid.org/0000-0003-0280-3707,"[""Alper Sarıkaya""]",openalex
A5036300289,https://openalex.org/A5036300289,Michael Correll,https://orcid.org/0000-0001-7902-3907,"[""Michael Correll""]",openalex
A5084098357,https://openalex.org/A5084098357,Lyn Bartram,https://orcid.org/0000-0002-7302-7365,"[""Lyn Bartram""]",openalex
A5047827833,https://openalex.org/A5047827833,Melanie Tory,https://orcid.org/0000-0002-6806-9253,"[""Melanie Tory""]",openalex
A5006225456,https://openalex.org/A5006225456,Christian Stolte,https://orcid.org/0000-0002-8228-4195,"[""Christian Stolte""]",openalex
A5045835385,https://openalex.org/A5045835385,Maneesh Agrawala,https://orcid.org/0000-0002-8996-7327,"[""Maneesh Agrawala""]",openalex
A5109345368,https://openalex.org/A5109345368,Mark A. Duchaineau,,"[""Mark A. Duchaineau""]",openalex
A5032170599,https://openalex.org/A5032170599,Murray Wolinsky,https://orcid.org/0000-0002-4670-7592,"[""Murray Wolinsky""]",openalex
A5005163328,https://openalex.org/A5005163328,David Sigeti,,"[""David Sigeti""]",openalex
A5031355567,https://openalex.org/A5031355567,Mark Miller,https://orcid.org/0000-0003-2422-2866,"[""Mark Miller""]",openalex
A5081686907,https://openalex.org/A5081686907,Charles G. Aldrich,https://orcid.org/0000-0002-8983-3652,"[""Charles G. Aldrich""]",openalex
A5081553336,https://openalex.org/A5081553336,Mark Mineev-Weinstein,,"[""Mark Mineev-Weinstein""]",openalex
A5031951061,https://openalex.org/A5031951061,Paulo Rauber,,"[""Paulo Rauber""]",openalex
A5053780707,https://openalex.org/A5053780707,Samuel G. Fadel,https://orcid.org/0000-0002-4459-4336,"[""Samuel G. Fadel""]",openalex
A5015267493,https://openalex.org/A5015267493,Alexandre X. Falcão,https://orcid.org/0000-0002-2914-5380,"[""Alexandre X. Falcão""]",openalex
A5024074640,https://openalex.org/A5024074640,Alexandru Telea,https://orcid.org/0000-0003-0750-0502,"[""Alexandru Telea""]",openalex
A5050022060,https://openalex.org/A5050022060,R. Amar,,"[""R. Amar""]",openalex
A5034670941,https://openalex.org/A5034670941,James Eagan,https://orcid.org/0000-0002-7107-7035,"[""James Eagan""]",openalex
A5100745766,https://openalex.org/A5100745766,Zhicheng Liu,https://orcid.org/0000-0002-1015-2759,"[""Zhicheng Liu""]",openalex
A5079469658,https://openalex.org/A5079469658,Wesley Willett,https://orcid.org/0000-0002-6793-3062,"[""Wesley Willett""]",openalex
A5025659588,https://openalex.org/A5025659588,Aleks Aris,,"[""Aleks Aris""]",openalex
A5070424474,https://openalex.org/A5070424474,Megan Monroe,,"[""Megan Monroe""]",openalex
A5060805711,https://openalex.org/A5060805711,Rongjian Lan,,"[""Rongjian Lan""]",openalex
A5010193332,https://openalex.org/A5010193332,Han‐Seung Lee,https://orcid.org/0000-0001-9776-5859,"[""Han‐Seung Lee""]",openalex
A5030084361,https://openalex.org/A5030084361,Catherine Plaisant,https://orcid.org/0000-0003-4049-5848,"[""Catherine Plaisant""]",openalex
A5021634649,https://openalex.org/A5021634649,S. Havre,,"[""S. Havre""]",openalex
A5000374095,https://openalex.org/A5000374095,Beth Hetzler,,"[""Beth Hetzler""]",openalex
A5041666965,https://openalex.org/A5041666965,Lucy Nowell,,"[""Lucy Nowell""]",openalex
A5010678395,https://openalex.org/A5010678395,Jibonananda Sanyal,https://orcid.org/0000-0002-7789-3199,"[""Jibonananda Sanyal""]",openalex
A5100366549,https://openalex.org/A5100366549,Song Zhang,https://orcid.org/0000-0002-8636-3018,"[""Song Zhang""]",openalex
A5021430711,https://openalex.org/A5021430711,Jamie Dyer,https://orcid.org/0000-0002-2480-9117,"[""Jamie Dyer""]",openalex
A5066767949,https://openalex.org/A5066767949,Alison R. Mercer,https://orcid.org/0000-0001-8110-4247,"[""Alison R. Mercer""]",openalex
A5110871918,https://openalex.org/A5110871918,P. Amburn,,"[""P. Amburn""]",openalex
A5056355204,https://openalex.org/A5056355204,Robert Moorhead,https://orcid.org/0000-0002-4642-7873,"[""Robert Moorhead""]",openalex
A5019444857,https://openalex.org/A5019444857,Hong Zhou,https://orcid.org/0000-0001-7393-7126,"[""Hong Zhou""]",openalex
A5030384394,https://openalex.org/A5030384394,Pak Chung Wong,https://orcid.org/0000-0001-8338-1790,"[""Pak Chung Wong""]",openalex
A5100452126,https://openalex.org/A5100452126,Xiaoming Li,https://orcid.org/0000-0002-3059-9793,"[""Xiaoming Li""]",openalex
A5056912277,https://openalex.org/A5056912277,Hugues Hoppe,https://orcid.org/0000-0002-9699-2539,"[""Hugues Hoppe""]",openalex
A5047912015,https://openalex.org/A5047912015,Jaegul Choo,https://orcid.org/0000-0003-1071-4835,"[""Jaegul Choo""]",openalex
A5100698914,https://openalex.org/A5100698914,Changhyun Lee,https://orcid.org/0000-0002-3367-6045,"[""Changhyun Lee""]",openalex
A5101985412,https://openalex.org/A5101985412,Chandan K. Reddy,,"[""Chandan K. Reddy""]",openalex
A5101728710,https://openalex.org/A5101728710,Haesun Park,https://orcid.org/0000-0001-6259-7170,"[""Haesun Park""]",openalex
A5059742070,https://openalex.org/A5059742070,Enrico Bertini,https://orcid.org/0000-0001-9276-4590,"[""Enrico Bertini""]",openalex
A5080987337,https://openalex.org/A5080987337,Andrada Tatu,,"[""Andrada Tatu""]",openalex
A5015755413,https://openalex.org/A5015755413,Minje Choi,,"[""Minje Choi""]",openalex
A5002184980,https://openalex.org/A5002184980,Joanne Taery Kim,,"[""Joanne Taery Kim""]",openalex
A5034622258,https://openalex.org/A5034622258,Edward Choi,https://orcid.org/0000-0002-5958-3509,"[""Edward Choi""]",openalex
A5016930939,https://openalex.org/A5016930939,Youngbin Kim,https://orcid.org/0000-0002-2114-0120,"[""Youngbin Kim""]",openalex
A5049474187,https://openalex.org/A5049474187,Soon‐Wook Kwon,,"[""Soon‐Wook Kwon""]",openalex
A5084279065,https://openalex.org/A5084279065,Jimeng Sun,https://orcid.org/0000-0003-1512-6426,"[""Jimeng Sun""]",openalex
A5070664464,https://openalex.org/A5070664464,Waqas Javed,,"[""Waqas Javed""]",openalex
A5077297224,https://openalex.org/A5077297224,B. McDonnel,,"[""B. McDonnel""]",openalex
A5085053856,https://openalex.org/A5085053856,James Abello,https://orcid.org/0000-0002-9614-0467,"[""James Abello""]",openalex
A5002244507,https://openalex.org/A5002244507,Neeraj Krishnan,,"[""Neeraj Krishnan""]",openalex
A5028125399,https://openalex.org/A5028125399,Ed H.,https://orcid.org/0000-0003-3230-5338,"[""Ed H.""]",openalex
A5049959252,https://openalex.org/A5049959252,Ryan P. Russell,https://orcid.org/0000-0001-7672-0408,"[""Ryan P. Russell""]",openalex
A5036469216,https://openalex.org/A5036469216,Jane Hoffswell,https://orcid.org/0000-0002-9871-4575,"[""Jane Hoffswell""]",openalex
A5110010093,https://openalex.org/A5110010093,Gregory M. Nielson,,"[""Gregory M. Nielson""]",openalex
A5077191719,https://openalex.org/A5077191719,Bernd Hamann,https://orcid.org/0000-0002-3579-5005,"[""Bernd Hamann""]",openalex
A5061393594,https://openalex.org/A5061393594,Hansi Senaratne,https://orcid.org/0000-0001-8444-2196,"[""Hansi Senaratne""]",openalex
A5038096249,https://openalex.org/A5038096249,Robert E. Roth,https://orcid.org/0000-0003-1241-318X,"[""Robert E. Roth""]",openalex
A5034249691,https://openalex.org/A5034249691,Jamie O’Brien,https://orcid.org/0000-0002-5933-1424,"[""Jamie O’Brien""]",openalex
A5040334148,https://openalex.org/A5040334148,B. Li,,"[""B. Li""]",openalex
A5036569970,https://openalex.org/A5036569970,Daniel Swingley,https://orcid.org/0000-0002-2891-0175,"[""Daniel Swingley""]",openalex
A5069438601,https://openalex.org/A5069438601,Mark Gahegan,https://orcid.org/0000-0001-7209-8156,"[""Mark Gahegan""]",openalex
A5003854328,https://openalex.org/A5003854328,Diansheng Guo,https://orcid.org/0000-0003-3483-4153,"[""Diansheng Guo""]",openalex
A5024606205,https://openalex.org/A5024606205,Michael Garland,https://orcid.org/0000-0001-6093-7602,"[""Michael Garland""]",openalex
A5045693423,https://openalex.org/A5045693423,Paul S. Heckbert,,"[""Paul S. Heckbert""]",openalex
A5100367825,https://openalex.org/A5100367825,Chenglong Wang,https://orcid.org/0000-0003-2391-0923,"[""Chenglong Wang""]",openalex
A5019091316,https://openalex.org/A5019091316,Greg L. Nelson,https://orcid.org/0000-0002-6016-9727,"[""Greg L. Nelson""]",openalex
A5037085696,https://openalex.org/A5037085696,Halden Lin,,"[""Halden Lin""]",openalex
A5055813085,https://openalex.org/A5055813085,Adam M. Smith,https://orcid.org/0000-0002-4519-8423,"[""Adam M. Smith""]",openalex
A5005986566,https://openalex.org/A5005986566,Paulo Joia,,"[""Paulo Joia""]",openalex
A5009099532,https://openalex.org/A5009099532,Fernando V. Paulovich,https://orcid.org/0000-0002-2316-760X,"[""Fernando V. Paulovich""]",openalex
A5076741848,https://openalex.org/A5076741848,Danilo Barbosa Coimbra,https://orcid.org/0000-0003-2218-1351,"[""Danilo Barbosa Coimbra""]",openalex
A5027973658,https://openalex.org/A5027973658,José Alberto Cuminato,https://orcid.org/0000-0002-5461-6463,"[""José Alberto Cuminato""]",openalex
A5011424640,https://openalex.org/A5011424640,Luís Gustavo Nonato,https://orcid.org/0000-0002-8514-8033,"[""Luís Gustavo Nonato""]",openalex
