author_id_1,author_id_2,weight
A5025089950,A5056211536,1
A5025089950,A5063443025,1
A5025111807,A5037546466,1
A5025111807,A5059940816,1
A5025111807,A5081397237,1
A5025111807,A5088299135,1
A5025111807,A5108411357,1
A5025118710,A5040178235,1
A5025118710,A5070188725,1
A5025118710,A5100331488,1
A5025118710,A5100653962,1
A5025118710,A5101789836,1
A5025147185,A5042749880,1
A5025147185,A5075684986,1
A5025147185,A5084203791,1
A5025147185,A5111474310,1
A5025152279,A5039343836,1
A5025152279,A5061106600,1
A5025152279,A5067830242,1
A5025165533,A5036072216,1
A5025165533,A5086448003,1
A5025165533,A5100331488,1
A5025165533,A5100365355,1
A5025165533,A5100377652,1
A5025165533,A5101789836,1
A5025188737,A5042350842,1
A5025188737,A5047976541,1
A5025188737,A5078997509,1
A5025188737,A5080200184,1
A5025188737,A5105938577,1
A5025192930,A5073867643,1
A5025192930,A5080605005,1
A5025192930,A5089069817,1
A5025192930,A5109182210,1
A5025192930,A5109938967,1
A5025192930,A5111683172,1
A5025194066,A5030890781,1
A5025194066,A5040756833,1
A5025194066,A5063536272,1
A5025194066,A5083386256,1
A5025194066,A5109928029,1
A5025200450,A5054111486,1
A5025243341,A5039062710,1
A5025243341,A5046755175,1
A5025243341,A5058266453,1
A5025243341,A5064720873,1
A5025243341,A5082090092,1
A5025243341,A5091175785,1
A5025243341,A5101462636,1
A5025243341,A5101949918,1
A5025243341,A5103210856,1
A5025259879,A5042350842,1
A5025259879,A5091619219,1
A5025269831,A5032629207,1
A5025269831,A5034277315,1
A5025269831,A5072704951,1
A5025269831,A5083271735,1
A5025279788,A5032760251,1
A5025279788,A5059021869,1
A5025279788,A5101795131,1
A5025279788,A5107856777,1
A5025279788,A5115076700,1
A5025282221,A5113194535,1
A5025297422,A5034708130,1
A5025297422,A5038943746,1
A5025297422,A5049539242,1
A5025297422,A5054156401,1
A5025297422,A5057538550,1
A5025297422,A5058678073,1
A5025297422,A5076532363,1
A5025297422,A5100696429,1
A5025297422,A5109301008,1
A5025307131,A5035687843,1
A5025307131,A5048194226,1
A5025307131,A5065644953,1
A5025307131,A5071356824,1
A5025307131,A5082790087,1
A5025307131,A5103213401,1
A5025312015,A5026249491,1
A5025312015,A5039489003,1
A5025312015,A5039942334,1
A5025312015,A5041421653,1
A5025312015,A5045105070,1
A5025312015,A5046000210,1
A5025312015,A5051107402,1
A5025312015,A5055548595,1
A5025312015,A5058051881,1
A5025312015,A5062703856,1
A5025312015,A5069800147,1
A5025312015,A5075773750,1
A5025312015,A5083994967,1
A5025312015,A5085507158,1
A5025312015,A5087614760,1
A5025312015,A5110321988,1
A5025331216,A5037990016,1
A5025331216,A5056931882,1
A5025331216,A5079997473,1
A5025331216,A5084024959,1
A5025332800,A5037451153,1
A5025332800,A5043151044,1
A5025332800,A5049241635,1
A5025335404,A5083797440,1
A5025335404,A5100447162,1
A5025335404,A5100627882,1
A5025335404,A5100682509,1
A5025335404,A5102754191,1
A5025345988,A5058659840,1
A5025354167,A5081780591,1
A5025366851,A5036030991,1
A5025366851,A5074735888,1
A5025366851,A5078944567,1
A5025376488,A5030293804,1
A5025376488,A5037161857,1
A5025376488,A5074006931,1
A5025376488,A5101526271,1
A5025376488,A5103331862,1
A5025397194,A5033801646,1
A5025397194,A5035009196,1
A5025397194,A5046974897,1
A5025397194,A5053666302,1
A5025397194,A5061319921,1
A5025397194,A5065645994,1
A5025397194,A5066348455,1
A5025397194,A5076870800,1
A5025397194,A5079543434,1
A5025397194,A5087545747,1
A5025397194,A5087808632,1
A5025397194,A5087930430,1
A5025397194,A5090479069,1
A5025397194,A5090601084,1
A5025397194,A5102013833,1
A5025397194,A5108818069,1
A5025399630,A5026171056,1
A5025399630,A5031570473,1
A5025399630,A5034541446,1
A5025399630,A5046158009,1
A5025399630,A5048194226,1
A5025399630,A5053646618,1
A5025399630,A5067882992,1
A5025399630,A5069232944,1
A5025399630,A5071066797,1
A5025399630,A5078212008,1
A5025399630,A5079369129,1
A5025399630,A5082796790,1
A5025399630,A5090175598,1
A5025404277,A5032979919,1
A5025404277,A5079369129,1
A5025404277,A5112038936,1
A5025409200,A5043405353,1
A5025416155,A5077712580,1
A5025416155,A5119246991,1
A5025418746,A5027138169,1
A5025425554,A5039638884,1
A5025425554,A5051025031,1
A5025425554,A5056355204,1
A5025425554,A5058028526,1
A5025425554,A5067456877,1
A5025425554,A5075259746,1
A5025425554,A5083522280,1
A5025425554,A5109312690,1
A5025431592,A5037287342,1
A5025431592,A5066300885,1
A5025431592,A5078653899,1
A5025431592,A5102923390,1
A5025433401,A5027968724,1
A5025433401,A5039842844,1
A5025433401,A5074812706,1
A5025433401,A5083475713,1
A5025433401,A5084803112,1
A5025433401,A5088584992,1
A5025433401,A5111430017,1
A5025447593,A5073465792,1
A5025485089,A5026610704,1
A5025485089,A5026632459,1
A5025485089,A5029621326,1
A5025485089,A5030066648,1
A5025485089,A5037495122,1
A5025485089,A5048194226,1
A5025485089,A5054189757,1
A5025485089,A5060766689,1
A5025485089,A5069605631,1
A5025485089,A5100774068,1
A5025485089,A5101862600,1
A5025485089,A5110234511,1
A5025493812,A5044148984,1
A5025493812,A5048341979,1
A5025506737,A5034939720,1
A5025506737,A5065813500,1
A5025506737,A5068995314,1
A5025524753,A5028781666,1
A5025524753,A5031570473,1
A5025524753,A5055204153,1
A5025524753,A5109232507,1
A5025533535,A5027132236,1
A5025533535,A5030179454,1
A5025533535,A5034216581,1
A5025567094,A5026376235,1
A5025567094,A5027659574,1
A5025567094,A5035687843,1
A5025567094,A5046703129,1
A5025567094,A5049886136,1
A5025567094,A5056389929,1
A5025567094,A5056406678,1
A5025567094,A5056999690,1
A5025567094,A5077712580,1
A5025567094,A5091466289,1
A5025567094,A5100331488,1
A5025567094,A5100359961,1
A5025567094,A5100377647,1
A5025567094,A5100377649,1
A5025567094,A5100377652,1
A5025567094,A5100653962,1
A5025567094,A5100672275,1
A5025591478,A5035655126,1
A5025591478,A5039517392,1
A5025602204,A5071560359,1
A5025602204,A5071662958,1
A5025602204,A5100366946,1
A5025602204,A5100423029,1
A5025602204,A5100736732,1
A5025602204,A5100778980,1
A5025602204,A5115500957,1
A5025609991,A5038083385,1
A5025609991,A5065394114,1
A5025609991,A5108598229,1
A5025616122,A5029173221,1
A5025616122,A5042080340,1
A5025616122,A5061682032,1
A5025616122,A5063602485,1
A5025616122,A5069713271,1
A5025616122,A5078086722,1
A5025616122,A5079997473,1
A5025616122,A5088255721,1
A5025616122,A5090713275,1
A5025624671,A5027360301,1
A5025624671,A5043905996,1
A5025624671,A5100349956,1
A5025624671,A5101536052,1
A5025635776,A5051025031,1
A5025635776,A5053012503,1
A5025635776,A5061254832,1
A5025635776,A5112326263,1
A5025645412,A5037361121,1
A5025645412,A5064493803,1
A5025645412,A5069853790,1
A5025645412,A5070551319,1
A5025645412,A5101448737,1
A5025645412,A5103112555,1
A5025645412,A5113787580,1
A5025651670,A5047993611,1
A5025651670,A5064478231,1
A5025653234,A5032428632,1
A5025653234,A5037161857,1
A5025653234,A5043391973,1
A5025659588,A5052623072,1
A5025660411,A5028265195,1
A5025660411,A5091630951,1
A5025664174,A5065678560,1
A5025664174,A5079119405,1
A5025675252,A5057996752,1
A5025675252,A5059021869,1
A5025675252,A5100344522,1
A5025675252,A5100455919,1
A5025675252,A5101886244,1
A5025675252,A5102759669,1
A5025675252,A5103783835,1
A5025681538,A5045878441,1
A5025681538,A5090139154,1
A5025681538,A5101589053,1
A5025681538,A5109245846,1
A5025709076,A5043577877,1
A5025709076,A5062917240,1
A5025709076,A5105408906,1
A5025726915,A5102773082,1
A5025754478,A5046441109,1
A5025754478,A5050064511,1
A5025754478,A5060725233,1
A5025754478,A5081622405,1
A5025754478,A5085716366,1
A5025754478,A5089451178,1
A5025754478,A5106572355,1
A5025754478,A5109253083,1
A5025754478,A5113532305,1
A5025762480,A5033132966,1
A5025762480,A5058196703,1
A5025762480,A5065310800,1
A5025762480,A5065644953,1
A5025762480,A5073619125,1
A5025762480,A5087889244,1
A5025762480,A5089688638,1
A5025762480,A5102902131,1
A5025762480,A5112771943,1
A5025770693,A5066745400,1
A5025770693,A5077274532,1
A5025784757,A5031138186,1
A5025784757,A5040337866,1
A5025784757,A5053727705,1
A5025784757,A5056641267,1
A5025784757,A5058956938,1
A5025784757,A5074352715,1
A5025784757,A5083859043,1
A5025784757,A5101494292,1
A5025784757,A5102901072,1
A5025784757,A5109928029,1
A5025799993,A5034277315,1
A5025799993,A5035052603,1
A5025799993,A5038358235,1
A5025799993,A5071641412,1
A5025799993,A5078046532,1
A5025799993,A5083271735,1
A5025799993,A5097120758,1
A5025799993,A5108521894,1
A5025799993,A5111944449,1
A5025875274,A5029084614,1
A5025875274,A5059302828,1
A5025875274,A5060602503,1
A5025875274,A5068168522,1
A5025875274,A5073647822,1
A5025899028,A5030179454,1
A5025899028,A5031431096,1
A5025899028,A5087718701,1
A5025926953,A5090860305,1
A5025926953,A5112781199,1
A5025932358,A5071098748,1
A5025932358,A5101515385,1
A5025940312,A5109928029,1
A5025954284,A5030179454,1
A5025954284,A5086693893,1
A5025965660,A5084035008,1
A5025965660,A5085847955,1
A5025965660,A5100344494,1
A5025965660,A5101060059,1
A5025974897,A5111478001,1
A5025974897,A5111748591,1
A5025997249,A5088778612,1
A5026009557,A5029090764,1
A5026009557,A5047827833,1
A5026052680,A5061966723,1
A5026052680,A5103154375,1
A5026059050,A5043151044,1
A5026059050,A5073986937,1
A5026059050,A5078565296,1
A5026059050,A5082790087,1
A5026074051,A5038798411,1
A5026074051,A5050598711,1
A5026074051,A5055426585,1
A5026074051,A5057952459,1
A5026074051,A5074196720,1
A5026074051,A5080679300,1
A5026074051,A5101808237,1
A5026087865,A5030844022,1
A5026087865,A5034300560,1
A5026087865,A5109392646,1
A5026092302,A5035083999,1
A5026092302,A5037998887,1
A5026092302,A5038943746,1
A5026092302,A5055276619,1
A5026092302,A5091130051,1
A5026092302,A5100438288,1
A5026092302,A5109616081,1
A5026092541,A5044929406,1
A5026092541,A5047134476,1
A5026092541,A5069364285,1
A5026092541,A5081205856,1
A5026092541,A5109847267,1
A5026123984,A5032912229,1
A5026123984,A5110146825,1
A5026127661,A5026966155,1
A5026127661,A5051526027,1
A5026127661,A5064259306,1
A5026127661,A5064306421,1
A5026127661,A5071356824,1
A5026127661,A5079282430,1
A5026127661,A5086326351,1
A5026127661,A5100424394,1
A5026127661,A5102503989,1
A5026127661,A5108098662,1
A5026127661,A5109233250,1
A5026127661,A5114223963,1
A5026144884,A5051415053,1
A5026168274,A5049016095,1
A5026168274,A5089451178,1
A5026169371,A5057142727,1
A5026169371,A5086487407,1
A5026171056,A5031570473,1
A5026171056,A5034541446,1
A5026171056,A5046158009,1
A5026171056,A5048194226,1
A5026171056,A5053646618,1
A5026171056,A5067882992,1
A5026171056,A5069232944,1
A5026171056,A5071066797,1
A5026171056,A5078212008,1
A5026171056,A5079369129,1
A5026171056,A5082796790,1
A5026171056,A5090175598,1
A5026193206,A5038957718,1
A5026193206,A5062034448,1
A5026193206,A5074158275,1
A5026193206,A5091314206,1
A5026193206,A5100383960,1
A5026193206,A5103084682,1
A5026193206,A5103168454,1
A5026193206,A5103725392,1
A5026193206,A5103818338,1
A5026198819,A5090570042,1
A5026203914,A5047912015,1
A5026203914,A5061990452,1
A5026203914,A5073389678,1
A5026203914,A5101907560,1
A5026211955,A5032271246,1
A5026211955,A5033491632,1
A5026211955,A5041557267,1
A5026211955,A5073946580,1
A5026211955,A5078494006,1
A5026211955,A5089729939,1
A5026211955,A5103151594,1
A5026211955,A5109074176,1
A5026211955,A5112862528,1
A5026225197,A5031152171,1
A5026225197,A5055480874,1
A5026225197,A5067465930,1
A5026225197,A5068901197,1
A5026243783,A5087312966,1
A5026249491,A5039942334,1
A5026249491,A5041421653,1
A5026249491,A5045105070,1
A5026249491,A5046000210,1
A5026249491,A5058051881,1
A5026249491,A5062703856,1
A5026249491,A5069800147,1
A5026249491,A5075773750,1
A5026249491,A5080438656,1
A5026249491,A5109928029,1
A5026258275,A5032237649,1
A5026258275,A5040900232,1
A5026258275,A5091466289,1
A5026258275,A5107340651,1
A5026296265,A5040794392,1
A5026296265,A5072598654,1
A5026296265,A5078086722,1
A5026296265,A5088066148,1
A5026296265,A5100337178,1
A5026296265,A5102985946,1
A5026296265,A5111966355,1
A5026341297,A5042741006,1
A5026341297,A5062702770,1
A5026341297,A5100436460,1
A5026357260,A5073619125,1
A5026376235,A5034823616,1
A5026376235,A5035687843,1
A5026376235,A5037866250,1
A5026376235,A5040696359,1
A5026376235,A5042204958,1
A5026376235,A5046515661,1
A5026376235,A5046828208,1
A5026376235,A5048963954,1
A5026376235,A5050126617,1
A5026376235,A5054178885,1
A5026376235,A5056388611,1
A5026376235,A5056999690,1
A5026376235,A5067702248,1
A5026376235,A5069865106,1
A5026376235,A5080478642,1
A5026376235,A5081718999,1
A5026376235,A5083746484,1
A5026376235,A5085140104,1
A5026376235,A5088220929,1
A5026376235,A5091162922,1
A5026376235,A5091398218,1
A5026376235,A5100331488,1
A5026376235,A5100333516,1
A5026376235,A5100424394,1
A5026376235,A5100425850,1
A5026376235,A5100664401,1
A5026376235,A5100667713,1
A5026376235,A5101509953,1
A5026376235,A5101567215,1
A5026376235,A5101776978,1
A5026376235,A5102024007,1
A5026380797,A5038844127,1
A5026380797,A5048805931,1
A5026380797,A5069363449,1
A5026380797,A5085890755,1
A5026380797,A5091466289,1
A5026380797,A5100344494,1
A5026380797,A5100735999,1
A5026380797,A5101484305,1
A5026383442,A5055188702,1
A5026383442,A5070488104,1
A5026391994,A5058678073,1
A5026391994,A5110386745,1
A5026418735,A5043151044,1
A5026418735,A5044019543,1
A5026418735,A5075684986,1
A5026418735,A5102840987,1
A5026450669,A5051449778,1
A5026450669,A5068128247,1
A5026450669,A5076240436,1
A5026457914,A5028125399,1
A5026457914,A5028357447,1
A5026457914,A5057085103,1
A5026457914,A5112418767,1
A5026497646,A5058572359,1
A5026497646,A5068805525,1
A5026497646,A5072277937,1
A5026497646,A5091379507,1
A5026500248,A5046964482,1
A5026500248,A5085294981,1
A5026533187,A5038943746,1
A5026533187,A5041484012,1
A5026533187,A5047368502,1
A5026533187,A5054749881,1
A5026533187,A5100396549,1
A5026533187,A5100422950,1
A5026533187,A5101457725,1
A5026540573,A5100642010,1
A5026540573,A5100715525,1
A5026540573,A5101296393,1
A5026540573,A5108334375,1
A5026540573,A5109786318,1
A5026549128,A5058764721,1
A5026549128,A5064306421,1
A5026549128,A5082668404,1
A5026549128,A5100462292,1
A5026549128,A5101495888,1
A5026587634,A5082704102,1
A5026587634,A5091621175,1
A5026610704,A5029621326,1
A5026610704,A5030066648,1
A5026610704,A5037495122,1
A5026610704,A5043151044,1
A5026610704,A5054189757,1
A5026632459,A5043151044,1
A5026632459,A5055052124,1
A5026632459,A5069605631,1
A5026652846,A5029166028,1
A5026652846,A5053366318,1
A5026652846,A5058912459,1
A5026652846,A5061859149,1
A5026652846,A5087889244,1
A5026656621,A5055537694,1
A5026656621,A5087918773,1
A5026656621,A5108737739,1
A5026656621,A5109230686,1
A5026656621,A5111622742,1
A5026657166,A5038629539,1
A5026657654,A5112846539,1
A5026659841,A5027014298,1
A5026659841,A5052151056,1
A5026659841,A5061103977,1
A5026659841,A5067447713,1
A5026659841,A5100320944,1
A5026679693,A5049093433,1
A5026679693,A5055472986,1
A5026679693,A5111944449,1
A5026701284,A5082712854,1
A5026701284,A5088016700,1
A5026701677,A5033076979,1
A5026701677,A5068373092,1
A5026703356,A5028583853,1
A5026703356,A5030485512,1
A5026703356,A5033987709,1
A5026703356,A5039910512,1
A5026703356,A5082749324,1
A5026703356,A5109335900,1
A5026742436,A5034354413,1
A5026742436,A5036789951,1
A5026742436,A5041858893,1
A5026742436,A5046632395,1
A5026742436,A5056062979,1
A5026742436,A5069061531,1
A5026742436,A5078876685,1
A5026742436,A5100401482,1
A5026742436,A5101523517,1
A5026742436,A5108398863,1
A5026742436,A5112096823,1
A5026742436,A5112208869,1
A5026778543,A5060853040,1
A5026787396,A5042522958,1
A5026789962,A5040794392,1
A5026789962,A5053097987,1
A5026789962,A5113517476,1
A5026799813,A5027046322,1
A5026799813,A5027744612,1
A5026799813,A5027859763,1
A5026799813,A5029588473,1
A5026799813,A5031430479,1
A5026799813,A5038775008,1
A5026799813,A5041755435,1
A5026799813,A5048364702,1
A5026799813,A5048466428,1
A5026799813,A5053500555,1
A5026799813,A5055161766,1
A5026799813,A5061467967,1
A5026799813,A5062015463,1
A5026799813,A5063419107,1
A5026799813,A5065885664,1
A5026799813,A5066369450,1
A5026799813,A5068182445,1
A5026799813,A5073158087,1
A5026799813,A5074734666,1
A5026799813,A5075766572,1
A5026799813,A5080392759,1
A5026799813,A5083438172,1
A5026799813,A5084781695,1
A5026799813,A5085259428,1
A5026799813,A5087450905,1
A5026799813,A5092691906,1
A5026799813,A5100332661,1
A5026799813,A5100370897,1
A5026799813,A5100371015,1
A5026799813,A5100373606,1
A5026799813,A5100610862,1
A5026799813,A5100700905,1
A5026799813,A5100740616,1
A5026799813,A5101451813,1
A5026799813,A5102869650,1
A5026799813,A5102902131,1
A5026799813,A5103524335,1
A5026799813,A5107904995,1
A5026799813,A5108429764,1
A5026799813,A5108439015,1
A5026799813,A5112758059,1
A5026799813,A5113517476,1
A5026799813,A5114686064,1
A5026829243,A5027731276,1
A5026829243,A5059073882,1
A5026829243,A5085706010,1
A5026838436,A5055279742,1
A5026838436,A5077191719,1
A5026923999,A5031430479,1
A5026923999,A5087450905,1
A5026923999,A5102869650,1
A5026923999,A5103524335,1
A5026933325,A5063625747,1
A5026933325,A5078735794,1
A5026944579,A5091408797,1
A5026954004,A5040961656,1
A5026954004,A5103351381,1
A5026961816,A5038395206,1
A5026961816,A5053097987,1
A5026961816,A5077712580,1
A5026966155,A5079282430,1
A5026966155,A5100447162,1
A5026966155,A5102503989,1
A5026966155,A5114223963,1
A5026971062,A5106236427,1
A5026981652,A5030674376,1
A5026981652,A5086396255,1
A5026986610,A5064931337,1
A5026986610,A5068008545,1
A5026988709,A5043781543,1
A5026988709,A5052147846,1
A5027006702,A5052352851,1
A5027006702,A5077206384,1
A5027008015,A5059958789,1
A5027008015,A5109259472,1
A5027014298,A5029644900,1
A5027014298,A5061103977,1
A5027014298,A5067447713,1
A5027014298,A5100320944,1
A5027037970,A5058894015,1
A5027037970,A5062063748,1
A5027037970,A5062738795,1
A5027045308,A5075203791,1
A5027046322,A5029506224,1
A5027046322,A5048364702,1
A5027046322,A5075766572,1
A5027046322,A5084781695,1
A5027046322,A5100371015,1
A5027046322,A5108429764,1
A5027058445,A5034103348,1
A5027058445,A5047796593,1
A5027058445,A5056940481,1
A5027058445,A5057872811,1
A5027058445,A5059742070,1
A5027058445,A5062766883,1
A5027058445,A5071098711,1
A5027058445,A5073919282,1
A5027058445,A5076733321,1
A5027058445,A5083077853,1
A5027058445,A5086335941,1
A5027064195,A5032960364,1
A5027064195,A5064465394,1
A5027064195,A5068995314,1
A5027064195,A5109839360,1
A5027064195,A5110208682,1
A5027064195,A5111483107,1
A5027086575,A5029960085,1
A5027086575,A5048654383,1
A5027086575,A5086180500,1
A5027113883,A5029205068,1
A5027113883,A5062288739,1
A5027113883,A5071409576,1
A5027120705,A5081152152,1
A5027121558,A5028074195,1
A5027121558,A5050804797,1
A5027121558,A5109505961,1
A5027125468,A5050779255,1
A5027125468,A5057004360,1
A5027128729,A5075206197,1
A5027128729,A5101408509,1
A5027132236,A5030179454,1
A5027132236,A5034216581,1
A5027156356,A5037110552,1
A5027156356,A5039717418,1
A5027156356,A5078086722,1
A5027156356,A5079507712,1
A5027156356,A5086923749,1
A5027158215,A5078554761,1
A5027158215,A5079639116,1
A5027158215,A5097510174,1
A5027219758,A5034265732,1
A5027219758,A5041813529,1
A5027219758,A5063841582,1
A5027219758,A5082726401,1
A5027219758,A5091466289,1
A5027219758,A5100344294,1
A5027219758,A5100344515,1
A5027219758,A5102720655,1
A5027219758,A5102742264,1
A5027219758,A5108580059,1
A5027219758,A5109166599,1
A5027273230,A5053252177,1
A5027277768,A5078505477,1
A5027277768,A5113455173,1
A5027284423,A5030384394,1
A5027284423,A5085748011,1
A5027284423,A5109857294,1
A5027284423,A5113478834,1
A5027308198,A5043288842,1
A5027308198,A5067833205,1
A5027308198,A5087449583,1
A5027313375,A5093121495,1
A5027313464,A5030975812,1
A5027313464,A5032911677,1
A5027313464,A5036061766,1
A5027313464,A5039316020,1
A5027313464,A5043832270,1
A5027313464,A5053136336,1
A5027313464,A5055587193,1
A5027313464,A5061570075,1
A5027313464,A5088860259,1
A5027313464,A5109966989,1
A5027313464,A5114253361,1
A5027334086,A5043391973,1
A5027334086,A5065366998,1
A5027334086,A5087561934,1
A5027360301,A5043905996,1
A5027360301,A5100349956,1
A5027360301,A5101536052,1
A5027360874,A5078255818,1
A5027360874,A5103642464,1
A5027362873,A5066231441,1
A5027381129,A5107856777,1
A5027385475,A5037110552,1
A5027385475,A5065970500,1
A5027385475,A5080378073,1
A5027402595,A5035397707,1
A5027402595,A5040374842,1
A5027402595,A5073160850,1
A5027402595,A5073619125,1
A5027462416,A5034842879,1
A5027462416,A5052168623,1
A5027462416,A5064306421,1
A5027462416,A5075543149,1
A5027462416,A5082668404,1
A5027462416,A5100745766,1
A5027478975,A5077191719,1
A5027478975,A5080513075,1
A5027478975,A5080591014,1
A5027478975,A5085521539,1
A5027513612,A5056647443,1
A5027513612,A5060860322,1
A5027513612,A5088340901,1
A5027513612,A5103752748,1
A5027522481,A5035605036,1
A5027522481,A5038331765,1
A5027522481,A5043159673,1
A5027522481,A5064910105,1
A5027522481,A5072397278,1
A5027522481,A5100355230,1
A5027522481,A5101634159,1
A5027526258,A5039062710,1
A5027526258,A5046755175,1
A5027526258,A5058266453,1
A5027526258,A5064720873,1
A5027526258,A5082090092,1
A5027526258,A5091175785,1
A5027526258,A5101462636,1
A5027526258,A5101949918,1
A5027526258,A5103210856,1
A5027548665,A5028125399,1
A5027548665,A5050656871,1
A5027548665,A5052627555,1
A5027548665,A5090570042,1
A5027548665,A5109551977,1
A5027583201,A5102870124,1
A5027583201,A5113721582,1
A5027589311,A5041690226,1
A5027589311,A5086098017,1
A5027589311,A5090247961,1
A5027616607,A5047661898,1
A5027616607,A5100451576,1
A5027616607,A5100614732,1
A5027616607,A5101797040,1
A5027616607,A5101824160,1
A5027626829,A5062405330,1
A5027626829,A5064940551,1
A5027626829,A5069394495,1
A5027626829,A5090171111,1
A5027626829,A5100338511,1
A5027626829,A5101259226,1
A5027626829,A5112045175,1
A5027659574,A5049886136,1
A5027659574,A5091466289,1
A5027659574,A5100359961,1
A5027659574,A5100377647,1
A5027659574,A5100672275,1
A5027659574,A5101789836,1
A5027671723,A5034772037,1
A5027671723,A5037161857,1
A5027671723,A5038282791,1
A5027671723,A5038564903,1
A5027671723,A5039932090,1
A5027671723,A5058364844,1
A5027671723,A5064929296,1
A5027671723,A5071444700,1
A5027671723,A5073986937,1
A5027671723,A5076768552,1
A5027671723,A5076947913,1
A5027671723,A5082790087,1
A5027671723,A5100344494,1
A5027671723,A5100398577,1
A5027671723,A5101553508,1
A5027671723,A5113676982,1
A5027673731,A5054248452,1
A5027673731,A5079997473,1
A5027673731,A5103406484,1
A5027686327,A5058158315,1
A5027686327,A5100386958,1
A5027731276,A5059073882,1
A5027731276,A5085706010,1
A5027744612,A5100740616,1
A5027783320,A5040961656,1
A5027783320,A5076768552,1
A5027783320,A5110208682,1
A5027836272,A5035024174,1
A5027836272,A5050779255,1
A5027836272,A5057004360,1
A5027836272,A5109403506,1
A5027852213,A5036775360,1
A5027852213,A5037579288,1
A5027852213,A5044152080,1
A5027852213,A5053067282,1
A5027852213,A5053642357,1
A5027852213,A5054068625,1
A5027852213,A5088700947,1
A5027852213,A5110655140,1
A5027852213,A5111415004,1
A5027857474,A5041908392,1
A5027857474,A5075722001,1
A5027857474,A5087971684,1
A5027859763,A5055161766,1
A5027859763,A5063419107,1
A5027859763,A5100373606,1
A5027859763,A5100610862,1
A5027859763,A5101409792,1
A5027862555,A5036142396,1
A5027862555,A5040236693,1
A5027862555,A5040371404,1
A5027862555,A5047677160,1
A5027862555,A5057552402,1
A5027862555,A5058028526,1
A5027862555,A5060647975,1
A5027862555,A5064927253,1
A5027862555,A5067734926,1
A5027862555,A5070956346,1
A5027862555,A5082234726,1
A5027862555,A5090502474,1
A5027874724,A5030710520,1
A5027874724,A5043151044,1
A5027874724,A5046865751,1
A5027874724,A5070975377,1
A5027874724,A5075572197,1
A5027874724,A5082066959,1
A5027874724,A5084459196,1
A5027874724,A5087421071,1
A5027883388,A5058703729,1
A5027901813,A5054991337,1
A5027901813,A5102013272,1
A5027901813,A5102923184,1
A5027901813,A5114500326,1
A5027915931,A5052486843,1
A5027915931,A5075539047,1
A5027918086,A5073612551,1
A5027927334,A5075780861,1
A5027927334,A5078869477,1
A5027930191,A5067850699,1
A5027930191,A5079856131,1
A5027930191,A5084660341,1
A5027930191,A5089336832,1
A5027930191,A5102881467,1
A5027930191,A5108704622,1
A5027968724,A5039842844,1
A5027968724,A5074812706,1
A5027968724,A5083475713,1
A5027968724,A5084803112,1
A5027968724,A5088584992,1
A5027968724,A5111430017,1
A5027973658,A5076741848,1
A5027987466,A5044948170,1
A5027987466,A5062534271,1
A5027987466,A5062758812,1
A5027987466,A5066042572,1
A5027987466,A5075163834,1
A5027987466,A5075186536,1
A5027987466,A5088325807,1
A5027999909,A5047713855,1
A5027999909,A5061059879,1
A5027999909,A5108140284,1
A5028009047,A5079897672,1
A5028009047,A5090345450,1
A5028012490,A5047713855,1
A5028012490,A5053686599,1
A5028012490,A5061059879,1
A5028012490,A5111965365,1
A5028020405,A5039898691,1
A5028020405,A5040191411,1
A5028020405,A5045671998,1
A5028020405,A5047809126,1
A5028020405,A5048335856,1
A5028020405,A5059686266,1
A5028020405,A5068726823,1
A5028020405,A5070235827,1
A5028020405,A5073981209,1
A5028020405,A5086562058,1
A5028020405,A5102908621,1
A5028020405,A5110532835,1
A5028028246,A5031195074,1
A5028028246,A5032454429,1
A5028028246,A5032806988,1
A5028028246,A5035925808,1
A5028028246,A5038629539,1
A5028028246,A5041957391,1
A5028028246,A5050232533,1
A5028028246,A5054476528,1
A5028028246,A5064044080,1
A5028028246,A5069796262,1
A5028028246,A5073072534,1
A5028028246,A5073619125,1
A5028028246,A5080174595,1
A5028028246,A5080342876,1
A5028028246,A5081850948,1
A5028028246,A5082930100,1
A5028028246,A5082992995,1
A5028028246,A5090633067,1
A5028028246,A5090713755,1
A5028028246,A5091360778,1
A5028032741,A5046778702,1
A5028032741,A5097923558,1
A5028035164,A5065630217,1
A5028074195,A5050804797,1
A5028074195,A5063603168,1
A5028074195,A5079350674,1
A5028074195,A5102789360,1
A5028074195,A5109505961,1
A5028090225,A5038395206,1
A5028090225,A5051193196,1
A5028090225,A5087660055,1
A5028090225,A5102923390,1
A5028110202,A5085890755,1
A5028110202,A5086326351,1
A5028110202,A5100321897,1
A5028110202,A5100344494,1
A5028110202,A5114093843,1
A5028111343,A5061454658,1
A5028111343,A5100436103,1
A5028111343,A5101404387,1
A5028115021,A5030234652,1
A5028115021,A5091466289,1
A5028115021,A5110917883,1
A5028118323,A5030043185,1
A5028118323,A5042348675,1
A5028118323,A5054038232,1
A5028118323,A5056651101,1
A5028118323,A5079291115,1
A5028118323,A5084913586,1
A5028118323,A5088298192,1
A5028118323,A5090440421,1
A5028118323,A5109011007,1
A5028118323,A5113684296,1
A5028125399,A5037387341,1
A5028125399,A5044182284,1
A5028125399,A5050656871,1
A5028125399,A5057085103,1
A5028125399,A5079085366,1
