AuthorAffiliation_clean,canonical_affiliation_en,canonical_method,canonical_match_score
"IRT SystemX, Palaiseau, France","IRT SystemX, Palaiseau, France",exact,100.0
"IRT SystemX, Paris-Saclay, Palaiseau, France","IRT SystemX, Paris-Saclay, Palaiseau, France",identity,81.2
"IRTG Kaiserslautern, Germany","IRTG Kaiserslautern, Germany",exact,100.0
ISIR,ISIR,exact,100.0
ISIR and INRIA,ISIR and INRIA,exact,100.0
"IST Austria, Austria","IST Austria, Austria",exact,100.0
"IST Austria, Duke University, USA","IST Austria, Duke University, USA",exact,100.0
"IST Austria, Vienna, Austria","IST Austria, Vienna, Austria",exact,100.0
"ISTI-CNR and ISTI-CNR, Pisa, Italy","ISTI-CNR and ISTI-CNR, Pisa, Italy",exact,100.0
"ISTI-CNR, Italy","ISTI-CNR, Italy",exact,100.0
"ISTI-CNR, Pisa, Italy","ISTI-CNR, Pisa, Italy",exact,100.0
"ITT Systems and Sciences, USA","ITT Systems and Sciences, USA",identity,73.5
ITWM Kaiserslautern,ITWM Kaiserslautern,exact,100.0
"ITWM Kaiserslautern, Germany","ITWM Kaiserslautern, Germany",exact,100.0
"ITaP, Purdue University, USA","ITaP, Purdue University, USA",exact,100.0
"IVs DFKI GmbH Kaiserslautern, Germany","IVs DFKI GmbH Kaiserslautern, Germany",identity,85.7
"IWR, Heidelberg University","IWR, Heidelberg University",exact,100.0
"IWSP, University of Göttingen, Gottingen, Germany","IWSP, University of Göttingen, Gottingen, Germany",exact,100.0
"Image Computing Systems Laboratory, Department of Electrical Engineering, FT-10, University of Washington, Seattle, WA, USA","Image Computing Systems Laboratory, Department of Electrical Engineering,  FT-10, University of Washington, Seattle, WA, USA",exact,100.0
"Image Understanding Section, ElectroTechnical Laboratory, Tsukuba, Japan","Image Understanding Section, ElectroTechnical Laboratory, Tsukuba, Japan",exact,100.0
"Image and Signal Processing Group, Department of Computer Science, University of Leipzig, Germany","Image and Signal Processing Group, Department of Computer Science, University of Leipzig, Germany",exact,100.0
"Image and Signal Processing Group, Department of Computer Science, University of Leipzig, Greece","Image and Signal Processing Group, Department of Computer Science, University of Leipzig, Greece",exact,100.0
"Image and Signal Processing Group, Institute for Computer Science, Leipzig University, Germany","Image and Signal Processing Group, Institute for Computer Science, Leipzig University, Germany",exact,100.0
"Image and Signal Processing Group, Institute for Computer Science, Universität Leipzig, Germany","Image and Signal Processing Group, Institute for Computer Science, Universität Leipzig, Germany",exact,100.0
"Image and Signal Processing Group, Leipzig University, Germany","Image and Signal Processing Group, Leipzig University, Germany",exact,100.0
"Image and Signal Processing Group, University of Leipzig, Germany","Image and Signal Processing Group, University of Leipzig, Germany",exact,100.0
"Image and Signal Processing Group, Universität Leipzig, Germany and Image and Signal Processing Group, Universi??t Leipzig","Image and Signal Processing Group, Universität Leipzig, Germany and Image and Signal Processing Group, Universi??t Leipzig",exact,100.0
"Imager Computer Graphics Laboratory Department of Computer Science, University of British Columbia, Canada","Imager Computer Graphics Laboratory Department of Computer Science, University of British Columbia, Canada",exact,100.0
"Imagination Computer Services, Vienna, Austria","Imagination Computer Services, Vienna, Austria",exact,100.0
"Imaging Genetics Center, University of Southern California","Imaging Genetics Center, University of Southern California",exact,100.0
"Imaging Genetics Center, University of Southern California and Chinese Academy of Sciences, Institute of Software","Imaging Genetics Center, University of Southern California and Chinese Academy of Sciences, Institute of Software",exact,100.0
"Imaging and Computer Vision, Siemens Corporation, Corporate Technology, Princeton, NJ, USA","Imaging and Computer Vision, Siemens Corporation, Corporate Technology, Princeton, NJ, USA",exact,100.0
"Immersion Corporation, USA","Immersion Corporation, USA",exact,100.0
Imperial College London,Imperial College London,exact,100.0
"Imperial College London, UK","Imperial College London, UK",exact,100.0
"Imre Consulting, UK","Imre Consulting, UK",exact,100.0
Independent,Independent,exact,100.0
"Independent Researcher, Munich, Germany","Independent Researcher, Munich, Germany",exact,100.0
Independent consultant,Independent consultant,exact,100.0
Independent scholar,Independent scholar,exact,100.0
"India Institute of Science, USA","India Institute of Science, USA",exact,100.0
Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,exact,100.0
"Indian Institute of Technology, Delhi","Indian Institute of Technology, Delhi",exact,100.0
Indiana University,Indiana University,exact,100.0
"Indiana University Bloomington, Bloomington, IN, US","Indiana University Bloomington, Bloomington, IN, US",exact,100.0
"Indiana University Indianapolis, USA","Indiana University Indianapolis, USA",exact,100.0
"Indiana University School of Informatics, USA","Indiana University School of Informatics, USA",exact,100.0
"Indiana University, Bloomington","Indiana University, Bloomington",exact,100.0
"Indiana University, Bloomington, USA","Indiana University, Bloomington, USA",exact,100.0
"Indiana University, Fujian Agriculture and Forestry University, USA","Indiana University, Fujian Agriculture and Forestry University, USA",exact,100.0
"Indiana University, USA","Indiana University, USA",exact,100.0
Indiana University-Purdue University Indianapolis,Indiana University-Purdue University Indianapolis,exact,100.0
"Infomation and Decision Systems Department, San Diego State University, San Diego, CA, USA","Infomation and Decision Systems Department, San Diego State University, San Diego, CA, USA",exact,100.0
"Informatics Department, PUC-Rio","Informatics Department, PUC-Rio",exact,100.0
"Informatics Department,Chilbolton, Rutherford and Appleton Laboratory, Didcot, Oxfordshire, UK","Informatics Department,Chilbolton, Rutherford and Appleton Laboratory, Didcot, Oxfordshire, UK",exact,100.0
"Information School, Zhejiang Sci-tech University","Information School, Zhejiang Sci-tech University",exact,100.0
"Information Sciences Institute, University of Southern California, USA","Information Sciences Institute, University of Southern California, USA",exact,100.0
"Information Systems, GMD-Institute for Integrated Publication, Darmstadt, Germany","Information Systems, GMD-Institute for Integrated Publication, Darmstadt, Germany",exact,100.0
"Information Visualization Research, AT&T Labs-Research, USA","Information Visualization Research, AT&T Labs-Research, USA",exact,100.0
"Information Visualization Research, Shannon Laboratories AT and T Laboratories Research, China","Information Visualization Research, Shannon Laboratories AT and T Laboratories Research, China",exact,100.0
"Information and Computer Science, University of California, Irvine, USA","Information and Computer Science, University of California, Irvine, USA",exact,100.0
Infovisible,Infovisible,exact,100.0
"Infovisible LLC, Oldwick, U.S.A","Infovisible LLC, Oldwick, U.S.A.",exact,100.0
"Initiative in Innovative Computing, Harvard University, USA","Initiative in Innovative Computing, Harvard University, USA",exact,100.0
"Inova Heart and Vascular Institute, Fairfax, VA, USA","Inova Heart and Vascular Institute, Fairfax, VA, USA",exact,100.0
Inria,INRIA,exact,100.0
"Inria & CNRS, Université Paris-Saclay, France","Inria & CNRS, Université Paris-Saclay, France",exact,100.0
"Inria & Université Paris-Saclay, France","Inria & Université Paris-Saclay, France",exact,100.0
"Inria (FR) and the University of Edinburgh (UK), U.K","Inria (FR) and the University of Edinburgh (UK), U.K.",exact,100.0
Inria Lorraine,Inria Lorraine,exact,100.0
"Inria Lorraine, France","Inria Lorraine, France",exact,100.0
"Inria Saclay, Univ. Paris Saclay, France","Inria Saclay, Univ. Paris Saclay, France",exact,100.0
Inria and IRI,Inria and IRI,exact,100.0
Inria and University of Copenhagen,Inria and University of Copenhagen,exact,100.0
"Inria and Université Paris Sud, France","Inria and Université Paris Sud, France",exact,100.0
Inria and Université Paris-Saclay,Inria and Université Paris-Saclay,exact,100.0
"Inria and the University of Edinburgh, U.K","Inria and the University of Edinburgh, U.K.",exact,100.0
"Inria, CNRS, Université de Bordeaux, France","Inria, CNRS, Université de Bordeaux, France",exact,100.0
"Inria, France","INRIA, France",exact,100.0
"Inria, Le Chesnay, ÃŽle-de-France, FR","Inria, Le Chesnay, ÃŽle-de-France, FR",exact,100.0
"Inria, Saclay, France","Inria, Saclay, France",exact,100.0
"Inria, Telecom ParisTech, EnsadLab","Inria, Telecom ParisTech, EnsadLab",exact,100.0
"Inria, Université Paris-Saclay","Inria, Université Paris-Saclay",exact,100.0
"Inst. for Data Anal. & Visualization, Univ. of California, Davis, CA","Inst. for Data Anal. & Visualization, Univ. of California, Davis, CA",exact,100.0
"Inst. for Visual & Analytic Computing, University of Rostock","Inst. for Visual & Analytic Computing, University of Rostock",exact,100.0
"Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria","Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria",exact,100.0
"Institut Claudius Regaud, Toulouse, France","Institut Claudius Regaud, Toulouse, France",exact,100.0
"Institut Français du Pétrole, France","Institut Français du Pétrole, France",exact,100.0
"Institut Mines-Télécom, CNRS LTCI, Paris, France","Institut Mines-Télécom, CNRS LTCI, Paris, France",exact,100.0
"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, CNRS LIP6, UPMC, Sorbonne Universites, Paris, France","Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, CNRS LIP6, UPMC, Sorbonne Universites, Paris, France",exact,100.0
"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, Paris, France","Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, Paris, France",exact,100.0
"Institut de Recherche en Informatique de Toulouse, Université Paul Sabatier, Toulouse, France","Institut de Recherche en Informatique de Toulouse, Université Paul Sabatier, Toulouse, France",exact,100.0
"Institut de Robotica i Informatica Industrial, Barcelona, Catalunya, ES","Institut de Robotica i Informatica Industrial, Barcelona, Catalunya, ES",exact,100.0
"Institut f¨ur Mathematik, Universität Mannheim, Mannheim, Germany","Institut f¨ur Mathematik, Universität Mannheim, Mannheim, Germany",exact,100.0
"Institut für Angewandte Mathematik, University of Freiburg, Freiburg im Breisgau, Germany","Institut für Angewandte Mathematik, University of Freiburg, Freiburg im Breisgau, Germany",exact,100.0
"Institut für Angewandte Mathematik, Universität Bonn, Bonn, Germany","Institut für Angewandte Mathematik, Universität Bonn, Bonn, Germany",exact,100.0
"Institut für Computergraphik, Technical University of Braunschweig, Germany","Institut für Computergraphik, Technical University of Braunschweig, Germany",exact,100.0
"Institut für Informatik II, Universität Bonn","Institut für Informatik II, Universität Bonn",exact,100.0
"Institut für Informatik, Universität Munchen, Munchen, Germany","Institut für Informatik, Universität Munchen, Munchen, Germany",exact,100.0
"Institut für Mathematik, Universität Mannheim, Mannheim, Germany","Institut für Mathematik, Universität Mannheim, Mannheim, Germany",exact,100.0
"Institut für Mathematische Logik und Grundlagenforschung, Universität Munster, Germany","Institut für Mathematische Logik und Grundlagenforschung, Universität Munster, Germany",exact,100.0
"Institut für Mathematische Stochastik, TU Braunschweig, Germany","Institut für Mathematische Stochastik, TU Braunschweig, Germany",exact,100.0
"Institut of Hydraulic Engineering (LH2), University of Stuttgart, Germany","Institut of Hydraulic Engineering (LH2), University of Stuttgart, Germany",exact,100.0
"Institut-Mines-Télécom, Télécom Paris'Iech, CNRS LTCI, Paris, France","Institut-Mines-Télécom, Télécom Paris'Iech, CNRS LTCI, Paris, France",exact,100.0
"Institute for AI Industry Research (AIR), Tsinghua University, Beijing, China","Institute for AI Industry Research (AIR), Tsinghua University, Beijing, China",exact,100.0
"Institute for Advanced Computer Studies and the Department of Electrical and Computer Engineering, University of Maryland, College Park, USA","Institute for Advanced Computer Studies and the Department of Electrical and Computer Engineering, University of Maryland, College Park, USA",exact,100.0
"Institute for Advanced Computer Studies, University of Maryland, College Park, USA","Institute for Advanced Computer Studies, University of Maryland, College Park, USA",exact,100.0
"Institute for Aerodynamics and Gasdynamics, University of Stuttgart, Germany","Institute for Aerodynamics and Gasdynamics, University of Stuttgart, Germany",exact,100.0
"Institute for Analysis and Algebra, Technical University of Braunschweig, Germany","Institute for Analysis and Algebra, Technical University of Braunschweig, Germany",exact,100.0
"Institute for Applied Mathematics, University of Bonn, Bonn, Germany","Institute for Applied Mathematics, University of Bonn, Bonn, Germany",exact,100.0
"Institute for Applied Mathematics, University of Bonn, Germany","Institute for Applied Mathematics, University of Bonn, Germany",exact,100.0
"Institute for Astronomy and Astrophysics, University of Tübingen, Germany","Institute for Astronomy and Astrophysics, University of Tübingen, Germany",exact,100.0
"Institute for Astronomy and Astrophysicsy, University of Tübingen, Germany","Institute for Astronomy and Astrophysicsy, University of Tübingen, Germany",exact,100.0
"Institute for Atmospheric and Climate Science, ETH Zürich","Institute for Atmospheric and Climate Science, ETH Zürich",exact,100.0
"Institute for Computational and Engineering Sciences, University of Texas, Austin, USA","Institute for Computational and Engineering Sciences, University of Texas, Austin, USA",exact,100.0
Institute for Computer Applications in Science and Engineering,Institute for Computer Applications in Science and Engineering,exact,100.0
