AuthorAffiliation_clean,canonical_affiliation_en,canonical_method,canonical_match_score
Google,Google,exact,100.0
"Google AI, Zürich, Switzerland","Google AI, Zürich, Switzerland",exact,100.0
"Google AI, Zürich, Switzerland and Delft University of Technology, Delft, The Netherlands","Google AI, Zürich, Switzerland and Delft University of Technology, Delft, The Netherlands",exact,100.0
Google Brain,Google Brain,exact,100.0
Google Inc,Google Inc,exact,100.0
"Google Inc., Mountain View, CA, USA","Google Inc., Mountain View, CA, USA",exact,100.0
"Google Incorporation, University of Stanford, USA and Stanford University and Google, Inc","Google Incorporation, University of Stanford, USA and Stanford University and Google, Inc.",exact,100.0
Google Research,Google Research,exact,100.0
"Google Research (now with Google DeepMind), USA","Google Research (now with Google DeepMind), USA",exact,100.0
"Google at the time of research, currently unaffiliated","Google at the time of research, currently unaffiliated",exact,100.0
"Google, Inc., USA","Google, Inc., USA",exact,100.0
"GrUVi (Graphics, Usability and Viswalization Lab), Simon Fraser University, Burnaby, Canada","GrUVi (Graphics, Usability and Viswalization Lab), Simon Fraser University, Burnaby, Canada",exact,100.0
"GrUVi (Graphics, Usability, and Visualization Laboratory), Simon Fraser University, Burnaby, Canada","GrUVi (Graphics, Usability, and Visualization Laboratory), Simon Fraser University, Burnaby, Canada",exact,100.0
"GrUVi Graphics, Usability, and Visualization Laboratory, Simon Fraser University, Burnaby, Canada","GrUVi (Graphics, Usability, and Visualization Laboratory), Simon Fraser University, Burnaby, Canada",exact,100.0
"GrUVi, Computing Science, Simon Fraser University, Canada","GrUVi, Computing Science, Simon Fraser University, Canada",exact,100.0
"GrUVi-Laboratory, Simon Fraser University, Canada","GrUVi-Laboratory, Simon Fraser University, Canada",exact,100.0
"Graduate Research Assistant at the Computational Simulation and Design Center, Mississippi State University, USA","Graduate Research Assistant at the Computational Simulation and Design Center, Mississippi State University, USA",exact,100.0
"Graduate School of Architecture, University of Utah, USA","Graduate School of Architecture, University of Utah, USA",exact,100.0
"Graduate School of Arts and Sciences, The University of Tokyo","Graduate School of Arts and Sciences, The University of Tokyo",exact,100.0
"Graduate School of Humanities and Sc, Ochanomizu University, Japan","Graduate School of Humanities and Sc, Ochanomizu University, Japan",exact,100.0
"Graduate School of Humanities and Sciences, Ochanomizu University, Japan","Graduate School of Humanities and Sciences, Ochanomizu University, Japan",exact,100.0
"Graduate University, Chinese Academy of Sciences, Beijing, China","Graduate University, Chinese Academy of Sciences, Beijing, China",exact,100.0
"Graphics Visualizaton Usability Center College of Computing, Georgia Institute of Technology, Atlanta, GA, USA","Graphics Visualizaton Usability Center College of Computing, Georgia Institute of Technology, Atlanta, GA, USA",exact,100.0
"Graphics and Imaging Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA","Graphics and Imaging Lab, Department of Computer Science, Wayne State University, Detroit, MI, USA",exact,100.0
"Graphics and Multimedia Laboratory, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada","Graphics and Multimedia Laboratory, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada",exact,100.0
"Graphics, Usability, and Visualization (GRUVI) lab School of Computing Science, Simon Fraser University, Canada","Graphics, Usability, and Visualization (GRUVI) lab School of Computing Science, Simon Fraser University, Canada",exact,100.0
"Graphics, Usability, and Visualization (GrUVi) Laboratory, Simon Fraser University, Canada","Graphics, Usability, and Visualization (GrUVi) Laboratory, Simon Fraser University, Canada",exact,100.0
"Graphics, Usability, and Visualization GrUVi Lab, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada","Graphics, Usability, and Visualization GrUVi Lab, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada",exact,100.0
"Graphics, Usability, and Visualization GrUVi Laboratory, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada","Graphics, Usability, and Visualization GrUVi Lab, School of Computing Science, Simon Fraser University, Burnaby, BC, Canada",exact,100.0
"Graphics, Usability, and Visualization GrUVi Laboratory, Simon Fraser University, Burnaby, BC, Canada","Graphics, Usability, and Visualization GrUVi Laboratory, Simon Fraser University, Burnaby, BC, Canada",exact,100.0
"Graphics, Usability, and Visualization Lab, School of Computing Science, Simon Fraser University, Canada","Graphics, Usability, and Visualization Lab, School of Computing Science, Simon Fraser University, Canada",exact,100.0
"Graphics, Usability, and Visualization Lab, Simon Fraser University, Canada","Graphics, Usability, and Visualization Lab, Simon Fraser University, Canada",exact,100.0
"Graphics, Usability, and Visualization Laboratory, Simon Fraser University, Canada","Graphics, Usability, and Visualization Lab, Simon Fraser University, Canada",exact,100.0
"Graphics, Visualization & Usability Center, Georgia Institute of Technology, USA","Graphics, Visualization & Usability Center, Georgia Institute of Technology, USA",exact,100.0
"Graphics, Visualization,and Usability Center, Georgia Institute of Technology, USA","Graphics, Visualization & Usability Center, Georgia Institute of Technology, USA",exact,100.0
"Graz Univeristy of Technology, Austria","Graz Univeristy of Technology, Austria",exact,100.0
Graz University of Technology,Graz University of Technology,exact,100.0
"Graz University of Technology and University of Stuttgart, Austria","Graz University of Technology and University of Stuttgart, Austria",exact,100.0
"Graz University of Technology, Austria","Graz University of Technology, Austria",exact,100.0
"Graz University of Technology, IICM, Graz, Austria","Graz University of Technology, IICM, Graz, Austria",exact,100.0
"GreenRoots, Inc","GreenRoots, Inc",exact,100.0
"Grumman Data Systems, Woodbury, NY, USA","Grumman Data Systems, Woodbury, NY, USA",exact,100.0
"Guanghan Sub-college, Civil Aviation Flight University of China, Guanghan, China","Guanghan Sub-college, Civil Aviation Flight University of China, Guanghan, China",exact,100.0
"Guilin University of Electronic Technology, China","Guilin University of Electronic Technology, China",exact,100.0
"H2O.ai, UIC","H2O.ai, UIC",exact,100.0
"HCI Laboratory, UNC-Charlotte, USA","HCI Laboratory, UNC-Charlotte, USA",exact,100.0
"HCIL & Department of Computer Science, University of Maryland, USA","HCIL & Department of Computer Science, University of Maryland, USA",exact,100.0
"HCIL, University of Maryland, UMIACS, USA","HCIL, University of Maryland, UMIACS, USA",exact,100.0
"HCIL, University of Maryland, USA","HCIL, University of Maryland, USA",exact,100.0
"HNC Software, Inc., San Diego, CA, USA","HNC Software, Inc., San Diego, CA, USA",exact,100.0
"HP Laboratories CRL, The Robotics Institute, CMU, USA","HP Laboratories CRL, The Robotics Institute, CMU, USA",exact,100.0
"HPC2 / GRI Visualization Analysis and Imaging Laboratory, Mississippi State University, USA","HPC2 / GRI Visualization Analysis and Imaging Laboratory, Mississippi State University, USA",exact,100.0
"HRL Laboratories LLC, Malibu, CA, USA","HRL Laboratories LLC, Malibu, CA, USA",exact,100.0
"HRL Laboratories LLC, USA","HRL Laboratories LLC, USA",exact,100.0
"HUN-REN Centre for Social Sciences, USA","HUN-REN Centre for Social Sciences, USA",exact,100.0
"Haifa Laboratory, IBM Research, USA","Haifa Laboratory, IBM Research, USA",exact,100.0
"Hamad Bin Khalifa University (HBKU), College of Science and Engineering (CSE), Education City, Doha, Qatar","Hamad Bin Khalifa University (HBKU), College of Science and Engineering (CSE), Education City, Doha, Qatar",exact,100.0
"Hangrhou Dianzi University, Zhejiang, China","Hangrhou Dianzi University, Zhejiang, China",exact,100.0
Hankuk University of Foreign Studies,Hankuk University of Foreign Studies,exact,100.0
"Hankuk University of Foreign Studies, South Korea","Hankuk University of Foreign Studies, South Korea",exact,100.0
Harbin Institute of Technology,Harbin Institute of Technology,exact,100.0
"Harvard Center for Neurodegeneration and Repair, USA","Harvard Center for Neurodegeneration and Repair, USA",exact,100.0
Harvard Institute for Quantitative Social Sciences,Harvard Institute for Quantitative Social Sciences,exact,100.0
"Harvard John A. Paulson School of Engineering and Applied Sciences, USA","Harvard John A. Paulson School of Engineering and Applied Sciences, USA",exact,100.0
"Harvard John A. Paulson School of Engineering and Applied Sciences, United States","Harvard John A. Paulson School of Engineering and Applied Sciences, United States",exact,100.0
Harvard Medical School,Harvard Medical School,exact,100.0
"Harvard Medical School and Massachusetts Institute of Technology, Cambridge, MA, USA","Harvard Medical School and Massachusetts Institute of Technology, Cambridge, MA, USA",exact,100.0
"Harvard Medical School, Boston, MA, USA","Harvard Medical School, Boston, MA, USA",exact,100.0
"Harvard Medical School, Boston, USA","Harvard Medical School, Boston, USA",exact,100.0
"Harvard Medical School, MA, US","Harvard Medical School, MA, US",exact,100.0
"Harvard Medical School, New England Regional Primate Center, Southborough, MA, USA","Harvard Medical School, New England Regional Primate Center, Southborough, MA, USA",exact,100.0
"Harvard Medical School, USA","Harvard Medical School, USA",exact,100.0
Harvard NLP group,Harvard NLP group,exact,100.0
Harvard NLP group and MIT-IBM Watson AI Lab,Harvard NLP group and MIT-IBM Watson AI Lab.,exact,100.0
Harvard Paulson SEAS,Harvard Paulson SEAS,exact,100.0
Harvard SEAS,Harvard SEAS,exact,100.0
"Harvard SEAS, USA","Harvard SEAS, USA",exact,100.0
"Harvard School of Engineering and Applied Sciences, Boston, MA, USA","Harvard School of Engineering and Applied Sciences, Boston, MA, USA",exact,100.0
Harvard University,Harvard University,exact,100.0
"Harvard University, Cambridge, MA, US","Harvard University, Cambridge, MA, US",exact,100.0
"Harvard University, Cambridge, MA, USA","Harvard University, Cambridge, MA, USA",exact,100.0
"Harvard University, School of Engineering and Applied Sciences, Cambridge, MA, USA","Harvard University, School of Engineering and Applied Sciences, Cambridge, MA, USA",exact,100.0
"Harvard University, UK","Harvard University, UK",exact,100.0
"Harvard University, USA","Harvard University, USA",exact,100.0
"Harvard University, United Kingdom","Harvard University, United Kingdom",exact,100.0
"Harvard University, University of Utah","Harvard University, University of Utah",exact,100.0
Harvard Visual Computing group,Harvard Visual Computing group,exact,100.0
"Harvard-MIT Health Sciences and Technology, USA","Harvard-MIT Health Sciences and Technology, USA",exact,100.0
"Harvard-Smithsonian Center of Astrophysics, Cambridge, MA, USA","Harvard-Smithsonian Center of Astrophysics, Cambridge, MA, USA",exact,100.0
HarvardX,HarvardX,exact,100.0
"Hasselt University, Belgium","Hasselt University, Belgium",exact,100.0
"Hasso-Plattner Institute, University of Potsdam, Germany","Hasso-Plattner Institute, University of Potsdam, Germany",exact,100.0
Hatvatd Visual Computing group,Hatvatd Visual Computing group,exact,100.0
"Head, Bone Marrow Transplantation and Immunobiology Research Center, Hadassah University Hospital, Jerusalem, Israel","Head, Bone Marrow Transplantation and Immunobiology Research Center, Hadassah University Hospital, Jerusalem, Israel",exact,100.0
"Health Systems Institute, Georgia Institute of Technology, USA","Health Systems Institute, Georgia Institute of Technology, USA",exact,100.0
"Heart of Jesus Hospital, Germany","Heart of Jesus Hospital, Germany",exact,100.0
"Hebrew University, Jerusalem, Israel","Hebrew University, Jerusalem, Israel",exact,100.0
Heidelberg University,Heidelberg University,exact,100.0
"Heidelberg University Hospital, Germany","Heidelberg University Hospital, Germany",exact,100.0
"Heidelberg University, Germany","Heidelberg University, Germany",exact,100.0
"Heinemann Oil GmbH, Austria","Heinemann Oil GmbH, Austria",exact,100.0
"Heinz Nixdorf Inst., Paderborn Univ., Germany","Heinz Nixdorf Inst., Paderborn Univ., Germany",exact,100.0
"Heliotrope Studios Limited, Cambridge, MA, USA","Heliotrope Studios Limited, Cambridge, MA, USA",exact,100.0
"Helmholtz Zentrum Dresden Rossendorf, Germany","Helmholtz Zentrum Dresden Rossendorf, Germany",exact,100.0
"Helsinki Institute for Information Technology HIIT, University of Tampere, Finland","Helsinki Institute for Information Technology HIIT, University of Tampere, Finland",exact,100.0
"Hematology Department, Leiden University Medical Center, The Netherlands","Hematology Department, Leiden University Medical Center, The Netherlands",exact,100.0
"Henan Institute of Advanced Technology, Zhengzhou University, Zhengzhou, China","Henan Institute of Advanced Technology, Zhengzhou University, Zhengzhou, China",identity,73.2
"Hewlett Packard Company, USA","Hewlett Packard Company, USA",exact,100.0
Hewlett Packard Laboratories,Hewlett Packard Laboratories,exact,100.0
"Hewlett Packard Laboratories, CA, USA","Hewlett Packard Laboratories, CA, USA",exact,100.0
"Hewlett Packard Laboratories, Palo Alto, CA, USA","Hewlett Packard Laboratories, Palo Alto, CA, USA",exact,100.0
"Hewlett Packard Laboratories, USA","Hewlett Packard Laboratories, USA",exact,100.0
"Hewlett Packard Laboratory, USA","Hewlett Packard Laboratory, USA",exact,100.0
"Hewlett Packard Research Laboratories, Germany","Hewlett Packard Research Laboratories, Germany",exact,100.0
"Hewlett Packard Research Laboratories, USA","Hewlett Packard Research Laboratories, USA",exact,100.0
"Hewlett-Packard Laboratories, Palo Alto, CA","Hewlett-Packard Laboratories, Palo Alto, CA",exact,100.0
"Hewlett-Packard Laboratories, University of Konstanz, Germany","Hewlett-Packard Laboratories, University of Konstanz, Germany",exact,100.0
"High Performance Computing Center Stuttgart (HLRS), Stuttgart, Germany","High Performance Computing Center Stuttgart (HLRS), Stuttgart, Germany",exact,100.0
"Hiroshima Institute of Technology, Hiroshima, Japan","Hiroshima Institute of Technology, Hiroshima, Japan",exact,100.0
"Historisches Museum Bern, Bern, Switzerland","Historisches Museum Bern, Bern, Switzerland",exact,100.0
"Hithink RoyalFlush Information Network Co. Ltd. Zhejiang, China","Hithink RoyalFlush Information Network Co. Ltd. Zhejiang, China",exact,100.0
Hivemapper,Hivemapper,exact,100.0
"Ho Chi Minh City University of Technology, USA","Ho Chi Minh City University of Technology, USA",exact,100.0
"Hochschule der Medien, Germany","Hochschule der Medien, Germany",exact,100.0
Honeycomb.io,Honeycomb.io,exact,100.0
Hong Kong University of Sccience and Technology,Hong Kong University of Sccience and Technology,exact,100.0
"Hong Kong University of Science & Technology, Hong Kong, China","Hong Kong University of Science & Technology, Hong Kong, China",exact,100.0
Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,exact,100.0
"Hong Kong University of Science and Technology (Guangzhou), China","Hong Kong University of Science and Technology (Guangzhou), China",exact,100.0
"Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China","Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",exact,100.0
"Hong Kong University of Science and Technology (Guangzhou), Guangzhou, Hong Kong","Hong Kong University of Science and Technology (Guangzhou), Guangzhou, Hong Kong",exact,100.0
Hong Kong University of Science and Technology (HKUST),Hong Kong University of Science and Technology (HKUST),exact,100.0
Hong Kong University of Science and Technology (HKUST) and Zhejiang University,Hong Kong University of Science and Technology (HKUST) and Zhejiang University,exact,100.0
Hong Kong University of Science and Technology and Bloomberg L.P,Hong Kong University of Science and Technology and Bloomberg L.P.,exact,100.0
"Hong Kong University of Science and Technology and Singapore Management University, Hong Kong","Hong Kong University of Science and Technology and Singapore Management University, Hong Kong",exact,100.0
"Hong Kong University of Science and Technology, China","Hong Kong University of Science and Technology, China",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong","Hong Kong University of Science and Technology, Hong Kong",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong and Microsoft Research Area, United States","Hong Kong University of Science and Technology, Hong Kong and Microsoft Research Area, United States",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong, China","Hong Kong University of Science & Technology, Hong Kong, China",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong, China and Microsoft Research Asia, China","Hong Kong University of Science and Technology, Hong Kong, China and Microsoft Research Asia, China",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong, UK","Hong Kong University of Science and Technology, Hong Kong, UK",exact,100.0
"Hong Kong University of Science and Technology, Hong Kong, USA","Hong Kong University of Science and Technology, Hong Kong, USA",exact,100.0
"Hong Kong University of Science and Technology, Kowloon, HK","Hong Kong University of Science and Technology, Kowloon, HK",exact,100.0
"Hong Kong University of Science and Technology, Sinovation Ventures AI Institute","Hong Kong University of Science and Technology, Sinovation Ventures AI Institute",exact,100.0
"HongKong University of Science and Technology, Hong Kong, China","HongKong University of Science and Technology, Hong Kong, China",exact,100.0
Hospital for Sick Children,Hospital for Sick Children,exact,100.0
Hospital for Sick Children and University of Toronto,Hospital for Sick Children and University of Toronto,exact,100.0
"Hospital for Sick Children, University of Toronto","Hospital for Sick Children, University of Toronto",exact,100.0
"Hospital for Sick Children, University of Toronto, Toronto","Hospital for Sick Children, University of Toronto, Toronto",exact,100.0
"Howard Hughes Medical Institute, State University of New York, Stony Brook, Stony Brook, NY, USA","Howard Hughes Medical Institute, State University of New York, Stony Brook, Stony Brook, NY, USA",exact,100.0
"Huawei Cloud Computing Technologies Co., Ltd., China","Huawei Cloud Computing Technologies Co., Ltd., China",exact,100.0
Huawei Co. Ltd,Huawei Co. Ltd.,exact,100.0
Huawei Technologies Co. Ltd,Huawei Technologies Co. Ltd.,exact,100.0
"Huawei Technologies Co., Ltd., China","Huawei Technologies Co., Ltd., China",exact,100.0
"Huggingface, USA","Huggingface, USA",exact,100.0
"Hugh Downs School of Human Communication, Arizona State University, USA","Hugh Downs School of Human Communication, Arizona State University, USA",exact,100.0
"Hughes Training, Inc., West Covina, CA, USA","Hughes Training, Inc., West Covina, CA, USA",exact,100.0
"Human Computer Interaction Laboratory, Department of Computer Science, University of Maryland, USA","Human Computer Interaction Laboratory, Department of Computer Science, University of Maryland, USA",exact,100.0
"Human Computer Interaction Laboratory, University of Maryland, USA","Human Computer Interaction Laboratory, University of Maryland, USA",exact,100.0
"Human Computer Interaction program, Iowa State University, USA","Human Computer Interaction program, Iowa State University, USA",exact,100.0
"Human Genetics Departments, Leiden University Medical Center, The Netherlands","Human Genetics Departments, Leiden University Medical Center, The Netherlands",exact,100.0
"Human Geography, Sheffield University, UK","Human Geography, Sheffield University, UK",exact,100.0
"Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, USA","Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, USA",exact,100.0
"Human-Computer Interaction Lab & Department of Computer Science, University of Maryland, USA","Human-Computer Interaction Lab & Department of Computer Science, University of Maryland, USA",exact,100.0
"Human-Computer Interaction Laboratory, University of Maryland, USA","Human Computer Interaction Laboratory, University of Maryland, USA",exact,100.0
"Human-Computer Interaction Laboratory,Institute for Advanced Computer Studies, University of Maryland, USA","Human-Computer Interaction Laboratory,Institute for Advanced Computer Studies, University of Maryland, USA",exact,100.0
"Hunan Normal University and State Key Lab of CAD&CG, Zhejiang University","Hunan Normal University and State Key Lab of CAD&CG, Zhejiang University",exact,100.0
"I. S. T. I.-C. N. R, Pisa, Italy","I. S. T. I.-C. N. R, Pisa, Italy",exact,100.0
"I.N.R.I.A. Sophia Antipolis, France","I.N.R.I.A. Sophia Antipolis, France",exact,100.0
I4 data,I4 data,exact,100.0
"I4 data, United States","I4 data, United States",exact,100.0
IBM,IBM,exact,100.0
IBM Almaden Research Center,IBM Almaden Research Center,exact,100.0
"IBM Center for Advanced Visualization, IBM Research","IBM Center for Advanced Visualization, IBM Research",exact,100.0
"IBM China Research Laboratory, Beijing, China","IBM China Research Laboratory, Beijing, China",exact,100.0
"IBM China Research Laboratory, China","IBM China Research Laboratory, China",exact,100.0
IBM Corporation,IBM Corporation,exact,100.0
"IBM European Visualization Centre, Winchester, UK","IBM European Visualization Centre, Winchester, UK",exact,100.0
"IBM France, France","IBM France, France",exact,100.0
"IBM ILOG Research, Gentilly, France","IBM ILOG Research, Gentilly, France",exact,100.0
"IBM Integrated Technology Services, Mechanicsburg, PA, USA","IBM Integrated Technology Services, Mechanicsburg, PA, USA",exact,100.0
IBM J. Watson Research Center,IBM J. Watson Research Center,exact,100.0
IBM Research,IBM Research,exact,100.0
"IBM Research & MIT-IBM Watson AI Lab, Cambridge, Massachusetts, United States","IBM Research & MIT-IBM Watson AI Lab, Cambridge, Massachusetts, United States",exact,100.0
"IBM Research Almaden, San Jose, CA, USA","IBM Research Almaden, San Jose, CA, USA",exact,100.0
IBM Research Cambridge and MIT-IBM Watson AI Lab,IBM Research Cambridge and MIT-IBM Watson AI Lab.,exact,100.0
"IBM Research Cambridge, MA, USA","IBM Research Cambridge, MA, USA",exact,100.0
"IBM Research China, Beijing, China","IBM Research China, Beijing, China",exact,100.0
"IBM Research Division, IBM Thomas J. Watson Research Center, USA","IBM Research Division, IBM Thomas J. Watson Research Center, USA",exact,100.0
"IBM Research GmbH, Switzerland","IBM Research GmbH, Switzerland",exact,100.0
"IBM Research Haifa Lab, Haifa, Israel","IBM Research Haifa Lab, Haifa, Israel",exact,100.0
"IBM Research Hawthorne, NY, USA","IBM Research Hawthorne, NY, USA",exact,100.0
"IBM Research and Development Laboratories, Haifa University, Haifa, Israel and IBM Haifa Research Laboratory, Israel","IBM Research and Development Laboratories, Haifa University, Haifa, Israel and IBM Haifa Research Laboratory, Israel",exact,100.0
"IBM Research, Almaden","IBM Research, Almaden",exact,100.0
"IBM Research, Cambridge, MA, USA","IBM Research Cambridge, MA, USA",exact,100.0
"IBM Research, China","IBM Research, China",exact,100.0
"IBM Research, Haifa, Israel","IBM Research, Haifa, Israel",exact,100.0
"IBM Research, India","IBM Research, India",exact,100.0
"IBM Research, Israel","IBM Research, Israel",exact,100.0
"IBM Research, T.J. Watson Center, Hawthorne, NY, USA","IBM Research, T.J. Watson Center, Hawthorne, NY, USA",exact,100.0
"IBM Research, USA","IBM Research, USA",exact,100.0
"IBM Reseatch, MIT-IBM Watson AI Lab","IBM Reseatch, MIT-IBM Watson AI Lab.",exact,100.0
"IBM Scientific Center, Los Angeles, CA, USA","IBM Scientific Center, Los Angeles, CA, USA",exact,100.0
IBM T. J. Watson Research Center,IBM T. J. Watson Research Center,exact,100.0
"IBM T. J. Watson Research Center, NY, USA","IBM T. J. Watson Research Center, NY, USA",exact,100.0
"IBM T.J, Watson Research Center, Yorktown Height, NY","IBM T.J, Watson Research Center, Yorktown Height, NY",exact,100.0
IBM T.J. Watson Research Center,IBM T. J. Watson Research Center,exact,100.0
"IBM T.J. Watson Research Center, Korea University","IBM T.J. Watson Research Center, Korea University",exact,100.0
"IBM T.J. Watson Research Center, NY, USA","IBM T. J. Watson Research Center, NY, USA",exact,100.0
"IBM T.J. Watson Research Center, Yorktown Heights, NY, USA","IBM T.J. Watson Research Center, Yorktown Heights, NY, USA",exact,100.0
"IBM TJ Watson Research Center, National Institute for Standards and Technology, Hawthorne, NY, USA","IBM TJ Watson Research Center, National Institute for Standards and Technology, Hawthorne, NY, USA",exact,100.0
IBM Thomas J. Watson Research Center,IBM Thomas J. Watson Research Center,exact,100.0
"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA","IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",exact,100.0
"IBM Thomas J. Watson Research Center, USA","IBM Thomas J. Watson Research Center, USA",exact,100.0
"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA","IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",exact,100.0
"IBM Toronto Software Laboratory, Canada","IBM Toronto Software Laboratory, Canada",exact,100.0
"IBM and University of Colorado, USA","IBM and University of Colorado, USA",exact,100.0
"IBM del Peru, Peru","IBM del Peru, Peru",exact,100.0
"IBM research, USA","IBM Research, USA",exact,100.0
"IBM, Canada","IBM, Canada",exact,100.0
"IC-University of Campinas, Brazil","IC-University of Campinas, Brazil",exact,100.0
"ICASE, NASA-Langley Research Center, Hampton, VA, USA","ICASE, NASA-Langley Research Center, Hampton, VA, USA",exact,100.0
"ICASE, NASA-Langley Research Center, USA","ICASE, NASA-Langley Research Center, USA",exact,100.0
"ICCAS/VCM, Universität Leipzig, Germany","ICCAS/VCM, Universität Leipzig, Germany",exact,100.0
"ICGA, University of Technology, Vienna, Austria","ICGA, University of Technology, Vienna, Austria",exact,100.0
"ICM, Universitäten Mannheim und Heidelberg, Mannheim, Germany","ICM, Universitäten Mannheim und Heidelberg, Mannheim, Germany",exact,100.0
"ICMC, Instituto de Ciências Matemáticas e de Computaçãao, University of São Paulo, Sao Paulo, Brazil","ICMC, Instituto de Ciências Matemáticas e de Computaçãao, University of São Paulo, Sao Paulo, Brazil",exact,100.0
"ICMC-USP, São Carlos, Brazil","ICMC-USP, São Carlos, Brazil",exact,100.0
"ICMC-University of São Paulo, Brazil","ICMC-University of São Paulo, Brazil",exact,100.0
"ICSE, University of Utah","ICSE, University of Utah",exact,100.0
"ICube, Univ. Strasbourg","ICube, Univ. Strasbourg",exact,100.0
"ICube, Univ. Strasbourg/ENGEES","ICube, Univ. Strasbourg/ENGEES",exact,100.0
"IDAV, University of California, Davis, USA","IDAV, University of California, Davis, USA",exact,100.0
IDEA,IDEA,exact,100.0
IEEE Spectrum,IEEE Spectrum,exact,100.0
"IEI-Consiglio Nazionale delle Richerche, Pisa, Italy","IEI-Consiglio Nazionale delle Richerche, Pisa, Italy",exact,100.0
"IIC, Harvard University, USA","IIC, Harvard University, USA",exact,100.0
"IIT Delhi, India","IIT Delhi, India",exact,100.0
"ILOG Advanced Studies, IBM, USA","ILOG Advanced Studies, IBM, USA",exact,100.0
"ILOG Advanced Studies, IBM, USA and Institute Johann Bernoulli, University of Groningen, Netherlands","ILOG Advanced Studies, IBM, USA and Institute Johann Bernoulli, University of Groningen, Netherlands",identity,88.1
INGEOSUR CONICET,INGEOSUR CONICET,exact,100.0
"INRA, Université Paris-Saclay","INRA, Université Paris-Saclay",exact,100.0
INRIA,INRIA,exact,100.0
"INRIA Bordeaux Sud-Ouest and LaBRI, Université de Bordeaux 1, France","INRIA Bordeaux Sud-Ouest and LaBRI, Université de Bordeaux 1, France",exact,100.0
"INRIA Futurs and Laboratory RI UMR CNRS 5800, France","INRIA Futurs and Laboratory RI UMR CNRS 5800, France",exact,100.0
"INRIA Futurs, University of Paris-Sud 11, France","INRIA Futurs, University of Paris-Sud 11, France",identity,87.6
"INRIA Futurs/LRI and University of Sydney, France","INRIA Futurs/LRI and University of Sydney, France",exact,100.0
"INRIA Futurs/LRI, Université Paris Sud, Orsay, France","INRIA Futurs/LRI, Université Paris Sud, Orsay, France",exact,100.0
INRIA and INRIA,INRIA and INRIA,exact,100.0
"INRIA and School of Computing, University of Kent, UK","INRIA and School of Computing, University of Kent, UK",exact,100.0
"INRIA, Bordeaux, France","INRIA, Bordeaux, France",identity,85.7
"INRIA, CNRS-LIMSI","INRIA, CNRS-LIMSI",exact,100.0
"INRIA, France","INRIA, France",exact,100.0
"INRIA, Nancy, France","INRIA, Nancy, France",exact,100.0
"INRIA, Paris, France","INRIA, Paris, France",exact,100.0
"INRIA, Sophia-Antipolis, France","INRIA, Sophia-Antipolis, France",exact,100.0
"INRIA, University of Bordeaux 1, Bordeaux, France","INRIA, University of Bordeaux 1, Bordeaux, France",exact,100.0
"INRIA, University of Bordeaux, France","INRIA, University of Bordeaux, France",exact,100.0
"INRIA-Alice, France","INRIA-Alice, France",exact,100.0
"INRIA-Futurs/LRI, France","INRIA-Futurs/LRI, France",exact,100.0
INRIA-LRI and Univ. of Sydney,INRIA-LRI and Univ. of Sydney,exact,100.0
"INRIA/LORIA, France","INRIA/LORIA, France",exact,100.0
"INRIA/LRI, University of Paris-Sud 11, France","INRIA/LRI, University of Paris-Sud 11, France",exact,100.0
"INSA-Lyon and LIRIS, France","INSA-Lyon and LIRIS, France",exact,100.0
"INSA-Lyon, LIRIS, and Orange Innovation, France","INSA-Lyon, LIRIS, and Orange Innovation, France",exact,100.0
"IPCF-CNR, Consiglio Nazionale delle Ricerche, Italy","IPCF-CNR, Consiglio Nazionale delle Ricerche, Italy",exact,100.0
"IPK-Gatersleben, Germany","IPK-Gatersleben, Germany",exact,100.0
"IRCCyN, Ecole des Mines de Nantes, Nantes, France","IRCCyN, Ecole des Mines de Nantes, Nantes, France",exact,100.0
"IRCOM-SIC (UMR CNRS 6615), France","IRCOM-SIC (UMR CNRS 6615), France",exact,100.0
IRI and University of Calgary,IRI and University of Calgary,exact,100.0
"IRI, INRIA, France","IRI, INRIA, France",exact,100.0
IRSTEA Montpellier,IRSTEA Montpellier,exact,100.0
"IRSTEA Montpellier, Univ. Strasbourg/ENGEES","IRSTEA Montpellier, Univ. Strasbourg/ENGEES",exact,100.0
IRT SystemX,IRT SystemX,exact,100.0
